,0
0,"
flowchart LR
0[""Start""] --> 1[""Interview Patients""]
0 --> 2[""File Results and Expertise""]
1 --> 3[""Create Report""]
2 --> 4{""Is external expertise needed?""}
3 --> 5{""Did the expert respond in time?""}
4 --> |""No""|3
4 --> |""Yes""|6[""Ask for External Expertise""]
5 --> |""Yes""|7[""Forward Report to Referee""]
5 --> |""No""|6
6 --> 8{""Did the expert respond in time?""}
8 --> |""Yes""|7
8 --> |""No""|6
7 --> 9[""Fill out check for expenses""]
9 --> 10[""End""]
"
1,"
flowchart LR
0[""StartNode""] --> 1[""Register Participation""]
1 --> 2{""Are Fees Required?""}
2 --> |""No""|3[""Register Post-Seminar Results""]
2 --> |""Yes""|4[""Create Purchase Request""]
4 --> 5[""Check Purchase Approval""]
5 --> |""Denied""|6[""Notify Rejection""]
5 --> |""Approved""|7[""Send Approval Notification""]
6 --> 8[""EndNode""]
7 --> 1
"
2,"
graph LR
0[""Accept item""] --> 1[""Dairy""]
0 --> 2[""Other""]
0 --> 3[""Vegetable""]
1 --> 4[""Fruits""]
1 --> 5[""Fruit Categorization""]
3 --> 6[""Vegetable Categorization""]
4 --> 7[""Milk""]
4 --> 8[""Cheese""]
4 --> 9[""Non-perishable""]
4 --> 10[""Perishable""]
7 --> 11[""Temperature Weight and Date Center""]
8 --> 11
9 --> 11
10 --> 11
6 --> 11
5 --> 11
4 --> 12[""Store items based on item policy""]
11 --> 12
"
3,"
flowchart LR
0[""Start Node""] --> 1[""Detect Incident""]
1 --> 2{""Check Financial Impact?""}
2 --> |""YES""|3[""Open EMS""]
2 --> |""NO""|4[""End Process""]
3 --> 5[""Contact Application Team""]
3 --> 6[""Contact SA Team""]
3 --> 7[""Contact DBA Team""]
3 --> 8[""Open Conference Line""]
8 --> 9[""Troubleshoot Issue""]
9 --> 10{""Check Resolution Known?""}
10 --> |""YES""|11[""Fix Issue""]
10 --> |""NO""|12[""Check with Vendor""]
12 --> 13{""Does Vendor have a Fix?""}
13 --> |""YES""|11
13 --> |""NO""|14[""Failover to COB""]
11 --> 15[""Resolve and Close EMS""]
15 --> 4
"
4,"
graph LR
0[""Start Node""] --> 1[""Open event creation page""]
1 --> 2[""Populate the name form""]
2 --> 3[""(Access Data) Name information""]
3 --> 4[""Populate the time forms""]
4 --> 5[""Populate location forms""]
5 --> 6[""(Access Data) Location information""]
6 --> 7[""Populate additional information""]
7 --> 8[""(Access Data) Event information""]
8 --> 9[""Configure privacy settings""]
9 --> 10[""(Access Data) Privacy information""]
10 --> 11[""Confirm event creation""]
11 --> 12{""Is the name form populated?""}
12 --> |""No""| 2
12 --> |""Yes""| 13{""Does end time occur after start time?""}
13 --> |""Yes""| 14[""Save event information""]
13 --> |""No""| 15[""Display incorrect time notification""]
15 --> 4
14 --> 16[""End Node""]
"
5,"
graph LR
0[""Weekly (Discount Process)""] --> 1[""Pay Invoices""]
1 --> 2[""Generate Payment Report""]
2 --> 3[""Send Payment Report to Accounts Receivable Department""]
2 --> 4[""Send Payment Report to Registry""]
2 --> 5[""Generate Monthly Invoices""]
5 --> 6[""Charge Client $35 per paid invoice""]
6 --> 7[""Send Out Invoices""]
7 --> 8[""End Process""]
"
6,"
graph LR
0[""StartNode""] --> 1[""Submit Purchase Order""]
1 --> 2[""Select Warehouse""]
2 --> 3{""Purpose of Order?""}
3 --> |""Replenish Inventory""|4[""Reserve Inventory""]
3 --> |""Confirm Order for Delivery""|5[""End Process""]
"
7,"
flowchart LR
0[""Start""] --> 1[""Verify RFQ""]
1 --> 2{""RFQ verified?""}
2 --> |""No""| 3[""Ask for more information""]
2 --> |""Yes""| 4[""Analyze RFQ""]
4 --> 5[""Provide L&M cost estimates""]
5 --> 6{""RFQ verified?""}
6 --> |""No""| 3
6 --> |""Yes""| 7[""Add overhead costs""]
7 --> 8[""Generate pricing options""]
8 --> 9[""Generate sales quote""]
9 --> 10[""End""]
"
8,"
flowchart LR
0[""Receive negotiated conditions""] --> 1[""Check for completeness""]
1 --> 2{""Data complete?""}
2 --> |""Yes""| 3[""Perform risk assessment""]
2 --> |""No""| 4[""Send failure notice""]
4 --> 5[""End process""]
3 --> 6[""Check reinsurance option""]
6 --> 7[""Finish contract""]
7 --> 5
"
9,"
flowchart LR
0[""Feel hungry""] --> 1[""Decide to cook""]
1 --> 2[""Choose recipes""]
2 --> 3[""Prepare ingredients""]
3 --> 4[""Prepare water for pasta""]
3 --> 5[""Prepare salad for washing""]
4 --> 6[""Put pasta into water""]
5 --> 7[""Wash salad""]
6 --> 8[""Prepare ingredients to make a sauce""]
7 --> 9[""Prepare ingredients to make a dressing""]
8 --> 10[""Make sauce""]
9 --> 11[""Make dressing""]
10 --> 12[""Bring dishes to the table""]
11 --> 12
12 --> 13[""Prepare dishes""]
13 --> 14[""Bring meal to the table""]
14 --> 15[""Finish lunch""]
15 --> 16[""End process""]
"
10,"
flowchart LR
0[""Customer encounters a problem""] --> 1[""Obtain detailed description of problem""]
1 --> 2{""Can I handle the problem myself?""}
2 --> |""Yes""|3[""Explain the solution""]
2 --> |""No""|4[""Send email to support system""]
4 --> 5[""Wait for an answer""]
5 --> 3
3 --> 6[""Process ends""]
"
11,"
flowchart LR
0[""Complete Purchase Order""] --> 1[""Send Invoice""]
0 --> 2[""Send Goods""]
1 --> 3[""Conclude Process""]
2 --> 3
"
