,group,child,parent
0,10,manipulation,influence
1,10,exposure,influence
2,10,enticement,influence
3,10,mind game,influence
4,10,cross-pollination,influence
5,10,ingratiation,manipulation
6,10,blandishment,manipulation
7,10,hypnotism,manipulation
8,10,seduction,manipulation
9,10,overexposure,exposure
10,10,underexposure,exposure
11,10,solicitation,enticement
12,10,leading astray,enticement
13,10,impingement,mind game
14,101,haven,shelter
15,101,refuge,shelter
16,101,safe house,shelter
17,101,safehold,shelter
18,101,harbor,shelter
19,101,mudhif,haven
20,101,hovel,haven
21,101,fallout shelter,refuge
22,101,storm cellar,refuge
23,101,tent,shelter
24,101,pup tent,tent
25,101,bell tent,tent
26,101,pyramidal tent,tent
27,101,lean-to tent,tent
28,101,wall tent,tent
29,101,canvas tent,tent
30,101,cottage tent,tent
31,101,pop tent,tent
32,101,fly tent,tent
33,101,two-man tent,tent
34,101,backpacking tent,tent
35,101,Sibley tent,tent
36,101,umbrella tent,tent
37,101,hut,shelter
38,101,igloo,hut
39,101,Nissen hut,hut
40,101,cabana,hut
41,101,cookhouse,hut
42,101,mantelet,shelter
43,101,loft,shelter
44,101,dugout,shelter
45,101,praetorium,shelter
46,101,tupik,shelter
47,105,drum,percussion instrument
48,105,piano,percussion instrument
49,105,cymbal,percussion instrument
50,105,gong,percussion instrument
51,105,chime,percussion instrument
52,105,marimba,percussion instrument
53,105,bass drum,drum
54,105,snare drum,drum
55,105,tenor drum,drum
56,105,tambour,drum
57,105,bongo,drum
58,105,tabor,drum
59,105,steel drum,drum
60,105,grand piano,piano
61,105,upright,piano
62,105,concert grand,piano
63,105,baby grand,piano
64,105,spinet,piano
65,105,mechanical piano,piano
66,105,glockenspiel,percussion instrument
67,105,vibraphone,percussion instrument
68,105,maraca,percussion instrument
69,105,bones,percussion instrument
70,105,zill,percussion instrument
71,105,triangle,percussion instrument
72,105,handbell,percussion instrument
73,105,rain stick,percussion instrument
74,105,timbrel,percussion instrument
75,105,lagerphone,percussion instrument
76,105,carillon,percussion instrument
77,105,high-hat cymbal,cymbal
78,105,kettle,percussion instrument
79,13,modulus,coefficient
80,13,coefficient of expansion,coefficient
81,13,coefficient of viscosity,coefficient
82,13,coefficient of elasticity,coefficient
83,13,coefficient of friction,coefficient
84,13,coefficient of reflection,coefficient
85,13,coefficient of self induction,coefficient
86,13,coefficient of mutual induction,coefficient
87,13,drag coefficient,coefficient
88,13,absorption coefficient,coefficient
89,13,Young's modulus,modulus
90,13,modulus of rigidity,modulus
91,13,bulk modulus,modulus
92,137,microcytic anemia,anemia
93,137,macrocytic anemia,anemia
94,137,sickle-cell anemia,anemia
95,137,thalassemia,anemia
96,137,aplastic anemia,anemia
97,137,Fanconi's anemia,anemia
98,137,refractory anemia,anemia
99,137,erythroblastosis fetalis,anemia
100,137,favism,anemia
101,137,chlorosis,anemia
102,137,hypoplastic anemia,anemia
103,137,iron deficiency anemia,microcytic anemia
104,137,hypochromic anemia,microcytic anemia
105,137,sideroblastic anemia,microcytic anemia
106,137,Cooley's anemia,thalassemia
107,137,megaloblastic anemia,macrocytic anemia
108,137,pernicious anemia,megaloblastic anemia
109,137,metaplastic anemia,megaloblastic anemia
110,137,hemolytic anemia,anemia
111,138,bachelorhood,marital status
112,138,spinsterhood,marital status
113,138,widowhood,marital status
114,138,marriage,marital status
115,138,monogamy,marriage
116,138,polygamy,marriage
117,138,civil union,marriage
118,138,common-law marriage,marriage
119,138,open marriage,marriage
120,138,marriage of convenience,marriage
121,138,sigeh,marriage
122,138,bigamy,marriage
123,138,cuckoldom,marriage
124,138,monogyny,monogamy
125,138,monandry,monogamy
126,138,polygyny,polygamy
127,138,polyandry,polygamy
128,138,endogamy,marital status
129,138,exogamy,marital status
130,138,mesalliance,marital status
131,138,misalliance,marital status
132,138,serial monogamy,monogamy
133,15,air travel,flight
134,15,ballooning,flight
135,15,glide,flight
136,15,sortie,flight
137,15,acrobatics,flight
138,15,solo,flight
139,15,maiden flight,flight
140,15,pass,flight
141,15,overflight,flight
142,15,flyover,flight
143,15,tailspin,acrobatics
144,15,blind flying,acrobatics
145,15,terrain flight,acrobatics
146,15,hang gliding,glide
147,15,parasailing,glide
148,150,joke,wit
149,150,banter,wit
150,150,parody,wit
151,150,caricature,wit
152,150,cartoon,wit
153,150,comic strip,wit
154,150,one-liner,joke
155,150,pun,joke
156,150,dirty joke,joke
157,150,ethnic joke,joke
158,150,sick joke,joke
159,150,badinage,banter
160,150,waggery,banter
161,150,repartee,banter
162,150,mock-heroic,parody
163,150,sight gag,cartoon
164,150,funny story,comic strip
165,150,shaggy dog story,comic strip
166,150,jocosity,wit
167,150,drollery,wit
168,150,ribaldry,wit
169,150,pungency,wit
170,150,esprit de l'escalier,wit
171,150,jeu d'esprit,wit
172,150,bon mot,wit
173,150,in-joke,wit
174,150,persiflage,wit
175,17,elementary education,education
176,17,secondary education,education
177,17,higher education,education
178,17,adult education,education
179,17,course,education
180,17,extracurricular activity,education
181,17,required course,course
182,17,elective course,course
183,17,extension course,course
184,17,correspondence course,course
185,17,home study,course
186,17,work-study program,course
187,17,workshop,course
188,17,seminar,course
189,17,art class,course
190,17,life class,course
191,17,shop class,course
192,17,industrial arts,course
193,17,dramatics,extracurricular activity
194,17,athletics,extracurricular activity
195,17,coeducation,education
196,17,team teaching,education
197,17,orientation course,course
198,17,refresher course,course
199,17,childbirth-preparation class,course
200,17,propaedeutic,course
201,17,continuing education,adult education
202,17,extension,education
203,17,course of lectures,course
204,17,directed study,course
205,171,woodpecker,piciform bird
206,171,barbet,piciform bird
207,171,toucan,piciform bird
208,171,jacamar,piciform bird
209,171,puffbird,piciform bird
210,171,honey guide,piciform bird
211,171,downy woodpecker,woodpecker
212,171,green woodpecker,woodpecker
213,171,redheaded woodpecker,woodpecker
214,171,wryneck,woodpecker
215,171,sapsucker,woodpecker
216,171,flicker,woodpecker
217,171,yellow-bellied sapsucker,sapsucker
218,171,red-breasted sapsucker,sapsucker
219,171,gilded flicker,flicker
220,171,yellow-shafted flicker,flicker
221,171,red-shafted flicker,flicker
222,171,toucanet,toucan
223,171,ivorybill,piciform bird
224,171,piculet,piciform bird
225,177,guillemot,auk
226,177,murre,auk
227,177,auklet,auk
228,177,little auk,auk
229,177,great auk,auk
230,177,black guillemot,guillemot
231,177,pigeon guillemot,guillemot
232,177,common murre,murre
233,177,thick-billed murre,murre
234,177,razorbill,murre
235,180,apple tree,apple
236,180,crab apple,apple
237,180,wild apple,apple
238,180,wild crab,crab apple
239,180,American crab apple,crab apple
240,180,Southern crab apple,crab apple
241,180,Iowa crab,American crab apple
242,180,Oregon crab apple,American crab apple
243,180,Bechtel crab,crab apple
244,180,Siberian crab,crab apple
245,184,initiation,beginning
246,184,inauguration,beginning
247,184,startup,beginning
248,184,induction,beginning
249,184,introduction,beginning
250,184,attack,beginning
251,184,jump ball,beginning
252,184,face-off,beginning
253,184,kickoff,beginning
254,184,scrum,beginning
255,184,induction of labor,initiation
256,184,hypnogenesis,initiation
257,184,installation,inauguration
258,184,groundbreaking,inauguration
259,184,housing start,startup
260,184,product introduction,startup
261,184,activation,startup
262,184,induction of a concept,induction
263,184,induction of a person into a group,induction
264,184,introduction of a product,introduction
265,184,introduction of a person,introduction
266,184,curtain raiser,introduction
267,184,collectivization,beginning
268,184,authorship,beginning
269,184,tip-off,beginning
270,184,naturalization,beginning
271,184,peace initiative,beginning
272,184,first base,beginning
273,184,first step,beginning
274,184,communization,beginning
275,184,constitution,beginning
276,184,springboard,beginning
277,184,colonization,beginning
278,184,federation,beginning
279,184,unionization,beginning
280,184,ushering in,beginning
281,184,Creation,beginning
282,184,population,beginning
283,184,icebreaker,beginning
284,184,resumption,beginning
285,193,cycad,gymnosperm
286,193,progymnosperm,gymnosperm
287,193,welwitschia,gymnosperm
288,193,dioon,cycad
289,193,macrozamia,cycad
290,193,encephalartos,cycad
291,193,ceratozamia,cycad
292,193,zamia,cycad
293,193,coontie,zamia
294,193,false sago,cycad
295,193,burrawong,cycad
296,193,kaffir bread,encephalartos
