,child,parent,group
0,milligram,gram,514
1,dekagram,gram,514
2,hectogram,gram,514
3,kilogram,gram,514
4,gram_molecule,gram,514
5,gram_atom,gram,514
6,centiliter,liter,514
7,milliliter,liter,514
8,hectoliter,liter,514
9,centimeter,meter,514
10,millimeter,meter,514
11,liter,metric_capacity_unit,514
12,meter,metric_linear_unit,514
13,kilometer,metric_linear_unit,514
14,hectometer,metric_linear_unit,514
15,myriameter,metric_linear_unit,514
16,metric_linear_unit,metric_unit,514
17,metric_capacity_unit,metric_unit,514
18,metric_weight_unit,metric_unit,514
19,gram,metric_weight_unit,514
20,hundredweight,metric_weight_unit,514
21,carat,metric_weight_unit,514
0,dalai_lama,lama,515
1,panchen_lama,lama,515
2,lama,priest,515
3,shaman,priest,515
4,druid,priest,515
5,flamen,priest,515
6,votary,priest,515
7,ezra,priest,515
8,magus,priest,515
9,medicine_man,shaman,515
10,rainmaker,shaman,515
0,product-moment_correlation_coefficient,correlation_coefficient,5
1,phi_coefficient,correlation_coefficient,5
2,tau_coefficient_of_correlation,correlation_coefficient,5
3,kendall_test,correlation_coefficient,5
4,rank-order_correlation_coefficient,correlation_coefficient,5
5,tetrachoric_correlation_coefficient,correlation_coefficient,5
6,biserial_correlation_coefficient,correlation_coefficient,5
7,multiple_correlation_coefficient,correlation_coefficient,5
8,kendall_partial_rank_correlation,correlation_coefficient,5
9,split-half_correlation,correlation_coefficient,5
10,age_norm,demographic,5
11,mean_deviation,deviation,5
12,standard_deviation,deviation,5
13,variance,deviation,5
14,arithmetic_mean,mean,5
15,geometric_mean,mean,5
16,harmonic_mean,mean,5
17,second_moment,moment,5
18,deviation,statistic,5
19,correlation_coefficient,statistic,5
20,demographic,statistic,5
21,time_series,statistic,5
22,parametric_statistic,statistic,5
23,nonparametric_statistic,statistic,5
24,vital_statistics,statistic,5
0,longways,country-dance,8
1,square_dance,country-dance,8
2,quadrille,country-dance,8
3,reel,country-dance,8
4,promenade,country-dance,8
5,sashay,country-dance,8
6,swing,country-dance,8
7,landler,country-dance,8
8,lancers,quadrille,8
9,do-si-do,square_dance,8
0,drug_addict,addict,9
1,head,addict,9
