,group,child,parent
0,10,manipulation,influence
1,10,enticement,influence
2,10,impingement,influence
3,10,exposure,influence
4,10,mind game,influence
5,10,cross-pollination,influence
6,10,seduction,manipulation
7,10,ingratiation,manipulation
8,10,blandishment,seduction
9,10,hypnotism,seduction
10,10,solicitation,enticement
11,10,leading astray,enticement
12,10,overexposure,exposure
13,10,underexposure,exposure
14,101,tent,shelter
15,101,hut,shelter
16,101,cottage,shelter
17,101,hovel,shelter
18,101,haven,shelter
19,101,refuge,shelter
20,101,safe house,shelter
21,101,fallout shelter,shelter
22,101,storm cellar,shelter
23,101,dugout,shelter
24,101,igloo,shelter
25,101,harbor,shelter
26,101,praetorium,shelter
27,101,canvas tent,tent
28,101,umbrella tent,tent
29,101,pavilion,tent
30,101,circus tent,tent
31,101,pop tent,tent
32,101,lean-to tent,tent
33,101,cottage tent,tent
34,101,mountain tent,tent
35,101,bell tent,tent
36,101,pyramidal tent,tent
37,101,field tent,tent
38,101,pup tent,tent
39,101,backpacking tent,tent
40,101,wall tent,tent
41,101,Sibley tent,tent
42,101,fly tent,tent
43,101,two-man tent,tent
44,101,Nissen hut,hut
45,101,cabana,hut
46,101,cookhouse,hut
47,101,mudhif,hut
48,101,tupik,igloo
49,101,safehold,safe house
50,101,mantelet,shelter
51,101,sconce,shelter
52,101,loft,shelter
53,101,tepee,tent
54,105,drum,percussion instrument
55,105,cymbal,percussion instrument
56,105,gong,percussion instrument
57,105,xylophone,percussion instrument
58,105,bell,percussion instrument
59,105,shaker,percussion instrument
60,105,scraped instrument,percussion instrument
61,105,piano,percussion instrument
62,105,bass drum,drum
63,105,snare drum,drum
64,105,tenor drum,drum
65,105,tabor,drum
66,105,bongo,drum
67,105,steel drum,drum
68,105,high-hat cymbal,cymbal
69,105,vibraphone,xylophone
70,105,marimba,xylophone
71,105,glockenspiel,xylophone
72,105,chime,xylophone
73,105,handbell,bell
74,105,carillon,bell
75,105,lagerphone,bell
76,105,maraca,shaker
77,105,rain stick,shaker
78,105,triangle,scraped instrument
79,105,bones,scraped instrument
80,105,grand piano,piano
81,105,concert grand,grand piano
82,105,baby grand,grand piano
83,105,upright,piano
84,105,spinet,piano
85,105,mechanical piano,piano
86,105,timbrel,drum
87,105,tambour,drum
88,105,tambourine,drum
89,105,zill,cymbal
90,105,kettle,drum
91,13,modulus,coefficient
92,13,Young's modulus,modulus
93,13,bulk modulus,modulus
94,13,modulus of rigidity,modulus
95,13,coefficient of friction,coefficient
96,13,coefficient of viscosity,coefficient
97,13,coefficient of expansion,coefficient
98,13,coefficient of elasticity,coefficient
99,13,drag coefficient,coefficient
100,13,coefficient of mutual induction,coefficient
101,13,coefficient of self induction,coefficient
102,13,coefficient of reflection,coefficient
103,13,transmittance,coefficient of reflection
104,13,absorption coefficient,coefficient
105,137,hypochromic anemia,anemia
106,137,macrocytic anemia,anemia
107,137,microcytic anemia,anemia
108,137,sickle-cell anemia,anemia
109,137,thalassemia,anemia
110,137,aplastic anemia,anemia
111,137,Fanconi's anemia,anemia
112,137,Cooley's anemia,anemia
113,137,refractory anemia,anemia
114,137,metaplastic anemia,anemia
115,137,hypoplastic anemia,anemia
116,137,iron deficiency anemia,hypochromic anemia
117,137,sideroblastic anemia,hypochromic anemia
118,137,megaloblastic anemia,macrocytic anemia
119,137,pernicious anemia,macrocytic anemia
120,137,ischemic stroke,ischemia
121,137,transient ischemic attack,ischemia
122,138,marriage,marital status
123,138,bachelorhood,marital status
124,138,spinsterhood,marital status
125,138,widowhood,marital status
126,138,monogamy,marriage
127,138,polygamy,marriage
128,138,open marriage,marriage
129,138,marriage of convenience,marriage
130,138,common-law marriage,marriage
131,138,civil union,marriage
132,138,sigeh,marriage
133,138,bigamy,marriage
134,138,cuckoldom,marriage
135,138,misalliance,marriage
136,138,endogamy,marriage
137,138,exogamy,marriage
138,138,monandry,monogamy
139,138,monogyny,monogamy
140,138,polygyny,polygamy
141,138,polyandry,polygamy
142,138,serial monogamy,monogamy
143,138,mesalliance,misalliance
144,15,air travel,flight
145,15,glide,flight
146,15,acrobatics,flight
147,15,overflight,flight
148,15,ballooning,flight
149,15,solo,air travel
150,15,maiden flight,air travel
151,15,hang gliding,glide
152,15,parasailing,glide
153,15,tailspin,acrobatics
154,15,terrain flight,overflight
155,15,sortie,overflight
156,15,pass,overflight
157,15,flyover,overflight
158,15,blind flying,flight
159,150,joke,wit
160,150,cartoon,wit
161,150,parody,wit
162,150,sarcasm,wit
163,150,banter,wit
164,150,fun,wit
165,150,one-liner,joke
166,150,ethnic joke,joke
167,150,sick joke,joke
168,150,dirty joke,joke
169,150,in-joke,joke
170,150,comic strip,cartoon
171,150,caricature,cartoon
172,150,mock-heroic,parody
173,150,badinage,banter
174,150,repartee,banter
175,150,waggery,banter
176,150,jocosity,fun
177,150,drollery,fun
178,150,ribaldry,fun
179,150,pungency,fun
180,150,bon mot,wit
181,150,persiflage,wit
182,150,pun,wit
183,150,belly laugh,fun
184,150,shaggy dog story,joke
185,150,jeu d'esprit,wit
186,150,sight gag,cartoon
187,150,esprit de l'escalier,wit
188,150,topper,joke
189,150,funny story,fun
190,17,elementary education,education
191,17,secondary education,education
192,17,higher education,education
193,17,adult education,education
194,17,course,education
195,17,workshop,course
196,17,seminar,course
197,17,orientation course,course
198,17,propaedeutic,course
199,17,course of lectures,course
200,17,required course,course
201,17,elective course,course
202,17,extension course,course
203,17,correspondence course,course
204,17,home study,course
205,17,refresher course,course
206,17,industrial arts,course
207,17,shop class,industrial arts
208,17,art class,course
209,17,dramatics,course
210,17,life class,course
211,17,coeducation,education
212,17,team teaching,education
213,17,extracurricular activity,education
214,17,athletics,extracurricular activity
215,17,childbirth-preparation class,course
216,17,directed study,course
217,17,continuing education,adult education
218,17,work-study program,adult education
219,171,jacamar,piciform bird
220,171,puffbird,piciform bird
221,171,honey guide,piciform bird
222,171,woodpecker,piciform bird
223,171,barbet,piciform bird
224,171,piculet,piciform bird
225,171,flicker,woodpecker
226,171,sapsucker,woodpecker
227,171,downy woodpecker,woodpecker
228,171,redheaded woodpecker,woodpecker
229,171,green woodpecker,woodpecker
230,171,wryneck,woodpecker
231,171,toucan,woodpecker
232,171,toucanet,toucan
233,171,ivorybill,piciform bird
234,171,yellow-bellied sapsucker,sapsucker
235,171,red-breasted sapsucker,sapsucker
236,171,red-shafted flicker,flicker
237,171,yellow-shafted flicker,flicker
238,171,gilded flicker,flicker
239,177,great auk,auk
240,177,little auk,auk
241,177,guillemot,auk
242,177,murre,auk
243,177,auklet,auk
244,177,black guillemot,guillemot
245,177,pigeon guillemot,guillemot
246,177,common murre,murre
247,177,thick-billed murre,murre
248,177,razorbill,murre
249,180,apple tree,apple
250,180,crab apple,apple
251,180,wild apple,apple
252,180,American crab apple,crab apple
253,180,Southern crab apple,crab apple
254,180,Oregon crab apple,crab apple
255,180,Iowa crab,American crab apple
256,180,Bechtel crab,American crab apple
257,180,Siberian crab,crab apple
258,180,wild crab,wild apple
259,184,introduction,beginning
260,184,initiation,beginning
261,184,startup,beginning
262,184,inauguration,beginning
263,184,creation,beginning
264,184,product introduction,introduction
265,184,naturalization,introduction
266,184,induction,introduction
267,184,installation,introduction
268,184,initiation of labor,initiation
269,184,induction of labor,initiation
270,184,hypnogenesis,initiation
271,184,housing start,startup
272,184,groundbreaking,startup
273,184,springboard,startup
274,184,inauguration,inauguration
275,184,constitution,inauguration
276,184,federation,inauguration
277,184,Creation,creation
278,184,authorship,creation
279,184,colonization,creation
280,184,attack,beginning
281,184,face-off,beginning
282,184,tip-off,beginning
283,184,jump ball,beginning
284,184,icebreaker,beginning
285,184,peace initiative,beginning
286,184,ushering in,beginning
287,184,first base,beginning
288,184,first step,beginning
289,184,population,beginning
290,184,resumption,beginning
291,184,unionization,beginning
292,184,scrum,beginning
293,184,curtain raiser,beginning
294,184,kickoff,beginning
295,184,activation,beginning
296,184,communization,beginning
297,184,collectivization,beginning
298,193,cycad,gymnosperm
299,193,progymnosperm,gymnosperm
300,193,encephalartos,cycad
301,193,ceratozamia,cycad
302,193,macrozamia,cycad
303,193,coontie,cycad
304,193,zamia,cycad
305,193,dioon,cycad
306,193,sago palm,cycad
307,193,false sago,cycad
308,193,kaffir bread,encephalartos
309,193,seed fern,progymnosperm
310,193,burrawong,gymnosperm
311,193,welwitschia,gymnosperm
312,198,domestic terrorism,terrorism
313,198,international terrorism,terrorism
314,198,state-sponsored terrorism,terrorism
315,198,bioterrorism,terrorism
316,198,chemical terrorism,terrorism
317,198,cyber-terrorism,terrorism
318,198,ecoterrorism,terrorism
319,198,narcoterrorism,terrorism
320,198,theoterrorism,terrorism
321,198,terrorist attack,terrorism
322,198,9/11,terrorist attack
323,198,nuclear terrorism,terrorism
324,198,Red Hand Defenders,domestic terrorism
325,200,mailbag,pouch
326,200,diplomatic pouch,pouch
327,200,sporran,pouch
328,200,tobacco pouch,pouch
329,200,fanny pack,pouch
330,200,pocket,pouch
331,200,breast pocket,pocket
332,200,vest pocket,pocket
333,200,slash pocket,pocket
334,200,hip pocket,pocket
335,200,patch pocket,pocket
336,200,waist pack,pouch
337,200,fob,pocket
338,212,ornithopod,ornithischian
339,212,ceratopsian,ornithischian
340,212,armored dinosaur,ornithischian
341,212,stegosaur,ornithischian
342,212,hadrosaur,ornithopod
343,212,trachodon,hadrosaur
344,212,edmontosaurus,hadrosaur
345,212,anatotitan,hadrosaur
346,212,psittacosaur,ceratopsian
347,212,protoceratops,ceratopsian
348,212,triceratops,ceratopsian
349,212,ankylosaur,armored dinosaur
350,212,Edmontonia,ankylosaur
351,212,pachycephalosaur,ornithischian
352,212,styracosaur,ceratopsian
353,212,corythosaur,hadrosaur
354,212,pisanosaur,ornithischian
355,212,staurikosaur,ornithischian
356,212,bone-headed dinosaur,pachycephalosaur
357,215,microphone,electro-acoustic transducer
358,215,loudspeaker,electro-acoustic transducer
359,215,directional microphone,microphone
360,215,condenser microphone,microphone
361,215,cardioid microphone,directional microphone
362,215,spike mike,directional microphone
363,215,crystal microphone,microphone
364,215,crystal pickup,microphone
365,215,bug,microphone
366,215,tweeter,loudspeaker
367,215,woofer,loudspeaker
368,215,subwoofer,woofer
369,215,bullhorn,loudspeaker
370,215,squawk box,loudspeaker
371,215,tannoy,loudspeaker
372,215,headset,electro-acoustic transducer
373,215,earphone,electro-acoustic transducer
374,215,earplug,electro-acoustic transducer
375,215,telephone receiver,electro-acoustic transducer
376,215,cartridge,electro-acoustic transducer
377,236,vertex,point
378,236,attractor,point
379,236,intersection,point
380,236,component,point
381,236,strange attractor,attractor
382,236,be-all and end-all,attractor
383,236,metacenter,intersection
384,236,intercept,intersection
385,236,plot element,component
386,236,McGuffin,plot element
387,24,capuchin,New World monkey
388,24,saki,New World monkey
389,24,uakari,New World monkey
390,24,titi,New World monkey
391,24,tamarin,New World monkey
392,24,marmoset,New World monkey
393,24,howler monkey,New World monkey
394,24,spider monkey,New World monkey
395,24,woolly monkey,New World monkey
396,24,squirrel monkey,New World monkey
397,24,true marmoset,marmoset
398,24,pygmy marmoset,marmoset
399,24,douroucouli,marmoset
400,24,silk tamarin,tamarin
401,24,pinche,tamarin
402,242,pretense,deception
403,242,trickery,deception
404,242,misrepresentation,deception
405,242,evasion,deception
406,242,hypocrisy,pretense
407,242,facade,pretense
408,242,subterfuge,trickery
409,242,bluff,trickery
410,242,exaggeration,misrepresentation
411,242,half-truth,misrepresentation
412,242,fraudulence,misrepresentation
413,242,circumlocution,evasion
414,242,quibble,evasion
415,242,doublespeak,circumlocution
416,242,crocodile tears,deception
417,242,humbug,deception
418,242,snow job,deception
419,242,pretext,deception
420,242,putoff,deception
421,242,bill of goods,deception
422,247,socket,fitting
423,247,outlet box,fitting
424,247,pipefitting,fitting
425,247,receptacle,fitting
426,247,wall socket,socket
427,247,electric socket,socket
428,247,gas fitting,pipefitting
429,247,reducer,pipefitting
430,247,slot,fitting
431,247,point,fitting
432,251,emotional state,state
433,251,quality of life,state
434,251,radiance,state
435,251,happiness,emotional state
436,251,unhappiness,emotional state
437,251,gratification,happiness
438,251,blessedness,happiness
439,251,ecstasy,happiness
440,251,nirvana,happiness
441,251,comfort,happiness
442,251,sadness,unhappiness
443,251,embarrassment,unhappiness
444,251,poignance,unhappiness
445,251,embitterment,unhappiness
446,251,mourning,sadness
447,262,farming,culture
448,262,gardening,culture
449,262,animal husbandry,culture
450,262,mixed farming,farming
451,262,subsistence farming,farming
452,262,monoculture,farming
453,262,truck farming,farming
454,262,flower gardening,gardening
455,262,market gardening,gardening
456,262,landscaping,gardening
457,262,dairying,animal husbandry
458,262,ranching,animal husbandry
459,262,beekeeping,animal husbandry
460,262,tillage,cultivation
461,262,plowing,cultivation
462,262,tilling,cultivation
463,262,hydroponics,cultivation
464,262,drip culture,cultivation
465,262,aquaculture,cultivation
466,262,viticulture,cultivation
467,262,arboriculture,cultivation
468,262,cranberry culture,cultivation
469,262,strip cropping,farming
470,262,insemination,animal husbandry
471,262,roundup,farming
472,262,planting,farming
473,265,Bantu,Niger-Congo
474,265,West African,Niger-Congo
475,265,Mande,Niger-Congo
476,265,Gur,Niger-Congo
477,265,Kwa,Niger-Congo
478,265,Sesotho,Bantu
479,265,Sotho,Bantu
480,265,Swahili,Bantu
481,265,Kinyarwanda,Bantu
482,265,Kiswahili,Bantu
483,265,Gikuyu,Bantu
484,265,Kamba,Bantu
485,265,Luyia,Bantu
486,265,LuGanda,Bantu
487,265,Chichewa,Bantu
488,265,Nguni,Bantu
489,265,Zulu,Nguni
490,265,Xhosa,Nguni
491,265,Ndebele,Nguni
492,265,Swazi,Nguni
493,265,Tswana,Bantu
494,265,Shona,Bantu
495,265,Chishona,Shona
496,265,Kongo,Bantu
497,265,Luba,Bantu
498,265,Nyamwezi,Bantu
499,265,Giriama,Bantu
500,265,Pokomo,Bantu
501,265,Mashi,Bantu
502,265,Umbundu,Bantu
503,265,Akan,West African
504,265,Fang,West African
505,265,Fula,West African
506,265,Sango,West African
507,265,Serer,West African
508,265,Wolof,West African
509,265,Yoruba,West African
510,265,Mwera,Mande
511,268,binary file,computer file
512,268,text file,computer file
513,268,disk file,computer file
514,268,web page,computer file
515,268,ASCII text file,text file
516,268,read-only file,text file
517,268,transaction file,disk file
518,268,input file,disk file
519,268,output file,disk file
520,268,master file,disk file
521,268,backup file,disk file
522,268,home page,web page
523,268,source code,computer file
524,28,ball,agglomeration
525,28,bunch,agglomeration
526,28,clot,agglomeration
527,28,coma,agglomeration
528,28,clew,agglomeration
529,28,tuft,agglomeration
530,28,wisp,tuft
531,28,thrombus,clot
532,28,embolus,clot
533,28,swad,bunch
534,28,gob,bunch
535,28,knot,agglomeration
536,28,Pleiades,coma
537,28,Northern Cross,coma
538,28,Omega Centauri,agglomeration
539,28,witches' broom,knot
540,292,low explosive,firework
541,292,sparkler,firework
542,292,squib,firework
543,292,roman candle,firework
544,292,catherine wheel,firework
545,292,torpedo,firework
546,292,skyrocket,firework
547,292,firecracker,firework
548,292,cherry bomb,firecracker
549,292,cannon cracker,firecracker
550,292,whizbang,firecracker
551,292,serpent,firework
552,292,fizgig,firework
553,292,maroon,firework
554,312,instrument,means
555,312,implementation,means
556,312,expedient,means
557,312,road,means
558,312,escape,means
559,312,voice,instrument
560,312,instrumentation,instrument
561,312,motorization,instrument
562,312,practice,implementation
563,312,improvisation,implementation
564,312,dint,implementation
565,312,pis aller,expedient
566,312,makeshift,expedient
567,312,crutch,expedient
568,312,fast track,road
569,312,royal road,road
570,312,stepping stone,road
571,312,open sesame,escape
572,312,wings,escape
573,312,invocation,means
574,312,tooth,means
575,312,salvation,means
576,312,desperate measure,means
577,320,formal garden,garden
578,320,flower garden,garden
579,320,kitchen garden,garden
580,320,market garden,garden
581,320,pot farm,garden
582,320,landscaping,garden
583,320,rose garden,flower garden
584,320,tulip bed,flower garden
585,320,rose bed,flower garden
586,320,victory garden,flower garden
587,320,herb garden,kitchen garden
588,320,asparagus bed,kitchen garden
589,320,turnip bed,kitchen garden
590,320,seedbed,kitchen garden
591,320,parterre,formal garden
592,320,topiary,formal garden
593,320,hanging garden,formal garden
594,320,Hanging Gardens of Babylon,hanging garden
595,320,grove,garden
596,320,orange grove,grove
597,320,lemon grove,grove
598,320,apple orchard,grove
599,320,peach orchard,grove
600,320,rock garden,garden
601,320,tea garden,garden
602,320,sunken garden,garden
603,320,roof garden,garden
604,320,Tuileries,formal garden
605,320,bed,garden
606,320,flowerbed,garden
607,320,hop garden,garden
608,320,plot,garden
609,320,hotbed,garden
610,327,sister,kinswoman
611,327,aunt,kinswoman
612,327,niece,kinswoman
613,327,female sibling,sister
614,327,big sister,sister
615,327,little sister,sister
616,327,half sister,sister
617,327,great-aunt,aunt
618,327,maiden aunt,aunt
619,327,great-niece,niece
620,33,flight feather,feather
621,33,contour feather,feather
622,33,down,feather
623,33,primary,flight feather
624,33,sickle feather,flight feather
625,33,bastard wing,flight feather
626,33,scapular,contour feather
627,33,hackle,contour feather
628,33,saddle hackle,hackle
629,33,marabou,contour feather
630,33,goose down,down
631,33,swan's down,down
632,33,duck down,down
633,33,eiderdown,down
634,33,aftershaft,down
635,33,plumule,down
636,33,tail feather,feather
637,335,surgical instrument,medical instrument
638,335,diathermy machine,medical instrument
639,335,endoscope,medical instrument
640,335,medical diagnostic device,medical instrument
641,335,scalpel,surgical instrument
642,335,surgical knife,surgical instrument
643,335,retractor,surgical instrument
644,335,hemostat,surgical instrument
645,335,dilator,surgical instrument
646,335,curette,surgical instrument
647,335,snare,surgical instrument
648,335,trepan,surgical instrument
649,335,speculum,surgical instrument
650,335,microwave diathermy machine,diathermy machine
651,335,shortwave diathermy machine,diathermy machine
652,335,gastroscope,endoscope
653,335,colonoscope,endoscope
654,335,sigmoidoscope,endoscope
655,335,proctoscope,endoscope
656,335,bronchoscope,endoscope
657,335,laryngoscope,endoscope
658,335,arthroscope,endoscope
659,335,laparoscope,endoscope
660,335,fetoscope,endoscope
661,335,culdoscope,endoscope
662,335,keratoscope,endoscope
663,335,ophthalmoscope,endoscope
664,335,otoscope,endoscope
665,335,rhinoscope,endoscope
666,335,fiberscope,endoscope
667,335,orthoscope,endoscope
668,335,stethoscope,medical diagnostic device
669,335,electroencephalograph,medical diagnostic device
670,335,electromyograph,medical diagnostic device
671,335,cardiograph,medical diagnostic device
672,335,ballistocardiograph,medical diagnostic device
673,335,polygraph,medical diagnostic device
674,335,lie detector,medical diagnostic device
675,335,thermograph,medical diagnostic device
676,335,dialyzer,medical diagnostic device
677,335,hypodermic syringe,syringe
678,335,autoinjector,syringe
679,350,glue,adhesive material
680,350,cement,adhesive material
681,350,mastic,adhesive material
682,350,paste,adhesive material
683,350,putty,adhesive material
684,350,binder,adhesive material
685,350,animal glue,glue
686,350,casein glue,animal glue
687,350,fish glue,animal glue
688,350,spirit gum,animal glue
689,350,marine glue,cement
690,350,rubber cement,paste
