,group,child,parent
0,10002950_1,Combinatorics,Discrete mathematics
1,10002950_1,Graph theory,Combinatorics
2,10002950_1,Graph algorithms,Graph theory
3,10002950_1,Graph enumeration,Graph theory
4,10002950_1,Extremal graph theory,Graph theory
5,10002950_1,Combinatorial optimization,Discrete mathematics
6,10002950_1,Network flows,Graph theory
7,10002950_1,Matchings and factors,Graph theory
8,10002950_1,Paths and connectivity problems,Graph theory
9,10002950_1,Spectra of graphs,Graph theory
10,10002950_1,Generating functions,Discrete mathematics
11,10002950_1,Hypergraphs,Discrete mathematics
12,10002950_1,Graphs and surfaces,Discrete mathematics
13,10002950_1,Matroids and greedoids,Discrete mathematics
14,10002950_1,Enumeration,Discrete mathematics
15,10002950_1,Approximation algorithms,Discrete mathematics
16,10002950_1,Combinatoric problems,Combinatorics
17,10002950_1,Graph coloring,Graph theory
18,10002950_1,Trees,Graph theory
19,10002950_1,Permutations and combinations,Combinatorics
20,10002950_1,Random graphs,Graph theory
21,10002950_4,Continuous optimization,Mathematical optimization
22,10002950_4,Discrete optimization,Mathematical optimization
23,10002950_4,Non-parametric optimization,Continuous optimization
24,10002950_4,Mixed discrete-continuous optimization,Continuous optimization
25,10002950_4,Convex optimization,Continuous optimization
26,10002950_4,Nonconvex optimization,Continuous optimization
27,10002950_4,Integer programming,Discrete optimization
28,10002950_4,Optimization with randomized search heuristics,Mathematical optimization
29,10002950_4,Evolutionary algorithms,Optimization with randomized search heuristics
30,10002950_4,Genetic programming,Optimization with randomized search heuristics
31,10002950_4,Simulated annealing,Optimization with randomized search heuristics
32,10002950_4,Differential equations,Differential calculus
33,10002950_4,Ordinary differential equations,Differential equations
34,10002950_4,Partial differential equations,Differential equations
35,10002950_4,Quadrature,Approximation
36,10002950_4,Approximation,Differential equations and related areas
37,10002950_4,Linear programming,Mathematical optimization
38,10002950_4,Semidefinite programming,Mathematical optimization
39,10002950_4,Numerical analysis,Calculus
40,10002950_4,Computations in finite fields,Number theory
41,10002950_4,Computations on polynomials,Number theory
42,10002950_4,Computations on matrices,Algebra
43,10002950_4,Arbitrary-precision arithmetic,Number theory
44,10002950_4,Computations of transforms,Algebra
45,10002950_4,Automatic differentiation,Numerical analysis
46,10002950_4,Gröbner bases and other special bases,Algebra
47,10002950_5,Calculus,Continuous mathematics
48,10002950_5,Topology,Continuous mathematics
49,10002950_5,Continuous functions,Continuous mathematics
50,10002950_5,Point-set topology,Topology
51,10002950_5,Algebraic topology,Topology
52,10002950_5,Geometric topology,Topology
53,10002951_3,Data cleaning,Data Management
54,10002951_3,Data stream mining,Data Management
55,10002951_3,Data warehouses,Data Management
56,10002951_3,Data analytics,Data Management
57,10002951_3,Data mining,Data Management
58,10002951_3,Data stream mining,Data Management
59,10002951_3,Data cleaning,Data Management
