,group,child,parent
0,10002950_1,Permutations and combinations,Combinatorics
1,10002950_1,Combinatorial optimization,Discrete mathematics
2,10002950_1,Discrete mathematics,Combinatorics
3,10002950_1,Matroids and greedoids,Combinatorics
4,10002950_1,Matchings and factors,Combinatorics
5,10002950_1,Extremal graph theory,Combinatorics
6,10002950_1,Graph theory,Combinatorics
7,10002950_1,Hypergraphs,Graph theory
8,10002950_1,Network flows,Graph theory
9,10002950_1,Random graphs,Graph theory
10,10002950_1,Enumerations,Combinatorics
11,10002950_1,Enumeration,Combinatorics
12,10002950_1,Graph algorithms,Graph theory
13,10002950_1,Trees,Graph theory
14,10002950_1,Graph coloring,Graph theory
15,10002950_1,Spectra of graphs,Graph theory
16,10002950_1,Combinatoric problems,Combinatorics
17,10002950_1,Approximation algorithms,Discrete mathematics and Graph theory
18,10002950_1,Generating functions,Combinatorics
19,10002950_1,Combinatorics on words,Combinatorics
20,10002950_4,Discrete optimization,Mathematical optimization
21,10002950_4,Nonconvex optimization,Mathematical optimization
22,10002950_4,Evolutionary algorithms,Mathematical optimization
23,10002950_4,Genetic programming,Mathematical optimization
24,10002950_4,Optimization with randomized search heuristics,Mathematical optimization
25,10002950_4,Numerical analysis,Mathematical optimization
26,10002950_4,Approximation,Mathematical optimization
27,10002950_4,Computations in finite fields,Mathematical optimization
28,10002950_4,Computations on polynomials,Mathematical optimization
29,10002950_4,Computation of transforms,Mathematical optimization
30,10002950_4,Differential equations,Mathematical optimization
31,10002950_4,Partial differential equations,Mathematical optimization
32,10002950_4,Ordinary differential equations,Mathematical optimization
33,10002950_4,Differential algebraic equations,Mathematical optimization
34,10002950_4,Differential variational inequalities,Mathematical optimization
35,10002950_4,Convex optimization,Mathematical optimization
36,10002950_4,Semidefinite programming,Mathematical optimization
37,10002950_4,Quadratic programming,Mathematical optimization
38,10002950_4,Linear programming,Mathematical optimization
39,10002950_4,Integer programming,Mathematical optimization
40,10002950_4,Quasiconvex programming and unimodality,Mathematical optimization
41,10002950_4,Submodular optimization and polymatroids,Mathematical optimization
42,10002950_4,Gr??bner bases and other special bases,Mathematical optimization
43,10002950_4,Network optimization,Mathematical optimization
44,10002950_4,Stochastic control and optimization,Mathematical optimization
45,10002950_4,Bio-inspired optimization,Mathematical optimization
46,10002950_4,Developmental representations,Mathematical optimization
47,10002950_4,Randomized local search,Mathematical optimization
48,10002950_5,Calculus,Continuous mathematics
49,10002950_5,Continuous functions,Calculus
50,10002950_5,Algebraic topology,Topology
51,10002950_5,Geometry topology,Topology
52,10002950_5,Point-set topology,Topology
53,10002950_5,Topology,Continuous mathematics
54,10002951_3,Data warehouses,Data Management Systems
55,10002951_3,Data mining,Data Management Systems
56,10002951_3,Data stream mining,Data Management Systems
57,10002951_3,Multimedia databases,Multimedia and Content Management
58,10002951_3,Multimedia content creation,Multimedia and Content Management
59,10002951_3,Multimedia streaming,Multimedia and Content Management
60,10002951_3,Computing platforms,Information Systems Infrastructure
61,10002951_3,Data centers,Information Systems Infrastructure
62,10002951_3,Enterprise information systems,Enterprise Systems
63,10002951_3,Enterprise resource planning,Enterprise Systems
64,10002951_3,Intranets,Enterprise Systems
65,10002951_3,Extranets,Enterprise Systems
66,10002951_3,Open source software,Information Systems Development
67,10002951_3,Data cleaning,Information Systems Development
68,10002951_3,Expert systems,Information Systems Applications
69,10002951_3,Decision support systems,Information Systems Applications
70,10002951_3,Process control systems,Information Systems Applications
71,10002951_3,Social networking sites,Collaboration and Social Computing
72,10002951_3,Social tagging systems,Collaboration and Social Computing
73,10002951_3,Collaborative filtering,Collaboration and Social Computing
