,group,child,parent
0,10002950_1,Combinatorics,Discrete mathematics
1,10002950_1,Combinatorics on words,Combinatorics
2,10002950_1,Combinatorial algorithms,Combinatorics
3,10002950_1,Enumeration,Combinatorics
4,10002950_1,Permutations and combinations,Combinatorics
5,10002950_1,Graph theory,Discrete mathematics
6,10002950_1,Graph algorithms,Graph theory
7,10002950_1,Graph coloring,Graph theory
8,10002950_1,Graph enumeration,Graph theory
9,10002950_1,Graphs and surfaces,Graph theory
10,10002950_1,Trees,Graph theory
11,10002950_1,Paths and connectivity problems,Graph theory
12,10002950_1,Random graphs,Discrete mathematics
13,10002950_1,Matroids and greedoids,Discrete mathematics
14,10002950_1,Hypergraphs,Discrete mathematics
15,10002950_1,Network flows,Graph theory
16,10002950_1,Combinatorial optimization,Discrete mathematics
17,10002950_1,Approximation algorithms,Combinatorial optimization
18,10002950_1,Spectra of graphs,Graph theory
19,10002950_1,Extremal graph theory,Graph theory
20,10002950_1,Matchings and factors,Graph theory
21,10002950_1,Graph enumeration,Graph theory
22,10002950_1,Graphs and surfaces,Graph theory
23,10002950_1,Paths and connectivity problems,Graph theory
24,10002950_1,Combinatorial optimization,Discrete mathematics
25,10002950_1,Generating functions,Combinatorial optimization
26,10002950_4,Computations in finite fields,Mathematical optimization
27,10002950_4,Differential calculus,Mathematical optimization
28,10002950_4,Computations on polynomials,Mathematical optimization
29,10002950_4,Computations on matrices,Mathematical optimization
30,10002950_4,Numerical analysis,Mathematical optimization
31,10002950_4,Linear programming,Mathematical optimization
32,10002950_4,Quadratic programming,Mathematical optimization
33,10002950_4,Integer programming,Mathematical optimization
34,10002950_4,Nonlinear equations,Mathematical optimization
35,10002950_4,Nonconvex optimization,Mathematical optimization
36,10002950_4,Randomized local search,Mathematical optimization
37,10002950_4,Evolutionary algorithms,Mathematical optimization
38,10002950_4,Genetic programming,Mathematical optimization
39,10002950_4,Simulated annealing,Mathematical optimization
40,10002950_4,Tabu search,Mathematical optimization
41,10002950_4,Ordinary differential equations,Mathematical optimization
42,10002950_4,Partial differential equations,Mathematical optimization
43,10002950_4,Integral calculus,Mathematical optimization
44,10002950_4,Approximation,Mathematical optimization
45,10002950_4,Computations on transforms,Mathematical optimization
46,10002950_4,Computations on matrices,Mathematical optimization
47,10002950_4,Non-parametric optimization,Mathematical optimization
48,10002950_5,Continuous functions,Calculus
49,10002950_5,Topology,Calculus
50,10002950_5,Continuous mathematics,Calculus
51,10002950_5,Point-set topology,Topology
52,10002950_5,Geometric topology,Topology
53,10002950_5,Algebraic topology,Topology
54,10002951_3,Enterprise information systems,Enterprise applications
55,10002978_1,Key management,Cryptography
56,10002978_1,Symmetric cryptography and hash functions,Cryptography
57,10002978_1,Information-theoretic techniques,Cryptography
58,10002978_1,Public key (asymmetric) techniques,Cryptography
59,10002978_1,Public key encryption,Public key (asymmetric) techniques
60,10002978_1,Digital signatures,Public key (asymmetric) techniques
61,10002978_1,Cryptanalysis and other attacks,Cryptography
62,10002978_1,Block and stream ciphers,Symmetric cryptography and hash functions
63,10002978_1,Hash functions and message authentication codes,Symmetric cryptography and hash functions
64,10002978_1,Mathematical foundations of cryptography,Cryptography
65,10002978_10,Usability in security and privacy,Human and societal aspects of security and privacy
66,10002978_10,Economics of security and privacy,Human and societal aspects of security and privacy
67,10002978_10,Privacy protections,Human and societal aspects of security and privacy
