,group,child,parent
0,10002950_1,Combinatorics,Discrete mathematics
1,10002950_1,Graph theory,Combinatorics
2,10002950_1,Graph algorithms,Graph theory
3,10002950_1,Graph enumeration,Graph theory
4,10002950_1,Spectra of graphs,Graph theory
5,10002950_1,Graphs and surfaces,Graph theory
6,10002950_1,Trees,Graph theory
7,10002950_1,Combinatorial optimization,Combinatorics
8,10002950_1,Approximation algorithms,Combinatorial optimization
9,10002950_1,Combinatorial algorithms,Combinatorial optimization
10,10002950_1,Permutations and combinations,Combinatorics
11,10002950_1,Generating functions,Combinatorics
12,10002950_1,Combinatorics on words,Combinatorics
13,10002950_1,Matroids and greedoids,Combinatorics
14,10002950_1,Hypergraphs,Combinatorics
15,10002950_1,Extremal graph theory,Graph theory
16,10002950_1,Network flows,Graph algorithms
17,10002950_1,Matchings and factors,Graph theory
18,10002950_1,Paths and connectivity problems,Graph theory
19,10002950_1,Random graphs,Graph theory
20,10002950_1,Enumeration,Combinatorics
21,10002950_1,Combinatoric problems,Combinatorics
22,10002950_1,Graph coloring,Graph theory
23,10002950_4,Calculus,Mathematical analysis
24,10002950_4,Differential equations,Calculus
25,10002950_4,Numerical analysis,Mathematical analysis
26,10002950_4,Interpolation,Numerical analysis
27,10002950_4,Approximation,Numerical analysis
28,10002950_4,Numerical differentiation,Numerical analysis
29,10002950_4,Discretization,Numerical analysis
30,10002950_4,Mathematical optimization,Mathematical analysis
31,10002950_4,Convex optimization,Mathematical optimization
32,10002950_4,Nonconvex optimization,Mathematical optimization
33,10002950_4,Linear programming,Mathematical optimization
34,10002950_4,Quadratic programming,Mathematical optimization
35,10002950_4,Integer programming,Mathematical optimization
36,10002950_4,Mixed discrete-continuous optimization,Mathematical optimization
37,10002950_4,Semidefinite programming,Mathematical optimization
38,10002950_4,Stochastic control and optimization,Mathematical optimization
39,10002950_4,Computational mathematics,Mathematical analysis
40,10002950_4,Computations in finite fields,Computational mathematics
41,10002950_4,Arbitrary-precision arithmetic,Computational mathematics
42,10002950_4,Interval arithmetic,Computational mathematics
43,10002950_4,Gröbner bases and other special bases,Computational mathematics
44,10002950_4,Computations on polynomials,Computational mathematics
45,10002950_4,Computations on matrices,Computational mathematics
46,10002950_4,Optimization techniques,Mathematical optimization
47,10002950_4,Simulated annealing,Optimization techniques
48,10002950_4,Genetic programming,Optimization techniques
49,10002950_4,Evolutionary algorithms,Optimization techniques
50,10002950_4,Bio-inspired optimization,Optimization techniques
51,10002950_4,Tabu search,Optimization techniques
52,10002950_4,Randomized local search,Optimization techniques
53,10002950_4,Functional analysis,Mathematical analysis
54,10002950_4,Lambda calculus,Mathematical logic
55,10002950_4,Developmental representations,Mathematical biology
56,10002950_5,Continuous mathematics,Calculus
57,10002950_5,Continuous functions,Continuous mathematics
58,10002950_5,Topology,Calculus
