,group,child,parent
0,10,manipulation,influence
1,10,impingement,influence
2,10,seduction,influence
3,10,exposure,influence
4,10,cross-pollination,influence
5,10,mind game,manipulation
6,10,enticement,seduction
7,10,blandishment,seduction
8,10,leading astray,seduction
9,10,overexposure,exposure
10,10,underexposure,exposure
11,10,ingratiation,influence
12,10,solicitation,ingratiation
13,10,hypnotism,manipulation
14,101,tent,shelter
15,101,fixed structure,shelter
16,101,canvas tent,tent
17,101,backpacking tent,tent
18,101,mountain tent,tent
19,101,field tent,tent
20,101,umbrella tent,tent
21,101,fly tent,tent
22,101,circus tent,tent
23,101,pavilion,tent
24,101,pop tent,backpacking tent
25,101,two-man tent,backpacking tent
26,101,wall tent,canvas tent
27,101,bell tent,canvas tent
28,101,Sibley tent,canvas tent
29,101,pyramidal tent,canvas tent
30,101,hut,fixed structure
31,101,Nissen hut,hut
32,101,mudhif,hut
33,101,tupik,hut
34,101,hovel,fixed structure
35,101,dugout,fixed structure
36,101,igloo,fixed structure
37,101,safehold,fixed structure
38,101,safe house,fixed structure
39,101,fallout shelter,fixed structure
40,101,storm cellar,fixed structure
41,101,praetorium,fixed structure
42,101,sconce,fixed structure
43,101,mantelet,fixed structure
44,101,loft,fixed structure
45,101,refuge,shelter
46,101,haven,shelter
47,101,harbor,haven
48,101,cabana,haven
49,101,cookhouse,shelter
50,101,lean-to tent,tent
51,101,cottage tent,tent
52,101,tepee,tent
53,101,pup tent,tent
54,105,drum,percussion instrument
55,105,snare drum,drum
56,105,bass drum,drum
57,105,tabor,drum
58,105,tenor drum,drum
59,105,bongo,drum
60,105,kettle,drum
61,105,idiophones,percussion instrument
62,105,cymbal,idiophones
63,105,high-hat cymbal,cymbal
64,105,zill,cymbal
65,105,gong,idiophones
66,105,triangle,idiophones
67,105,tambourine,idiophones
68,105,timbrel,tambourine
69,105,maraca,idiophones
70,105,chime,idiophones
71,105,handbell,idiophones
72,105,carillon,idiophones
73,105,glockenspiel,idiophones
74,105,vibraphone,idiophones
75,105,marimba,idiophones
76,105,steel drum,idiophones
77,105,rain stick,idiophones
78,105,bones,idiophones
79,105,lagerphone,idiophones
80,105,piano,percussion instrument
81,105,grand piano,piano
82,105,concert grand,grand piano
83,105,baby grand,grand piano
84,105,upright,piano
85,105,spinet,upright
86,105,mechanical piano,piano
87,13,coefficient of viscosity,coefficient
88,13,coefficient of friction,coefficient
89,13,coefficient of expansion,coefficient
90,13,coefficient of mutual induction,coefficient
91,13,absorption coefficient,coefficient
92,13,drag coefficient,coefficient
93,13,coefficient of reflection,coefficient
94,13,coefficient of self induction,coefficient
95,13,coefficient of elasticity,coefficient
