,group,child,parent
0,10,manipulation,influence
1,10,seduction,influence
2,10,exposure,influence
3,10,impingement,influence
4,10,cross-pollination,influence
5,10,mind game,manipulation
6,10,hypnotism,manipulation
7,10,ingratiation,manipulation
8,10,solicitation,manipulation
9,10,enticement,seduction
10,10,blandishment,seduction
11,10,leading astray,seduction
12,10,overexposure,exposure
13,10,underexposure,exposure
14,101,tent,shelter
15,101,hut,shelter
16,101,mudhif,shelter
17,101,hovel,shelter
18,101,cookhouse,shelter
19,101,loft,shelter
20,101,igloo,shelter
21,101,praetorium,shelter
22,101,pavilion,shelter
23,101,cabana,shelter
24,101,harbor,shelter
25,101,safehold,shelter
26,101,safe house,shelter
27,101,haven,shelter
28,101,refuge,shelter
29,101,fallout shelter,shelter
30,101,storm cellar,shelter
31,101,mantelet,shelter
32,101,sconce,shelter
33,101,pyramidal tent,tent
34,101,circus tent,tent
35,101,mountain tent,tent
36,101,field tent,tent
37,101,cottage tent,tent
38,101,umbrella tent,tent
39,101,pup tent,tent
40,101,bell tent,tent
41,101,backpacking tent,tent
42,101,pop tent,tent
43,101,wall tent,tent
44,101,canvas tent,tent
45,101,lean-to tent,tent
46,101,fly tent,tent
47,101,Sibley tent,pyramidal tent
48,101,Nissen hut,hut
49,101,dugout,hut
50,13,coefficient of elasticity,coefficient
51,13,coefficient of reflection,coefficient
52,13,coefficient of expansion,coefficient
53,13,absorption coefficient,coefficient
54,13,coefficient of self induction,coefficient
55,13,coefficient of mutual induction,coefficient
56,13,coefficient of friction,coefficient
57,13,coefficient of viscosity,coefficient
58,13,drag coefficient,coefficient
59,13,modulus,coefficient
60,13,Young's modulus,modulus
61,13,bulk modulus,modulus
62,13,modulus of rigidity,modulus
63,137,hemolytic anemia,anemia
64,137,sickle-cell anemia,hemolytic anemia
65,137,thalassemia,hemolytic anemia
66,137,Cooley's anemia,thalassemia
67,137,favism,hemolytic anemia
68,137,aplastic anemia,anemia
69,137,hypoplastic anemia,aplastic anemia
70,137,refractory anemia,aplastic anemia
71,137,iron deficiency anemia,anemia
72,137,microcytic anemia,anemia
73,137,iron deficiency anemia,microcytic anemia
74,137,sideroblastic anemia,microcytic anemia
75,137,hypochromic anemia,microcytic anemia
76,137,macrocytic anemia,anemia
77,137,megaloblastic anemia,macrocytic anemia
78,137,pernicious anemia,megaloblastic anemia
79,137,metaplastic anemia,anemia
80,137,chlorosis,anemia
81,137,erythroblastosis fetalis,anemia
82,137,Fanconi's anemia,anemia
83,137,ischemia,anemia
84,137,ischemic stroke,ischemia
85,137,transient ischemic attack,ischemia
86,138,common-law marriage,marriage
87,138,civil union,marriage
88,138,bigamy,marriage
89,138,polygamy,marriage
90,138,monogamy,marriage
91,138,marriage of convenience,marriage
92,138,open marriage,marriage
93,138,polygyny,polygamy
94,138,polyandry,polygamy
95,138,serial monogamy,monogamy
96,138,monandry,monogamy
97,138,monogyny,monogamy
98,138,exogamy,marriage
99,138,endogamy,marriage
100,138,mesalliance,marriage
101,138,misalliance,marriage
102,138,marital status,marriage
103,138,bachelorhood,marital status
104,138,spinsterhood,marital status
105,138,cuckoldom,marital status
106,138,widowhood,marital status
107,15,air travel,flight
108,15,flyover,flight
109,15,overflight,flight
110,15,acrobatics,flight
111,15,pass,flight
112,15,solo,flight
113,15,maiden flight,flight
114,15,sortie,flight
115,15,terrain flight,flight
