,0
0,"
graph LR
    1[""scene""] --> 2[""filter_color_gray""]
    2 --> 3[""unique""]
    3 --> 4[""same_shape""]
    4 --> 5[""exclude""]
    5 --> 6[""count""]
"
1,"
graph LR
    1[""scene""] --> 2[""filter_color_gray""]
    2 --> 3[""unique""]
    1 --> 4[""filter_color_cyan""]
    4 --> 5[""filter_size_large""]
    5 --> 6[""unique""]
    3 --> 7[""relate_left""]
    6 --> 8[""relate_behind""]
    7 --> 9[""Or""]
    8 --> 9
    9 --> 10[""And""]
    10 --> 11[""filter_material_metal""]
    11 --> 12[""count""]
"
2,"
graph LR
    1[""scene""] --> 2[""filter_size_small""]
    2 --> 3[""filter_material_matte""]
    3 --> 4[""unique""]
    4 --> 5[""same_color""]
    5 --> 6[""filter_size_small""]
    6 --> 7[""count""]
"
3,"
graph LR
    1[""scene""] --> 2[""filter_color_green""]
    2 --> 3[""filter_shape_cylinder""]
    3 --> 4[""unique""]
    4 --> 5[""relate_right""]
    1 --> 6[""filter_color_red""]
    6 --> 7[""filter_material_rubber""]
    7 --> 8[""filter_shape_cylinder""]
    1 --> 9[""filter_material_metal""]
    9 --> 10[""filter_shape_cylinder""]
    8 --> 11[""OR""]
    10 --> 11
    11 --> 12[""AND""]
    5 --> 12
    12 --> 13[""count""]
"
4,"
graph LR
    1[""scene""] --> 2[""filter_color_brown""]
    2 --> 3[""unique""]
    3 --> 4[""relate_left""]
    4 --> 5[""filter_shape_cylinder""]
    5 --> 6[""unique""]
    6 --> 7[""relate_in_front""]
    7 --> 8[""filter_shape_cylinder""]
    8 --> 9[""unique""]
    9 --> 10[""relate_in_front""]
    10 --> 11[""filter_size_large""]
    11 --> 12[""filter_material_rubber""]
    12 --> 13[""relate_right""]
    13 --> 14[""filter_size_large""]
"
5,"
graph LR
    1[""scene""] --> 2[""filter_shape_cube""]
    2 --> 3[""unique""]
    3 --> 4[""relate_behind""]
    1 --> 5[""filter_color_brown""]
    5 --> 6[""filter_shape_cylinder""]
    6 --> 7[""unique""]
    4 --> 8[""filter_material_metal""]
    8 --> 9[""equal_size""]
    7 --> 9
"
6,"
graph LR
    1[""scene""] --> 2[""filter_color_blue""]
    2 --> 3[""filter_material_rubber""]
    3 --> 4[""filter_size_large""]
    4 --> 5[""unique""]
    5 --> 6[""relate_right""]
    6 --> 7[""filter_material_rubber""]
    7 --> 8[""unique""]
    8 --> 9[""query_color""]
    1 --> 10[""filter_size_small""]
    10 --> 11[""unique""]
    11 --> 12[""filter_shape_sphere""]
    12 --> 13[""query_color""]
    9 --> 14[""equal""]
    13 --> 14
"
7,"
graph LR
    1[""scene""] --> 2[""filter_material_metal""]
    2 --> 3[""filter_shape_cylinder""]
    3 --> 4[""unique""]
    1 --> 5[""filter_size_small""]
    5 --> 6[""unique""]
    1 --> 7[""filter_color_blue""]
    7 --> 8[""unique""]
    4 --> 9[""relate_right""]
    9 --> 10[""filter_size_small""]
    10 --> 11[""unique""]
    11 --> 12[""equal_shape""]
    8 --> 12
"
8,"
graph LR
    1[""scene""] --> 2[""filter_color_gray""]
    2 --> 3[""unique""]
    3 --> 4[""relate_right""]
    1 --> 5[""filter_size_small""]
    5 --> 6[""unique""]
    6 --> 7[""equal_object""]
    3 --> 7
    1 --> 8[""filter_material_metal""]
    8 --> 9[""unique""]
    9 --> 10[""filter_shape_cube""]
    10 --> 11[""unique""]
    9 --> 12[""equal_color""]
    11 --> 12
    6 --> 13[""equal_color""]
    11 --> 13
    7 --> 14[""equal""]
    12 --> 14
"
9,"
graph LR
    1[""scene""] --> 2[""filter_size_small""]
    2 --> 3[""filter_material_metal""]
    3 --> 4[""filter_color_brown""]
    4 --> 5[""count""]
    1 --> 6[""same_material""]
    6 --> 7[""filter_shape_sphere""]
    7 --> 8[""count""]
    5 --> 9[""less_than""]
    8 --> 9
"
