,group,child,parent
0,10002950_1,Combinatorics,Discrete mathematics
1,10002950_1,Combinatoric problems,Combinatorics
2,10002950_1,Combinatorial algorithms,Combinatorics
3,10002950_1,Combinatorial optimization,Combinatorics
4,10002950_1,Combinatorics on words,Combinatorics
5,10002950_1,Graph theory,Discrete mathematics
6,10002950_1,Graph algorithms,Graph theory
7,10002950_1,Graph coloring,Graph theory
8,10002950_1,Graph enumeration,Graph theory
9,10002950_1,Graphs and surfaces,Graph theory
10,10002950_1,Extremal graph theory,Graph theory
11,10002950_1,Random graphs,Graph theory
12,10002950_1,Spectra of graphs,Graph theory
13,10002950_1,Trees,Graph theory
14,10002950_1,Paths and connectivity problems,Graph theory
15,10002950_1,Matchings and factors,Graph theory
16,10002950_1,Hypergraphs,Graph theory
17,10002950_1,Enumerative combinatorics,Combinatorics
18,10002950_1,Generating functions,Enumerative combinatorics
19,10002950_1,Permutations and combinations,Combinatorics
20,10002950_1,Matroids and greedoids,Combinatorics
21,10002950_1,Approximation algorithms,Combinatorial optimization
22,10002950_1,Network flows,Graph theory
23,10002950_4,Convex optimization,Mathematical optimization
24,10002950_4,Nonconvex optimization,Mathematical optimization
25,10002950_4,Discrete optimization,Mathematical optimization
26,10002950_4,Continuous optimization,Mathematical optimization
27,10002950_4,Linear programming,Convex optimization
28,10002950_4,Quadratic programming,Convex optimization
29,10002950_4,Semidefinite programming,Convex optimization
30,10002950_4,Integer programming,Discrete optimization
31,10002950_4,Nonlinear equations,Mathematical optimization
32,10002950_4,Differential equations,Mathematical optimization
33,10002950_4,Ordinary differential equations,Differential equations
34,10002950_4,Partial differential equations,Differential equations
35,10002950_4,Numerical analysis,Mathematical optimization
36,10002950_4,Numerical differentiation,Numerical analysis
37,10002950_4,Quadrature,Numerical analysis
38,10002950_4,Approximation,Numerical analysis
39,10002950_4,Computations on polynomials,Mathematical optimization
40,10002950_4,Computations on matrices,Mathematical optimization
41,10002950_4,Computations in finite fields,Mathematical optimization
42,10002950_4,Optimization with randomized search heuristics,Mathematical optimization
43,10002950_4,Randomized local search,Optimization with randomized search heuristics
44,10002950_4,Simulated annealing,Optimization with randomized search heuristics
45,10002950_4,Genetic programming,Optimization with randomized search heuristics
46,10002950_4,Bio-inspired optimization,Mathematical optimization
47,10002950_4,Evolutionary algorithms,Bio-inspired optimization
48,10002950_4,Lambda calculus,Mathematical analysis
49,10002950_4,Functional analysis,Mathematical analysis
50,10002950_4,Integral equations,Mathematical analysis
51,10002950_4,Differential variational inequalities,Mathematical optimization
52,10002950_5,Continuous mathematics,Topology
53,10002950_5,Calculus,Continuous mathematics
54,10002950_5,Continuous functions,Calculus
55,10002950_5,Point-set topology,Topology
56,10002950_5,Geometric topology,Topology
57,10002950_5,Algebraic topology,Topology
58,10002951_3,Enterprise applications,Information systems applications
59,10002951_3,Mobile information processing systems,Information systems applications
60,10002951_3,Data analytics,Information systems applications
61,10002951_3,Multimedia information systems,Information systems applications
62,10002951_3,Collaborative and social computing systems and tools,Information systems applications
63,10002951_3,Computational advertising,Information systems applications
64,10002951_3,Reputation systems,Information systems applications
65,10002951_3,Decision support systems,Information systems applications
66,10002951_3,Expert systems,Information systems applications
67,10002951_3,Process control systems,Information systems applications
68,10002951_3,Open source software,Information systems applications
69,10002951_3,Geographic information systems,Information systems applications
70,10002951_3,Spatial-temporal systems,Information systems applications
71,10002951_3,Intranets,Information systems applications
72,10002951_3,Extranets,Information systems applications
73,10002951_3,Sensor networks,Information systems applications
74,10002951_3,Enterprise resource planning,Enterprise applications
75,10002951_3,Enterprise information systems,Enterprise applications
76,10002951_3,Data mining,Data analytics
77,10002951_3,Data stream mining,Data analytics
78,10002951_3,Clustering,Data analytics
79,10002951_3,Association rules,Data analytics
80,10002951_3,Nearest-neighbor search,Data analytics
81,10002951_3,Data warehouses,Data analytics
82,10002951_3,Data centers,Data analytics
83,10002951_3,Multimedia databases,Multimedia information systems
84,10002951_3,Multimedia streaming,Multimedia information systems
85,10002951_3,Multimedia content creation,Multimedia information systems
86,10002951_3,Location based services,Mobile information processing systems
87,10002951_3,Global positioning systems,Location based services
88,10002951_3,Online analytical processing,Data analytics
89,10002951_3,Social tagging systems,Collaborative and social computing systems and tools
90,10002951_3,Collaborative filtering,Collaborative and social computing systems and tools
91,10002951_3,Digital libraries and archives,Information systems applications
92,10002951_3,Data cleaning,Data analytics
93,10002951_3,Computing platforms,Information systems applications
94,10002951_3,Blogs,Collaborative and social computing systems and tools
95,10002951_3,Wikis,Collaborative and social computing systems and tools
96,10002951_3,Massively multiplayer online games,Information systems applications
97,10002951_3,Synchronous editors,Collaborative and social computing systems and tools
98,10002951_3,Asynchronous editors,Collaborative and social computing systems and tools
99,10002978_1,Mathematical foundations of cryptography,Cryptography
100,10002978_1,Public key encryption,Cryptography
101,10002978_1,Symmetric cryptography and hash functions,Cryptography
102,10002978_1,Public key (asymmetric) techniques,Public key encryption
103,10002978_1,Digital signatures,Public key encryption
104,10002978_1,Block and stream ciphers,Symmetric cryptography and hash functions
105,10002978_1,Hash functions and message authentication codes,Symmetric cryptography and hash functions
106,10002978_1,Key management,Cryptography
107,10002978_1,Cryptanalysis and other attacks,Cryptography
108,10002978_1,Information-theoretic techniques,Cryptography
109,10002978_10,Economics of security and privacy,Human and societal aspects of security and privacy
110,10002978_10,Privacy protections,Human and societal aspects of security and privacy
111,10002978_10,Social aspects of security and privacy,Human and societal aspects of security and privacy
112,10002978_10,Usability in security and privacy,Human and societal aspects of security and privacy
113,10002978_2,Formal security models,Formal methods and theory of security
114,10002978_2,Logic and verification,Formal methods and theory of security
115,10002978_2,Trust frameworks,Formal methods and theory of security
116,10002978_2,Security requirements,Formal methods and theory of security
117,10002978_3,Authentication,Security services
118,10002978_3,Authorization,Security services
119,10002978_3,Access control,Authorization
120,10002978_3,Graphical / visual passwords,Authentication
121,10002978_3,Biometrics,Authentication
122,10002978_3,Multi-factor authentication,Authentication
123,10002978_3,Privacy-preserving protocols,Security services
124,10002978_3,"Pseudonymity, anonymity and untraceability",Privacy-preserving protocols
125,10002978_3,Digital rights management,Security services
126,10002978_4,Malware and its mitigation,Intrusion/anomaly detection and malware mitigation
127,10002978_4,Intrusion detection systems,Intrusion/anomaly detection and malware mitigation
128,10002978_4,Artificial immune systems,Intrusion/anomaly detection and malware mitigation
129,10002978_4,Spoofing attacks,Intrusion/anomaly detection and malware mitigation
130,10002978_4,Phishing,Intrusion/anomaly detection and malware mitigation
131,10002978_4,Social engineering attacks,Intrusion/anomaly detection and malware mitigation
132,10002978_5,Embedded systems security,Security in hardware
133,10002978_5,Hardware-based security protocols,Security in hardware
134,10002978_5,Tamper-proof and tamper-resistant designs,Security in hardware
135,10002978_5,Hardware attacks and countermeasures,Security in hardware
136,10002978_5,Hardware reverse engineering,Security in hardware
137,10002978_5,Malicious design modifications,Security in hardware
138,10002978_5,Hardware security implementation,Security in hardware
139,10002978_5,Side-channel analysis and countermeasures,Security in hardware
140,10002978_6,Vulnerability management,Systems security
141,10002978_6,Vulnerability scanners,Vulnerability management
142,10002978_6,Penetration testing,Vulnerability management
143,10002978_6,Trusted computing,Systems security
