,child,parent,group
0,high-speed_input_/_output,input_/_output_circuits,10010583_3
1,interconnect,integrated_circuits,10010583_3
2,logic_circuits,integrated_circuits,10010583_3
3,reconfigurable_logic_and_fpgas,integrated_circuits,10010583_3
4,input_/_output_circuits,integrated_circuits,10010583_3
5,design_modules_and_hierarchy,integrated_circuits,10010583_3
6,3d_integrated_circuits,integrated_circuits,10010583_3
7,transistors,integrated_circuits,10010583_3
8,digital_switches,integrated_circuits,10010583_3
9,hardware_accelerators,integrated_circuits,10010583_3
10,evolvable_hardware,integrated_circuits,10010583_3
11,metallic_interconnect,interconnect,10010583_3
12,photonic_and_optical_interconnect,interconnect,10010583_3
13,radio_frequency_and_wireless_interconnect,interconnect,10010583_3
14,programmable_interconnect,interconnect,10010583_3
15,combinational_circuits,logic_circuits,10010583_3
16,sequential_circuits,logic_circuits,10010583_3
17,arithmetic_and_datapath_circuits,logic_circuits,10010583_3
18,reconfigurable_logic_applications,reconfigurable_logic_and_fpgas,10010583_3
19,programmable_logic_elements,reconfigurable_logic_and_fpgas,10010583_3
0,design_for_testability,hardware_test,10010583_8
1,built-in_self-test,hardware_test,10010583_8
2,test-pattern_generation_and_fault_simulation,hardware_test,10010583_8
3,fault_models_and_test_metrics,hardware_test,10010583_8
4,board-_and_system-level_test,hardware_test,10010583_8
5,"analog,_mixed-signal_and_radio_frequency_test",hardware_test,10010583_8
6,memory_test_and_repair,hardware_test,10010583_8
7,defect-based_test,hardware_test,10010583_8
0,investigation_techniques,computer_forensics,10010405_6
1,"evidence_collection,_storage_and_analysis",computer_forensics,10010405_6
2,data_recovery,computer_forensics,10010405_6
3,system_forensics,computer_forensics,10010405_6
4,network_forensics,computer_forensics,10010405_6
0,adolescents,age,10003456_3
1,children,age,10003456_3
2,seniors,age,10003456_3
3,race_and_ethnicity,cultural_characteristics,10003456_3
4,geographic_characteristics,cultural_characteristics,10003456_3
5,men,gender,10003456_3
6,women,gender,10003456_3
7,age,user_characteristics,10003456_3
8,gender,user_characteristics,10003456_3
9,people_with_disabilities,user_characteristics,10003456_3
10,cultural_characteristics,user_characteristics,10003456_3
11,sexual_orientation,user_characteristics,10003456_3
0,ubiquitous_computing,ubiquitous_and_mobile_computing,10003120_4
1,mobile_computing,ubiquitous_and_mobile_computing,10003120_4
2,ubiquitous_and_mobile_devices,ubiquitous_and_mobile_computing,10003120_4
3,ubiquitous_and_mobile_computing_systems_and_tools,ubiquitous_and_mobile_computing,10003120_4
4,empirical_studies_in_ubiquitous_and_mobile_computing,ubiquitous_and_mobile_computing,10003120_4
5,ubiquitous_and_mobile_computing_design_and_evaluation_methods,ubiquitous_and_mobile_computing,10003120_4
0,model_development_and_analysis,modeling_and_simulation,10010147_5
1,simulation_environments,modeling_and_simulation,10010147_5
2,discrete-event_simulation,simulation_types_and_techniques,10010147_5
3,continuous_simulation,simulation_types_and_techniques,10010147_5
4,molecular_simulation,simulation_types_and_techniques,10010147_5
5,quantum_mechanic_simulation,simulation_types_and_techniques,10010147_5
6,artificial_life,simulation_types_and_techniques,10010147_5
0,file_system_security,operating_systems_security,10002978_6
1,operating_systems_security,systems_security,10002978_6
2,distributed_systems_security,systems_security,10002978_6
3,trusted_computing,systems_security,10002978_6
4,denial-of-service_attacks,systems_security,10002978_6
5,vulnerability_management,systems_security,10002978_6
6,firewalls,systems_security,10002978_6
7,vulnerability_scanners,vulnerability_management,10002978_6
8,penetration_testing,vulnerability_management,10002978_6
0,graphics_systems_and_interfaces,computer_graphics,10010147_6
0,multi-factor_authentication,authentication,10002978_3
1,biometrics,authentication,10002978_3
2,graphical_/_visual_passwords,authentication,10002978_3
3,authentication,security_services,10002978_3
4,digital_rights_management,security_services,10002978_3
5,privacy-preserving_protocols,security_services,10002978_3
6,"pseudonymity,_anonymity_and_untraceability",security_services,10002978_3
0,intrusion_detection_systems,intrusion/anomaly_detection_and_malware_mitigation,10002978_4
1,malware_and_its_mitigation,intrusion/anomaly_detection_and_malware_mitigation,10002978_4
2,phishing,social_engineering_attacks,10002978_4
0,network_control_algorithms,network_algorithms,10003033_4
1,control_path_algorithms,network_control_algorithms,10003033_4
0,network_performance_analysis,network_performance_evaluation,10003033_5
1,network_measurement,network_performance_evaluation,10003033_5
2,network_experimentation,network_performance_evaluation,10003033_5
0,computer-aided_manufacturing,industry_and_manufacturing,10010405_9
1,decision_analysis,operations_research,10010405_9
2,multi-criterion_optimization_and_decision-making,operations_research,10010405_9
3,transportation,supply_chain_management,10010405_9
0,computer-aided_design,architecture_(buildings),10010405_7
1,fine_arts,arts_and_humanities,10010405_7
2,performing_arts,arts_and_humanities,10010405_7
3,language_translation,arts_and_humanities,10010405_7
4,media_arts,fine_arts,10010405_7
0,permutations_and_combinations,combinatorics,10002950_1
1,enumeration,combinatorics,10002950_1
2,combinatorics_on_words,combinatorics,10002950_1
3,generating_functions,combinatorics,10002950_1
4,graph_theory,combinatorics,10002950_1
5,matroids_and_greedoids,combinatorics,10002950_1
6,combinatoric_problems,combinatorics,10002950_1
7,combinatorics,discrete_mathematics,10002950_1
8,combinatorial_algorithms,discrete_mathematics,10002950_1
9,graph_algorithms,graph_theory,10002950_1
10,graph_coloring,graph_theory,10002950_1
11,matchings_and_factors,graph_theory,10002950_1
12,extremal_graph_theory,graph_theory,10002950_1
13,spectra_of_graphs,graph_theory,10002950_1
14,network_flows,graph_theory,10002950_1
15,hypergraphs,graph_theory,10002950_1
16,trees,graph_theory,10002950_1
17,graph_enumeration,graph_theory,10002950_1
0,parallel_algorithms,parallel_computing_methodologies,10010147_2
1,parallel_programming_languages,parallel_computing_methodologies,10010147_2
0,software_security_engineering,software_and_application_security,10002978_9
1,domain-specific_security_and_privacy_architectures,software_and_application_security,10002978_9
2,web_application_security,software_and_application_security,10002978_9
3,social_network_security_and_privacy,software_and_application_security,10002978_9
4,software_reverse_engineering,software_and_application_security,10002978_9
0,electromagnetic_interference_and_compatibility,printed_circuit_boards,10010583_1
1,pcb_design_and_layout,printed_circuit_boards,10010583_1
0,economics_of_security_and_privacy,human_and_societal_aspects_of_security_and_privacy,10002978_10
1,social_aspects_of_security_and_privacy,human_and_societal_aspects_of_security_and_privacy,10002978_10
2,usability_in_security_and_privacy,human_and_societal_aspects_of_security_and_privacy,10002978_10
3,privacy_protections,human_and_societal_aspects_of_security_and_privacy,10002978_10
0,concurrent_algorithms,concurrent_computing_methodologies,10010147_8
1,concurrent_programming_languages,concurrent_computing_methodologies,10010147_8
0,abstract_machines,models_of_computation,10003752_1
1,process_calculi,models_of_computation,10003752_1
2,distributed_computing_models,models_of_computation,10003752_1
3,parallel_computing_models,models_of_computation,10003752_1
4,concurrency,models_of_computation,10003752_1
5,computability,models_of_computation,10003752_1
6,probabilistic_computation,models_of_computation,10003752_1
7,interactive_computation,models_of_computation,10003752_1
8,timed_and_hybrid_models,models_of_computation,10003752_1
9,streaming_models,models_of_computation,10003752_1
10,quantum_computation_theory,models_of_computation,10003752_1
11,quantum_complexity_theory,quantum_computation_theory,10003752_1
12,quantum_query_complexity,quantum_computation_theory,10003752_1
13,quantum_information_theory,quantum_computation_theory,10003752_1
14,quantum_communication_complexity,quantum_computation_theory,10003752_1
0,quantitative_automata,automata_extensions,10003752_2
1,formalisms,formal_languages_and_automata_theory,10003752_2
2,algebraic_language_theory,formal_languages_and_automata_theory,10003752_2
3,regular_languages,formal_languages_and_automata_theory,10003752_2
4,automata_over_infinite_objects,formal_languages_and_automata_theory,10003752_2
5,tree_languages,formal_languages_and_automata_theory,10003752_2
6,automata_extensions,formal_languages_and_automata_theory,10003752_2
7,transducers,formal_languages_and_automata_theory,10003752_2
0,plasmonics,emerging_optical_and_photonic_technologies,10010583_10
1,emerging_architectures,emerging_technologies,10010583_10
2,emerging_interfaces,emerging_technologies,10010583_10
3,emerging_optical_and_photonic_technologies,emerging_technologies,10010583_10
4,quantum_technologies,emerging_technologies,10010583_10
5,memory_and_dense_storage,emerging_technologies,10010583_10
6,electromechanical_systems,emerging_technologies,10010583_10
7,spintronics_and_magnetic_technologies,emerging_technologies,10010583_10
8,quantum_computation,quantum_technologies,10010583_10
9,quantum_communication_and_cryptography,quantum_technologies,10010583_10
10,quantum_error_correction_and_fault_tolerance,quantum_technologies,10010583_10
11,superconducting_circuits,quantum_technologies,10010583_10
0,end_nodes,network_components,10003033_3
1,physical_links,network_components,10003033_3
2,logical_nodes,network_components,10003033_3
3,network_domains,network_components,10003033_3
0,high-level_and_register-transfer_level_synthesis,electronic_design_automation,10010583_6
1,hardware-software_codesign,electronic_design_automation,10010583_6
2,hardware_description_languages_and_compilation,electronic_design_automation,10010583_6
3,circuit_optimization,electronic_design_automation,10010583_6
4,datapath_optimization,electronic_design_automation,10010583_6
5,model-order_reduction,electronic_design_automation,10010583_6
6,timing_analysis,electronic_design_automation,10010583_6
7,power_grid_design,electronic_design_automation,10010583_6
8,electrical-level_simulation,electronic_design_automation,10010583_6
9,resource_binding_and_sharing,electronic_design_automation,10010583_6
10,operations_scheduling,electronic_design_automation,10010583_6
11,best_practices_for_eda,electronic_design_automation,10010583_6
12,design_databases_for_eda,electronic_design_automation,10010583_6
13,methodologies_for_eda,electronic_design_automation,10010583_6
14,software_tools_for_eda,electronic_design_automation,10010583_6
15,compact_delay_models,electronic_design_automation,10010583_6
16,statistical_timing_analysis,electronic_design_automation,10010583_6
0,network_monitoring,network_management,10003033_7
1,in-network_processing,network_management,10003033_7
2,programmable_networks,network_management,10003033_7
3,naming_and_addressing,network_management,10003033_7
4,network_services,network_management,10003033_7
0,"hci_theory,_concepts_and_models",human_computer_interaction_(hci),10003120_1
1,interaction_paradigms,human_computer_interaction_(hci),10003120_1
2,collaborative_interaction,human_computer_interaction_(hci),10003120_1
3,web-based_interaction,human_computer_interaction_(hci),10003120_1
4,field_studies,human_computer_interaction_(hci),10003120_1
5,laboratory_experiments,human_computer_interaction_(hci),10003120_1
6,displays_and_imagers,human_computer_interaction_(hci),10003120_1
7,user_models,human_computer_interaction_(hci),10003120_1
8,graphics_input_devices,interaction_devices,10003120_1
9,pointing_devices,interaction_devices,10003120_1
10,keyboards,interaction_devices,10003120_1
11,haptic_devices,interaction_devices,10003120_1
12,graphical_user_interfaces,interaction_paradigms,10003120_1
13,command_line_interfaces,interaction_paradigms,10003120_1
14,natural_language_interfaces,interaction_paradigms,10003120_1
15,gestural_input,interaction_techniques,10003120_1
0,discrete_optimization,mathematical_optimization,10002950_4
1,continuous_optimization,mathematical_optimization,10002950_4
0,topology,continuous_mathematics,10002950_5
1,calculus,continuous_mathematics,10002950_5
2,algebraic_topology,topology,10002950_5
3,geometric_topology,topology,10002950_5
4,point-set_topology,topology,10002950_5
0,avionics,aerospace,10010405_3
1,computer-aided_design,engineering,10010405_3
2,chemistry,physical_sciences_and_engineering,10010405_3
3,physics,physical_sciences_and_engineering,10010405_3
4,earth_and_atmospheric_sciences,physical_sciences_and_engineering,10010405_3
5,environmental_sciences,physical_sciences_and_engineering,10010405_3
6,astronomy,physical_sciences_and_engineering,10010405_3
7,mathematics_and_statistics,physical_sciences_and_engineering,10010405_3
