,child,parent,group
0,side-channel_analysis_and_countermeasures,hardware_attacks_and_countermeasures,10002978_5
1,tamper-proof_and_tamper-resistant_designs,hardware_security_implementation,10002978_5
2,hardware_attacks_and_countermeasures,security_in_hardware,10002978_5
3,embedded_systems_security,security_in_hardware,10002978_5
4,hardware_security_implementation,security_in_hardware,10002978_5
5,hardware-based_security_protocols,security_in_hardware,10002978_5
6,hardware_reverse_engineering,security_in_hardware,10002978_5
7,malicious_design_modifications,security_in_hardware,10002978_5
0,distance_learning,e-learning,10010405_10
1,learning_management_systems,e-learning,10010405_10
2,interactive_learning_environments,e-learning,10010405_10
3,collaborative_learning,e-learning,10010405_10
4,computer-assisted_instruction,e-learning,10010405_10
5,computer-managed_instruction,e-learning,10010405_10
6,e-learning,education,10010405_10
7,digital_libraries_and_archives,education,10010405_10
0,network_simulations,network_performance_analysis,10003033_5
1,network_performance_modeling,network_performance_analysis,10003033_5
2,network_performance_analysis,network_performance_evaluation,10003033_5
3,network_measurement,network_performance_evaluation,10003033_5
4,network_experimentation,network_performance_evaluation,10003033_5
0,business_process_monitoring,business_process_management,10010405_2
1,business_process_management_systems,business_process_management,10010405_2
2,business_process_modeling,business_process_management,10010405_2
3,cross-organizational_business_processes,business_process_management,10010405_2
4,business_rules,business_process_management,10010405_2
5,enterprise_architecture_management,enterprise_architectures,10010405_2
6,enterprise_modeling,enterprise_architectures,10010405_2
7,reference_models,enterprise_architectures,10010405_2
8,enterprise_architecture_frameworks,enterprise_architectures,10010405_2
9,enterprise_architecture_modeling,enterprise_architectures,10010405_2
10,"enterprise_ontologies,_taxonomies_and_vocabularies",enterprise_architectures,10010405_2
11,enterprise_architectures,enterprise_computing,10010405_2
12,business_process_management,enterprise_computing,10010405_2
13,enterprise_application_integration,enterprise_computing,10010405_2
14,enterprise_information_systems,enterprise_computing,10010405_2
15,it_architectures,enterprise_computing,10010405_2
16,information_integration_and_interoperability,enterprise_computing,10010405_2
17,enterprise_interoperability,enterprise_computing,10010405_2
18,business_intelligence,enterprise_computing,10010405_2
19,business-it_alignment,enterprise_computing,10010405_2
20,it_governance,enterprise_computing,10010405_2
21,enterprise_computing_infrastructures,enterprise_computing,10010405_2
22,enterprise_data_management,enterprise_computing,10010405_2
23,service-oriented_architectures,it_architectures,10010405_2
24,event-driven_architectures,it_architectures,10010405_2
0,high-speed_input_/_output,input_/_output_circuits,10010583_3
1,interconnect,integrated_circuits,10010583_3
2,logic_circuits,integrated_circuits,10010583_3
3,reconfigurable_logic_and_fpgas,integrated_circuits,10010583_3
4,input_/_output_circuits,integrated_circuits,10010583_3
5,design_modules_and_hierarchy,integrated_circuits,10010583_3
6,3d_integrated_circuits,integrated_circuits,10010583_3
7,transistors,integrated_circuits,10010583_3
8,logic_families,integrated_circuits,10010583_3
9,digital_switches,integrated_circuits,10010583_3
10,hardware_accelerators,integrated_circuits,10010583_3
11,evolvable_hardware,integrated_circuits,10010583_3
12,semiconductor_memory,integrated_circuits,10010583_3
13,asynchronous_circuits,integrated_circuits,10010583_3
14,metallic_interconnect,interconnect,10010583_3
15,photonic_and_optical_interconnect,interconnect,10010583_3
16,radio_frequency_and_wireless_interconnect,interconnect,10010583_3
17,programmable_interconnect,interconnect,10010583_3
18,combinational_circuits,logic_circuits,10010583_3
19,sequential_circuits,logic_circuits,10010583_3
20,arithmetic_and_datapath_circuits,logic_circuits,10010583_3
21,reconfigurable_logic_applications,reconfigurable_logic_and_fpgas,10010583_3
