,group,child,parent
0,10002950_1,Graph theory,Discrete mathematics
1,10002950_1,Graphs and surfaces,Graph theory
2,10002950_1,Graph algorithms,Graph theory
3,10002950_1,Graph coloring,Graph theory
4,10002950_1,Extremal graph theory,Graph theory
5,10002950_1,Hypergraphs,Graph theory
6,10002950_1,Network flows,Graph theory
7,10002950_1,Paths and connectivity problems,Graph theory
8,10002950_1,Matchings and factors,Graph theory
9,10002950_1,Trees,Graph theory
10,10002950_1,Spectra of graphs,Graph theory
11,10002950_1,Random graphs,Graph theory
12,10002950_1,Graph enumeration,Graph theory
13,10002950_1,Combinatorics,Discrete mathematics
14,10002950_1,Enumeration,Combinatorics
15,10002950_1,Permutations and combinations,Combinatorics
16,10002950_1,Combinatoric problems,Combinatorics
17,10002950_1,Combinatorial algorithms,Combinatorics
18,10002950_1,Combinatorial optimization,Combinatorics
19,10002950_1,Generating functions,Discrete mathematics
20,10002950_1,Approximation algorithms,Discrete mathematics
21,10002950_1,Matroids and greedoids,Combinatorics
22,10002950_4,Mathematical Analysis,Mathematics and Computation
23,10002950_4,Differential equations,Mathematical Analysis
24,10002950_4,Ordinary differential equations,Differential equations
25,10002950_4,Partial differential equations,Differential equations
26,10002950_4,Differential algebraic equations,Differential equations
27,10002950_4,Differential variational inequalities,Differential equations
28,10002950_4,Integral calculus,Mathematical Analysis
29,10002950_4,Integral equations,Integral calculus
30,10002950_4,Quadrature,Integral calculus
31,10002950_4,Functional analysis,Mathematical Analysis
32,10002950_4,Calculus,Mathematical Analysis
33,10002950_4,Optimization,Mathematics and Computation
34,10002950_4,Continuous optimization,Optimization
35,10002950_4,Discrete optimization,Optimization
36,10002950_4,Nonconvex optimization,Optimization
37,10002950_4,Linear programming,Optimization
38,10002950_4,Quadratic programming,Optimization
39,10002950_4,Semidefinite programming,Optimization
40,10002950_4,Mixed discrete-continuous optimization,Optimization
41,10002950_4,Network optimization,Optimization
42,10002950_4,Optimization with randomized search heuristics,Optimization
43,10002950_4,Bio-inspired optimization,Optimization
44,10002950_4,Genetic programming,Bio-inspired optimization
45,10002950_4,Evolutionary algorithms,Bio-inspired optimization
46,10002950_4,Simulated annealing,Bio-inspired optimization
47,10002950_4,Tabu search,Bio-inspired optimization
48,10002950_4,Submodular optimization and polymatroids,Optimization
49,10002950_4,Non-parametric optimization,Optimization
50,10002950_4,Quasiconvex programming and unimodality,Optimization
51,10002950_4,Numerical Analysis,Mathematics and Computation
52,10002950_4,Numerical differentiation,Numerical Analysis
53,10002950_4,Mesh generation,Numerical Analysis
54,10002950_4,Interpolation,Numerical Analysis
55,10002950_4,Computation of transforms,Numerical Analysis
56,10002950_4,Arbitrary-precision arithmetic,Numerical Analysis
57,10002950_4,Computations on matrices,Numerical Analysis
58,10002950_4,Computations on polynomials,Numerical Analysis
59,10002950_4,Computations in finite fields,Numerical Analysis
60,10002950_4,Algebra,Mathematics and Computation
61,10002950_4,Gr???bner bases and other special bases,Algebra
62,10002950_4,Number-theoretic computations,Algebra
63,10002950_4,Differential calculus,Algebra
64,10002950_4,Computational Techniques,Mathematics and Computation
65,10002950_4,Randomized local search,Computational Techniques
66,10002950_4,Stochastic control and optimization,Computational Techniques
67,10002950_4,Discretization,Computational Techniques
68,10002950_5,Topology,Continuous mathematics
69,10002950_5,Point-set topology,Topology
70,10002950_5,Algebraic topology,Topology
71,10002950_5,Geometric topology,Topology
72,10002950_5,Continuous functions,Continuous mathematics
73,10002950_5,Calculus,Continuous mathematics
74,10002951_3,Enterprise Information Systems,Information Systems
75,10002951_3,Enterprise applications,Enterprise Information Systems
76,10002951_3,Enterprise resource planning,Enterprise Information Systems
77,10002951_3,Data warehouses,Enterprise Information Systems
78,10002951_3,Data Analytics,Information Systems
79,10002951_3,Data mining,Data Analytics
80,10002951_3,Data cleaning,Data Analytics
81,10002951_3,Data streaming,Data Analytics
82,10002951_3,Online analytical processing,Data Analytics
83,10002951_3,Clustering,Data Analytics
84,10002951_3,Association rules,Data Analytics
85,10002951_3,Nearest-neighbor search,Data Analytics
86,10002951_3,Collaborative and Social Computing Systems,Information Systems
87,10002951_3,Wikis,Collaborative and Social Computing Systems
88,10002951_3,Blogs,Collaborative and Social Computing Systems
89,10002951_3,Social networking sites,Collaborative and Social Computing Systems
90,10002951_3,Social tagging systems,Collaborative and Social Computing Systems
91,10002951_3,Multimedia Systems,Information Systems
92,10002951_3,Multimedia content creation,Multimedia Systems
93,10002951_3,Multimedia databases,Multimedia Systems
94,10002951_3,Multimedia information systems,Multimedia Systems
95,10002951_3,Multimedia streaming,Multimedia Systems
96,10002951_3,Geographic Information Systems,Information Systems
97,10002951_3,Global positioning systems,Geographic Information Systems
98,10002951_3,Location-based services,Geographic Information Systems
99,10002951_3,Spatial-temporal systems,Geographic Information Systems
100,10002951_3,Mobile and Distributed Systems,Information Systems
101,10002951_3,Mobile information processing systems,Mobile and Distributed Systems
102,10002951_3,Sensor networks,Mobile and Distributed Systems
103,10002951_3,Data centers,Mobile and Distributed Systems
104,10002951_3,Decision Support Systems,Information Systems
105,10002951_3,Expert systems,Decision Support Systems
106,10002951_3,Computing Platforms,Information Systems
107,10002951_3,Asynchronous editors,Computing Platforms
108,10002951_3,Synchronous editors,Computing Platforms
109,10002978_1,Mathematical foundations of cryptography,Cryptography
110,10002978_1,Symmetric cryptography and hash functions,Cryptography
111,10002978_1,Public key (asymmetric) techniques,Cryptography
112,10002978_1,Key management,Cryptography
113,10002978_1,Cryptanalysis and other attacks,Cryptography
114,10002978_1,Information-theoretic techniques,Cryptography
115,10002978_1,Block and stream ciphers,Symmetric cryptography and hash functions
116,10002978_1,Hash functions and message authentication codes,Symmetric cryptography and hash functions
117,10002978_1,Public key encryption,Public key (asymmetric) techniques
118,10002978_1,Digital signatures,Public key (asymmetric) techniques
119,10002978_10,Economics of security and privacy,Security and Privacy
120,10002978_10,Social aspects of security and privacy,Security and Privacy
121,10002978_10,Usability in security and privacy,Security and Privacy
122,10002978_10,Human and societal aspects of security and privacy,Security and Privacy
123,10002978_10,Privacy protections,Security and Privacy
124,10002978_2,Formal methods and theory of security,Logic and verification
125,10002978_2,Security requirements,Logic and verification
126,10002978_2,Formal security models,Formal methods and theory of security
127,10002978_2,Trust frameworks,Logic and verification
128,10002978_3,Access control,Security services
129,10002978_3,Authorization,Security services
130,10002978_3,Authentication,Security services
131,10002978_3,Multi-factor authentication,Authentication
132,10002978_3,Biometrics,Authentication
133,10002978_3,Graphical / visual passwords,Authentication
134,10002978_3,Privacy-preserving protocols,Security services
135,10002978_3,Digital rights management,Security services
136,10002978_3,"Pseudonymity, anonymity and untraceability",Security services
137,10002978_4,Intrusion detection systems,Malware and its mitigation
138,10002978_4,Intrusion/anomaly detection and malware mitigation,Malware and its mitigation
139,10002978_4,Phishing,Malware and its mitigation
140,10002978_4,Spoofing attacks,Malware and its mitigation
141,10002978_4,Social engineering attacks,Malware and its mitigation
142,10002978_4,Artificial immune systems,Malware and its mitigation
143,10002978_5,Hardware security implementation,Security in hardware
144,10002978_5,Tamper-proof and tamper-resistant designs,Security in hardware
145,10002978_5,Embedded systems security,Security in hardware
146,10002978_5,Hardware attacks and countermeasures,Security in hardware
147,10002978_5,Side-channel analysis and countermeasures,Security in hardware
148,10002978_5,Malicious design modifications,Security in hardware
149,10002978_5,Hardware-based security protocols,Security in hardware
150,10002978_6,Operating systems security,Systems security
151,10002978_6,Virtualization and security,Systems security
152,10002978_6,File system security,Systems security
153,10002978_6,Mobile platform security,Systems security
154,10002978_6,Browser security,Systems security
155,10002978_6,Distributed systems security,Systems security
156,10002978_6,Trusted computing,Systems security
157,10002978_6,Firewalls,Systems security
158,10002978_6,Denial-of-service attacks,Systems security
159,10002978_6,Vulnerability management,Systems security
160,10002978_6,Vulnerability scanners,Vulnerability management
161,10002978_6,Penetration testing,Systems security
162,10002978_6,Information flow control,Systems security
163,10002978_8,Database activity monitoring,Database and storage security
164,10002978_8,Management and querying of encrypted data,Database and storage security
165,10002978_8,Data anonymization and sanitization,Database and storage security
166,10002978_8,Information accountability and usage control,Database and storage security
