,group,child,parent
0,10002950_1,Graph algorithms,Graph theory
1,10002950_1,Graph enumeration,Graph theory
2,10002950_1,Network flows,Graph algorithms
3,10002950_1,Matchings and factors,Graph algorithms
4,10002950_1,Paths and connectivity problems,Graph algorithms
5,10002950_1,Spectra of graphs,Graph theory
6,10002950_1,Combinatorics,Graph theory
7,10002950_1,Permutations and combinations,Combinatorics
8,10002950_1,Combinatorial optimization,Combinatorics
9,10002950_1,Combinatoric problems,Combinatorics
10,10002950_1,Generating functions,Combinatorics
11,10002950_1,Enumeration,Combinatorics
12,10002950_1,Matroids and greedoids,Discrete mathematics
13,10002950_1,Hypergraphs,Discrete mathematics
14,10002950_1,Random graphs,Graph theory
15,10002950_1,Extremal graph theory,Graph theory
16,10002950_1,Approximation algorithms,Combinatorial algorithms
17,10002950_1,Combinatorial algorithms,Discrete mathematics
18,10002950_1,Trees,Graph theory
19,10002950_1,Graph coloring,Graph theory
20,10002950_1,Combinatorics on words,Combinatorics
21,10002950_4,Differential equations,Mathematical analysis
22,10002950_4,Ordinary differential equations,Differential equations
23,10002950_4,Partial differential equations,Differential equations
24,10002950_4,Differential algebraic equations,Differential equations
25,10002950_4,Differential variational inequalities,Differential equations
26,10002950_4,Numerical analysis,Mathematical analysis
27,10002950_4,Numerical differentiation,Numerical analysis
28,10002950_4,Quadrature,Numerical analysis
29,10002950_4,Computation of transforms,Numerical analysis
30,10002950_4,Interval arithmetic,Numerical analysis
31,10002950_4,Arbitrary-precision arithmetic,Numerical analysis
32,10002950_4,Optimization,Mathematical analysis
33,10002950_4,Linear programming,Optimization
34,10002950_4,Integer programming,Optimization
35,10002950_4,Quadratic programming,Optimization
36,10002950_4,Mixed discrete-continuous optimization,Optimization
37,10002950_4,Nonlinear equations,Optimization
38,10002950_4,Nonconvex optimization,Optimization
39,10002950_4,Convex optimization,Optimization
40,10002950_4,Submodular optimization and polymatroids,Optimization
41,10002950_4,Stochastic control and optimization,Optimization
42,10002950_4,Bio-inspired optimization,Optimization
43,10002950_4,Genetic programming,Bio-inspired optimization
44,10002950_4,Evolutionary algorithms,Bio-inspired optimization
45,10002950_4,Simulated annealing,Bio-inspired optimization
46,10002950_4,Tabu search,Bio-inspired optimization
47,10002950_4,Computations on matrices,Mathematical analysis
48,10002950_4,Computations in finite fields,Mathematical analysis
49,10002950_4,Computations on polynomials,Mathematical analysis
50,10002950_4,Developmental representations,Mathematical analysis
51,10002950_4,Discrete optimization,Optimization
52,10002950_4,Approximation,Numerical analysis
53,10002950_4,Automatic differentiation,Numerical analysis
