,group,child,parent
0,10002950_1,Combinatorics,Discrete mathematics
1,10002950_1,Graph theory,Discrete mathematics
2,10002950_1,Combinatorial optimization,Combinatorics
3,10002950_1,Combinatorial algorithms,Combinatorics
4,10002950_1,Permutations and combinations,Combinatorics
5,10002950_1,Enumeration,Combinatorics
6,10002950_1,Combinatoric problems,Combinatorics
7,10002950_1,Combinatorics on words,Combinatorics
8,10002950_1,Graph algorithms,Graph theory
9,10002950_1,Graphs and surfaces,Graph theory
10,10002950_1,Extremal graph theory,Graph theory
11,10002950_1,Graph enumeration,Graph theory
12,10002950_1,Paths and connectivity problems,Graph theory
13,10002950_1,Graph coloring,Graph theory
14,10002950_1,Network flows,Graph theory
15,10002950_1,Matchings and factors,Graph theory
16,10002950_1,Hypergraphs,Graph theory
17,10002950_1,Random graphs,Graph theory
18,10002950_1,Matroids and greedoids,Graph theory
19,10002950_1,Approximation algorithms,Combinatorial algorithms
20,10002950_1,Generating functions,Combinatorics
21,10002950_1,Spectra of graphs,Graph theory
22,10002950_4,Mathematical Analysis,Mathematics
23,10002950_4,Integral calculus,Mathematical Analysis
24,10002950_4,Differential calculus,Mathematical Analysis
25,10002950_4,Functional analysis,Mathematical Analysis
26,10002950_4,Numerical analysis,Mathematical Analysis
27,10002950_4,Differential Equations,Mathematics
28,10002950_4,Ordinary differential equations,Differential Equations
29,10002950_4,Partial differential equations,Differential Equations
30,10002950_4,Differential algebraic equations,Differential Equations
31,10002950_4,Differential variational inequalities,Differential Equations
32,10002950_4,Integral Equations,Mathematics
33,10002950_4,Optimization,Mathematics
34,10002950_4,Linear programming,Optimization
35,10002950_4,Quadratic programming,Optimization
36,10002950_4,Integer programming,Optimization
37,10002950_4,Nonlinear equations,Optimization
38,10002950_4,Non-convex optimization,Optimization
39,10002950_4,Convex optimization,Optimization
40,10002950_4,Semidefinite programming,Optimization
41,10002950_4,Discrete optimization,Optimization
42,10002950_4,Continuous optimization,Optimization
43,10002950_4,Mixed discrete-continuous optimization,Optimization
44,10002950_4,Arbitrary-precision arithmetic,Optimization
45,10002950_4,Optimization with randomized search heuristics,Optimization
