,0
0,"
graph LR
0[""StartNode""] --> 1[""Interview Patients""]
0 --> 2[""File results and expertise""]
1 --> 3[""Interview results (data object)""]
3 --> 2
2 --> 4[""Create report""]
4 --> 5{""Expert responds in time?""}
5 --> |""Yes""| 6[""Forward report to referee""]
5 --> |""No""| 7[""Ask for external expertise""]
6 --> 8[""Fill out check for expenses""]
8 --> 9[""EndNode""]
"
1,"
graph LR
0[""StartNode""] --> 1[""Register participation""]
1 --> 2{""Fees required?""}
2 --> |""No""| 3[""Register post-seminar results""]
2 --> |""Yes""| 4[""Create purchase request""]
3 --> 5[""EndNode""]
4 --> 6{""Purchase approved?""}
6 --> |""No""| 7[""Notify rejection""]
6 --> |""Yes""| 8[""Send approval notification""]
7 --> 5
8 --> 3
"
2,"
graph LR
0[""Accept item""] --> 1[""Dairy""]
0 --> 2[""Other""]
0 --> 3[""Vegetable""]
1 --> 4[""Fruits""]
1 --> 5[""Fruit Categorization""]
2 --> 4
2 --> 5
3 --> 6[""Vegetable Categorization""]

4 --> 11[""Temperature Weight and Date Center""]
5 --> 11
6 --> 11

1 --> 7[""Milk""]
1 --> 8[""Cheese""]
7 --> 11
8 --> 11

2 --> 9[""Non-perishable""]
2 --> 10[""Perishable""]
9 --> 11
10 --> 11

11 --> 12[""Store items based on item policy""]
"
3,"
graph LR
0[""Detect incident""] --> 1{""Financial impact?""}
1 --> |""YES""|2[""Open EMS""]
1 --> |""NO""|14[""End Process""]
2 --> 3[""Contact Application Team""]
2 --> 4[""Contact SA Team""]
2 --> 5[""Contact DBA Team""]
2 --> 6[""Open conference line""]
6 --> 7[""Troubleshoot issue""]
5 --> 8{""Resolution known?""}
8 --> |""YES""|9[""Fix issue""]
8 --> |""NO""|10[""Check with vendor""]
9 --> 11[""Resolve and close EMS""]
11 --> 14
10 --> 12{""Vendor has a fix?""}
12 --> |""YES""|9
12 --> |""NO""|13[""Failover to COB""]
13 --> 9
"
4,"
graph LR
0[""Open event creation page""] --> 1[""Populate name form""]
1 --> 2[""Populate time forms""]
2 --> 3[""Populate location forms""]
3 --> 4[""Populate additional information""]
4 --> 5[""Configure privacy settings""]
5 --> 6[""Confirm event creation""]
6 --> 7{""Is name form populated?""}
7 --> |""Yes""|8{""Does end time occur after start time?""}
7 --> |""No""|1
8 --> |""Yes""|9[""Save event information""]
8 --> |""No""|10[""Display incorrect time notification""]
9 --> 11[""End process""]
10 --> 2
"
5,"
graph LR
0[""Weekly, in time for discounts""] --> 1[""Pay invoices""]
1 --> 2[""Generate payment report""]
2 --> 3[""Send payment report to Accounts Receivable Department""]
2 --> 4[""Send payment report to registry""]
2 --> 5[""Generate monthly invoices""]
5 --> 6[""Send out the invoices""]
3 --> 6
4 --> 6
"
6,"
graph LR
0[""Submit Purchase Order""] --> 1[""Select Warehouse""]
1 --> 2[""Reserve Inventory""]
2 --> 3{""Purpose of Inventory Reservation""}
3 --> |""Replenish""|2
3 --> |""Confirm order for delivery""|4[""EndNode""]
"
7,"
graph LR
0[""StartNode""] --> 1[""Verify RFQ""]
1 --> 2{""RFQ verified?""}
2 --> |""No""| 3[""Ask for more information""]
3 --> 4[""Provide clarification""]
4 --> 1
2 --> |""Yes""| 5[""Analyze RFQ""]
5 --> 6[""Provide L&M cost estimates""]
6 --> 7{""RFQ verified?""}
7 --> |""No""| 3
7 --> |""Yes""| 8[""Add overhead costs""]
8 --> 9[""Generate pricing options""]
9 --> 10[""Generate sales quote""]
10 --> 11[""EndNode""]
"
8,"
graph LR
0[""Receive negotiated conditions""] --> 1[""Check for completeness""]
1 --> 2{""Data complete?""}
2 --> |""Yes""| 3[""Perform risk assessment""]
2 --> |""No""| 4[""Send failure notice""]
3 --> 5[""Check reinsurance option""]
5 --> 6[""Finish contract""]
3 --> 1
4 --> 7[""End""]
6 --> 7
"
9,"
graph LR
0[""Hungry feeling""] --> 1[""Decide to cook""]
1 --> 2[""Choose recipes""]
2 --> 3[""Prepare ingredients""]
3 --> 4[""Prepare water for pasta""]
3 --> 5[""Prepare salad for washing""]
4 --> 6[""Put pasta into water""]
5 --> 7[""Wash salad""]
6 --> 8[""Prepare ingredients for sauce""]
7 --> 9[""Prepare ingredients for dressing""]
8 --> 10[""Make sauce""]
9 --> 11[""Make dressing""]
10 --> 12[""Lunch prepared""]
11 --> 12
12 --> 13[""Bring dishes to table""]
13 --> 14[""Prepare dishes""]
14 --> 15[""Bring meal to table""]
15 --> 16[""Finish lunch""]
16 --> 17[""EndNode""]
"
10,"
graph LR
0[""Customer encounters a problem""] --> 1[""Obtain detailed description of the problem""]
1 --> 2{""Can I handle the problem myself?""}
2 --> |""Yes""|3[""Explain the solution""]
2 --> |""No""|4[""Send an email to the support system""]
3 --> 5[""EndNode""]
4 --> 6[""Wait for an answer to be received""]
6 --> 3
"
11,"
graph LR
0[""Complete purchase order""] --> 1[""Send invoice""]
0 --> 2[""Send goods""]
1 --> 3[""EndProcess""]
2 --> 3
"
12,"
graph LR
0[""Prepare shipment order""] --> 1[""Send shipment order""]
1 --> 2[""Carrier provides response""]
2 --> 3{""Response Positive?""}
3 --> |""Yes""|4[""Accept shipment order""]
3 --> |""No""|5[""Move to Link A (3. Acquisition of carriers)""]
4 --> 6{""Response Positive?""}
6 --> |""Yes""|7[""Ordered shipment realized""]
6 --> |""No""|5
"
13,"
graph LR
0[""Order received""] --> 1[""Create invoice""]
0 --> 2[""Prepare shipping""]
1 --> 3[""Send invoice""]
2 --> 4[""Ship item""]
3 --> 5[""Confirm payment""]
5 --> 6[""End Process""]
"
14,"
graph LR
0[""StartNode""] --> 1{""Can fulfill order?""}
1 --> |""Yes""| 2[""Confirm Order""]
1 --> |""No""| 3[""Reject Order""]
2 --> 4[""Deliver Order""]
3 --> 5[""Notify Order Rejection""]
4 --> 6[""Notify Order Delivery""]
5 --> 7[""EndNode""]
6 --> 7
"
15,"
graph LR
0[""StartNode""] --> 1[""Verify RFQ""]
1 --> 2{""Verification successful?""}
2 --> |""No""| 3[""Ask for more information""]
2 --> |""Yes""| 4[""Analyze RFQ""]
3 --> 1
4 --> 5[""Provide L&M cost estimates""]
5 --> 6[""Add overhead cost""]
6 --> 7[""Generate pricing options""]
7 --> 8[""Generate sales quote""]
8 --> 9[""EndNode""]
"
16,"
graph LR
0[""StartNode""] --> 1[""Check Customer's Credit History""]
0 --> 2[""Conduct Property Survey""]
0 --> 3[""Search Property Title""]
1 --> 4[""Credit History File""]
2 --> 5[""Survey Document""]
1 --> 6[""EndNode""]
2 --> 6
3 --> 6
"
17,"
graph LR
0[""Change status""] --> 1{""Is product on sale?""}
1 --> |""Yes""| 2[""Mark product as on sale""]
1 --> |""No""| 3[""Mark product as not on sale""]
2 --> 4{""Is product on sale?""}
3 --> 4
4 --> |""Yes""| 5[""Mark product as on sale""]
4 --> |""No""| 6[""Mark product as not on sale""]
"
18,"
graph LR
0[""Identify invoice errors""] --> 1[""Highlight errors on entry form""]
0 --> 2[""Update record of mistakes""]
1 --> 3[""Send invoice back""]
2 --> 3
"
19,"
graph LR
0[""Run invoice payment process for SSP""] --> 1[""Pay attention to 'SAP system'""]
1 --> 2[""Send payment report to Accounts Receivable""]
1 --> 3[""Run invoice payment process""]
1 --> 4[""Generate invoice payment report""]
2 --> 7[""Generate monthly invoices for clients""]
3 --> 5[""Send payment report to Client""]
3 --> 6[""Send payment report to Registry""]
7 --> 8[""Charge the clients""]
8 --> 9[""EndNode""]
5 --> 9
6 --> 9
"
20,"
graph LR
0[""Check completeness""] --> 1[""Verify credit history""]
1 --> 2[""Examine loan request""]
2 --> 3{""Check Result?""}
3 --> |""Rejection""|4[""Customer request rejected""]
3 --> |""Acceptance""|5[""Customer request approved""]
"
21,"
graph LR
0[""Extract work orders""] --> 2[""Load work orders""]
1[""Extract notifications""] --> 5[""Load notifications""]
2 --> 6[""Pull together work order report""]
3[""Extract inspection orders""] --> 4[""Load inspection orders""]
4 --> 7[""Pull together inspection order report""]
5 --> 8[""Pull together notification report""]
6 --> 9[""Link reports from PPT""]
7 --> 9
8 --> 9
9 --> 10[""Create and send email""]
10 --> 11[""WHISKY""]
"
22,"
graph LR
0[""Plan the menu""] --> 1[""Prepare the chicken""]
0 --> 2[""Make the salad""]
1 --> 3[""Refine the chicken""]
3 --> 4[""Prepare the salad""]
4 --> 5[""Serve the menu""]
2 --> 5
"
23,"
graph LR
0[""StartNode""] --> 1[""Write letter""]
1 --> 2[""Obtain letter""]
2 --> 3{""Check if member?""}
3 --> |""Yes""|4[""Obtain second letter""]
3 --> |""No""|5[""EndNode""]
4 --> 6{""Check if member?""}
6 --> |""Yes""|7[""Pay fee""]
6 --> |""No""|5
7 --> 8[""Receive card""]
8 --> 5
"
24,"
graph LR
0[""Feel hungry""] --> 1[""Have dinner""]
1 --> 2[""Have a salad""]
1 --> 3[""Enjoy some ice-cream""]
1 --> 4[""Savor a plate of pasta""]
2 --> 5[""Feel satisfied""]
3 --> 5
4 --> 5
"
25,"
graph LR
0[""Start SSP process""] --> 1[""Empty SAP Master Record Outbox""]
1 --> 2[""Deliver requests to Master Data Entry Department""]
1 --> 3[""Empty Master Data Entry Outbox""]
2 --> 4[""Receive Vendor Master Record Requests Form""]
4 --> 5[""Process Vendor Master Record Requests""]
5 --> 6[""Place completed requests in Data Entry Officer Inbox""]
6 --> 7[""Process ends""]
"
26,"
graph LR
0[""StartNode""] --> 1[""Register event participation""]
1 --> 2[""Register process seminar results""]
1 --> 3[""Create purchase request""]
2 --> 4[""EndNode""]
3 --> 5{""Purchase request approve?""}
5 --> |""Rejected""|6[""Notify rejection""]
5 --> |""Approved""|7[""Send approved notification""]
6 --> 4
7 --> 2
"
