,child,parent,group
0,computability,models_of_computation,10003752_1
1,parallel_computing_models,models_of_computation,10003752_1
2,distributed_computing_models,models_of_computation,10003752_1
3,quantum_computation_theory,models_of_computation,10003752_1
4,probabilistic_computation,models_of_computation,10003752_1
5,process_calculi,models_of_computation,10003752_1
6,concurrency,models_of_computation,10003752_1
7,interactive_computation,models_of_computation,10003752_1
8,timed_and_hybrid_models,models_of_computation,10003752_1
9,streaming_models,models_of_computation,10003752_1
10,abstract_machines,models_of_computation,10003752_1
11,recursive_functions,models_of_computation,10003752_1
12,lambda_calculus,models_of_computation,10003752_1
13,turing_machines,models_of_computation,10003752_1
14,quantum_communication_complexity,quantum_computation_theory,10003752_1
15,quantum_query_complexity,quantum_computation_theory,10003752_1
16,quantum_complexity_theory,quantum_computation_theory,10003752_1
17,quantum_information_theory,quantum_computation_theory,10003752_1
0,network_monitoring,network_management,10003033_7
1,naming_and_addressing,network_management,10003033_7
2,programmable_networks,network_services,10003033_7
3,cloud_computing,network_services,10003033_7
4,network_management,network_services,10003033_7
5,in-network_processing,network_services,10003033_7
6,location_based_services,network_services,10003033_7
0,aerospace,engineering,10010405_3
1,avionics,engineering,10010405_3
2,electronics,engineering,10010405_3
3,telecommunications,engineering,10010405_3
4,computer-aided_design,engineering,10010405_3
5,astronomy,physical_sciences_and_engineering,10010405_3
6,physics,physical_sciences_and_engineering,10010405_3
7,chemistry,physical_sciences_and_engineering,10010405_3
8,earth_and_atmospheric_sciences,physical_sciences_and_engineering,10010405_3
9,environmental_sciences,physical_sciences_and_engineering,10010405_3
10,engineering,physical_sciences_and_engineering,10010405_3
11,mathematics_and_statistics,physical_sciences_and_engineering,10010405_3
12,archaeology,physical_sciences_and_engineering,10010405_3
13,internet_telephony,telecommunications,10010405_3
0,collaborative_and_social_computing_devices,collaborative_and_social_computing,10003120_3
1,collaborative_and_social_computing_systems_and_tools,collaborative_and_social_computing,10003120_3
2,computer_supported_cooperative_work,collaborative_and_social_computing,10003120_3
3,social_media,collaborative_and_social_computing,10003120_3
4,social_networks,collaborative_and_social_computing,10003120_3
5,social_content_sharing,collaborative_and_social_computing,10003120_3
6,collaborative_content_creation,collaborative_and_social_computing,10003120_3
7,social_tagging,collaborative_and_social_computing,10003120_3
8,social_recommendation,collaborative_and_social_computing,10003120_3
9,social_navigation,collaborative_and_social_computing,10003120_3
10,collaborative_filtering,collaborative_and_social_computing,10003120_3
11,social_network_analysis,collaborative_and_social_computing,10003120_3
12,ethnographic_studies,collaborative_and_social_computing,10003120_3
13,empirical_studies_in_collaborative_and_social_computing,collaborative_and_social_computing,10003120_3
14,collaborative_and_social_computing_design_and_evaluation_methods,collaborative_and_social_computing,10003120_3
15,"collaborative_and_social_computing_theory,_concepts_and_paradigms",collaborative_and_social_computing,10003120_3
16,social_engineering_(social_sciences),collaborative_and_social_computing,10003120_3
0,personal_computers_and_pc_applications,computers_in_other_domains,10010405_8
1,e-government,computers_in_other_domains,10010405_8
2,cartography,computers_in_other_domains,10010405_8
3,digital_libraries_and_archives,computers_in_other_domains,10010405_8
4,military,computers_in_other_domains,10010405_8
5,agriculture,computers_in_other_domains,10010405_8
6,publishing,computers_in_other_domains,10010405_8
7,microcomputers,computers_in_other_domains,10010405_8
8,computing_in_government,computers_in_other_domains,10010405_8
9,computer_games,computers_in_other_domains,10010405_8
10,voting_/_election_technologies,e-government,10010405_8
11,cyberwarfare,military,10010405_8
12,word_processors,personal_computers_and_pc_applications,10010405_8
13,spreadsheets,personal_computers_and_pc_applications,10010405_8
0,design_for_testability,hardware_test,10010583_8
1,defect-based_test,hardware_test,10010583_8
2,testing_with_distributed_and_parallel_systems,hardware_test,10010583_8
3,fault_models_and_test_metrics,hardware_test,10010583_8
4,board-_and_system-level_test,hardware_test,10010583_8
5,online_test_and_diagnostics,hardware_test,10010583_8
6,hardware_reliability_screening,hardware_test,10010583_8
7,"analog,_mixed-signal_and_radio_frequency_test",hardware_test,10010583_8
8,test-pattern_generation_and_fault_simulation,hardware_test,10010583_8
9,built-in_self-test,hardware_test,10010583_8
10,memory_test_and_repair,hardware_test,10010583_8
11,test_data_compression,hardware_test,10010583_8
0,system-level_fault_tolerance,fault_tolerance,10010583_9
1,error_detection_and_error_correction,hardware_reliability,10010583_9
2,fault_tolerance,hardware_reliability,10010583_9
3,transient_errors_and_upsets,hardware_reliability,10010583_9
4,safety_critical_systems,hardware_reliability,10010583_9
5,failure_prediction,hardware_reliability,10010583_9
6,early-life_failures_and_infant_mortality,hardware_reliability,10010583_9
7,aging_of_circuits_and_systems,hardware_reliability,10010583_9
8,process_variations,hardware_reliability,10010583_9
9,signal_integrity_and_noise_analysis,hardware_reliability,10010583_9
10,robustness,hardware_reliability,10010583_9
11,design_for_manufacturability,hardware_reliability,10010583_9
12,yield_and_cost_modeling,hardware_reliability,10010583_9
13,self-checking_mechanisms,hardware_reliability,10010583_9
14,redundancy,hardware_reliability,10010583_9
15,yield_and_cost_optimization,hardware_reliability,10010583_9
16,circuit_hardening,hardware_reliability,10010583_9
0,network_design_and_planning_algorithms,network_algorithms,10003033_4
1,traffic_engineering_algorithms,network_algorithms,10003033_4
2,network_control_algorithms,network_algorithms,10003033_4
3,control_path_algorithms,network_algorithms,10003033_4
4,data_path_algorithms,network_algorithms,10003033_4
5,deep_packet_inspection,network_algorithms,10003033_4
6,packet_classification,network_algorithms,10003033_4
7,packet_scheduling,network_algorithms,10003033_4
8,network_resources_allocation,network_algorithms,10003033_4
9,network_economics,network_algorithms,10003033_4
0,ethnography,anthropology,10010405_5
0,business_process_management_systems,business_process_management,10010405_2
1,business_process_modeling,business_process_management,10010405_2
2,business_process_monitoring,business_process_management,10010405_2
3,business_rules,business_process_management,10010405_2
4,cross-organizational_business_processes,business_process_management,10010405_2
5,"enterprise_ontologies,_taxonomies_and_vocabularies",enterprise_architecture_frameworks,10010405_2
6,enterprise_architecture_frameworks,enterprise_architectures,10010405_2
7,enterprise_architecture_management,enterprise_architectures,10010405_2
8,enterprise_modeling,enterprise_architectures,10010405_2
9,enterprise_architecture_modeling,enterprise_architectures,10010405_2
10,business_process_management,enterprise_computing,10010405_2
11,it_governance,enterprise_computing,10010405_2
12,enterprise_information_systems,enterprise_computing,10010405_2
13,service-oriented_architectures,enterprise_computing,10010405_2
14,business_intelligence,enterprise_computing,10010405_2
15,enterprise_computing_infrastructures,enterprise_computing,10010405_2
16,reference_models,enterprise_computing,10010405_2
17,enterprise_interoperability,enterprise_computing,10010405_2
18,enterprise_data_management,enterprise_computing,10010405_2
19,information_integration_and_interoperability,enterprise_computing,10010405_2
20,it_architectures,enterprise_computing,10010405_2
21,enterprise_application_integration,enterprise_computing,10010405_2
22,enterprise_architectures,it_architectures,10010405_2
23,event-driven_architectures,it_architectures,10010405_2
24,business-it_alignment,it_governance,10010405_2
0,calculus,continuous_mathematics,10002950_5
1,topology,continuous_mathematics,10002950_5
2,continuous_functions,continuous_mathematics,10002950_5
3,point-set_topology,topology,10002950_5
4,algebraic_topology,topology,10002950_5
5,geometric_topology,topology,10002950_5
0,usability_testing,hci_design_and_evaluation_methods,10003120_1
1,heuristic_evaluations,hci_design_and_evaluation_methods,10003120_1
2,walkthrough_evaluations,hci_design_and_evaluation_methods,10003120_1
3,interaction_techniques,human_computer_interaction_(hci),10003120_1
4,interaction_paradigms,human_computer_interaction_(hci),10003120_1
5,user_models,human_computer_interaction_(hci),10003120_1
6,user_interface_toolkits,human_computer_interaction_(hci),10003120_1
7,user_interface_management_systems,human_computer_interaction_(hci),10003120_1
8,user_interface_programming,human_computer_interaction_(hci),10003120_1
9,user_studies,human_computer_interaction_(hci),10003120_1
10,laboratory_experiments,human_computer_interaction_(hci),10003120_1
11,displays_and_imagers,human_computer_interaction_(hci),10003120_1
12,graphical_user_interfaces,human_computer_interaction_(hci),10003120_1
13,"hci_theory,_concepts_and_models",human_computer_interaction_(hci),10003120_1
14,interactive_systems_and_tools,human_computer_interaction_(hci),10003120_1
15,interaction_devices,human_computer_interaction_(hci),10003120_1
16,hci_design_and_evaluation_methods,human_computer_interaction_(hci),10003120_1
17,mixed_/_augmented_reality,human_computer_interaction_(hci),10003120_1
18,pointing_devices,interaction_devices,10003120_1
19,touch_screens,interaction_devices,10003120_1
20,keyboards,interaction_devices,10003120_1
21,graphics_input_devices,interaction_devices,10003120_1
22,haptic_devices,interaction_devices,10003120_1
23,virtual_reality,interaction_paradigms,10003120_1
24,collaborative_interaction,interaction_paradigms,10003120_1
25,web-based_interaction,interaction_paradigms,10003120_1
26,natural_language_interfaces,interaction_techniques,10003120_1
27,command_line_interfaces,interaction_techniques,10003120_1
28,text_input,interaction_techniques,10003120_1
29,gestural_input,interaction_techniques,10003120_1
30,auditory_feedback,interaction_techniques,10003120_1
31,pointing,interaction_techniques,10003120_1
32,sound-based_input_/_output,interaction_techniques,10003120_1
33,empirical_studies_in_hci,user_studies,10003120_1
34,field_studies,user_studies,10003120_1
35,hypertext_/_hypermedia,web-based_interaction,10003120_1
0,network_range,network_properties,10003033_6
1,network_mobility,network_properties,10003033_6
2,error_detection_and_error_correction,network_properties,10003033_6
3,network_reliability,network_properties,10003033_6
4,network_privacy_and_anonymity,network_properties,10003033_6
5,network_topology_types,network_structure,10003033_6
6,network_properties,network_structure,10003033_6
7,network_dynamics,network_structure,10003033_6
8,network_security,network_structure,10003033_6
9,network_manageability,network_structure,10003033_6
10,physical_topologies,network_topology_types,10003033_6
11,logical_/_virtual_topologies,network_topology_types,10003033_6
12,local_area_networks,network_topology_types,10003033_6
13,wide_area_networks,network_topology_types,10003033_6
14,metropolitan_area_networks,network_topology_types,10003033_6
15,very_long-range_networks,network_topology_types,10003033_6
16,short-range_networks,network_topology_types,10003033_6
17,wireless_mesh_networks,network_topology_types,10003033_6
18,hybrid_networks,network_topology_types,10003033_6
19,topology_analysis_and_generation,network_topology_types,10003033_6
20,mesh_networks,network_topology_types,10003033_6
21,star_networks,physical_topologies,10003033_6
22,bus_networks,physical_topologies,10003033_6
23,ring_networks,physical_topologies,10003033_6
24,point-to-point_networks,physical_topologies,10003033_6
25,token_ring_networks,physical_topologies,10003033_6
26,fiber_distributed_data_interface_(fddi),physical_topologies,10003033_6
0,operating_systems_security,systems_security,10002978_6
1,mobile_platform_security,systems_security,10002978_6
2,browser_security,systems_security,10002978_6
3,virtualization_and_security,systems_security,10002978_6
4,trusted_computing,systems_security,10002978_6
5,information_flow_control,systems_security,10002978_6
6,vulnerability_management,systems_security,10002978_6
7,denial-of-service_attacks,systems_security,10002978_6
8,firewalls,systems_security,10002978_6
9,file_system_security,systems_security,10002978_6
10,distributed_systems_security,systems_security,10002978_6
11,penetration_testing,systems_security,10002978_6
12,vulnerability_scanners,vulnerability_management,10002978_6
0,analog_and_mixed-signal_circuit_optimization,analog_and_mixed-signal_circuits,10010583_4
1,analog_and_mixed-signal_circuit_synthesis,analog_and_mixed-signal_circuits,10010583_4
2,radio_frequency_and_wireless_circuits,analog_and_mixed-signal_circuits,10010583_4
3,application_specific_processors,application_specific_integrated_circuits,10010583_4
4,application_specific_instruction_set_processors,application_specific_integrated_circuits,10010583_4
5,application-specific_vlsi_designs,application_specific_integrated_circuits,10010583_4
6,analog_and_mixed-signal_circuits,very_large_scale_integration_design,10010583_4
7,vlsi_design_manufacturing_considerations,very_large_scale_integration_design,10010583_4
8,economics_of_chip_design_and_manufacturing,very_large_scale_integration_design,10010583_4
9,clock_generation_and_timing,very_large_scale_integration_design,10010583_4
10,input_/_output_styles,very_large_scale_integration_design,10010583_4
11,vlsi_system_specification_and_constraints,very_large_scale_integration_design,10010583_4
12,vlsi_packaging,very_large_scale_integration_design,10010583_4
13,platform-based_design,very_large_scale_integration_design,10010583_4
14,die_and_wafer_stacking,very_large_scale_integration_design,10010583_4
15,on-chip_sensors,very_large_scale_integration_design,10010583_4
16,network_on_chip,very_large_scale_integration_design,10010583_4
17,wireline_communication,very_large_scale_integration_design,10010583_4
18,hard_and_soft_ip,very_large_scale_integration_design,10010583_4
19,3d_integrated_circuits,very_large_scale_integration_design,10010583_4
20,standard_cell_libraries,very_large_scale_integration_design,10010583_4
21,on-chip_resource_management,very_large_scale_integration_design,10010583_4
22,full-custom_circuits,very_large_scale_integration_design,10010583_4
23,design_rules,very_large_scale_integration_design,10010583_4
24,multi-chip_modules,very_large_scale_integration_design,10010583_4
25,design_reuse_and_communication-based_design,very_large_scale_integration_design,10010583_4
26,application_specific_integrated_circuits,very_large_scale_integration_design,10010583_4
27,package-level_interconnect,very_large_scale_integration_design,10010583_4
28,data_conversion,very_large_scale_integration_design,10010583_4
29,system_on_a_chip,very_large_scale_integration_design,10010583_4
0,pcb_design_and_layout,printed_circuit_boards,10010583_1
1,electromagnetic_interference_and_compatibility,printed_circuit_boards,10010583_1
0,genomics,computational_biology,10010405_4
1,proteomics,computational_biology,10010405_4
2,transcriptomics,computational_biology,10010405_4
3,systems_biology,computational_biology,10010405_4
4,computational_genomics,computational_biology,10010405_4
5,computational_proteomics,computational_biology,10010405_4
6,metabolomics_/_metabonomics,computational_biology,10010405_4
7,molecular_structural_biology,computational_biology,10010405_4
8,molecular_evolution,computational_biology,10010405_4
9,molecular_sequence_analysis,genomics,10010405_4
10,sequencing_and_genotyping_technologies,genomics,10010405_4
11,recognition_of_genes_and_regulatory_elements,genomics,10010405_4
12,population_genetics,genomics,10010405_4
13,consumer_health,health_informatics,10010405_4
14,bioinformatics,life_and_medical_sciences,10010405_4
15,imaging,life_and_medical_sciences,10010405_4
16,health_informatics,life_and_medical_sciences,10010405_4
17,health_care_information_systems,life_and_medical_sciences,10010405_4
18,computational_biology,life_and_medical_sciences,10010405_4
19,genetics,life_and_medical_sciences,10010405_4
20,biological_networks,systems_biology,10010405_4
21,computational_transcriptomics,transcriptomics,10010405_4
0,network_performance_evaluation,network_performance_analysis,10003033_5
1,network_measurement,network_performance_analysis,10003033_5
2,network_performance_modeling,network_performance_analysis,10003033_5
3,network_experimentation,network_performance_analysis,10003033_5
4,network_simulations,network_performance_modeling,10003033_5
0,mobile_ad_hoc_networks,ad_hoc_networks,10003033_8
1,wireless_access_networks,network_types,10003033_8
2,wired_access_networks,network_types,10003033_8
3,packet-switching_networks,network_types,10003033_8
4,ad_hoc_networks,network_types,10003033_8
5,peer-to-peer_networks,network_types,10003033_8
6,overlay_and_other_logical_network_structures,network_types,10003033_8
7,cyber-physical_networks,network_types,10003033_8
8,sensor_networks,network_types,10003033_8
9,network_on_chip,network_types,10003033_8
10,data_center_networks,network_types,10003033_8
11,storage_area_networks,network_types,10003033_8
12,home_networks,network_types,10003033_8
13,world_wide_web_(network_structure),network_types,10003033_8
14,public_internet,network_types,10003033_8
15,social_media_networks,network_types,10003033_8
16,mobile_networks,network_types,10003033_8
17,online_social_networks,network_types,10003033_8
18,wireless_local_area_networks,wireless_access_networks,10003033_8
19,wireless_personal_area_networks,wireless_access_networks,10003033_8
0,mobile_devices,mobile_computing,10003120_4
1,smartphones,mobile_devices,10003120_4
2,mobile_phones,mobile_devices,10003120_4
3,tablet_computers,mobile_devices,10003120_4
4,e-book_readers,mobile_devices,10003120_4
5,portable_media_players,mobile_devices,10003120_4
6,handheld_game_consoles,mobile_devices,10003120_4
7,personal_digital_assistants,mobile_devices,10003120_4
8,"ubiquitous_and_mobile_computing_theory,_concepts_and_paradigms",ubiquitous_and_mobile_computing,10003120_4
9,ubiquitous_and_mobile_computing_systems_and_tools,ubiquitous_and_mobile_computing,10003120_4
10,ubiquitous_and_mobile_computing_design_and_evaluation_methods,ubiquitous_and_mobile_computing,10003120_4
11,empirical_studies_in_ubiquitous_and_mobile_computing,ubiquitous_and_mobile_computing,10003120_4
12,ubiquitous_and_mobile_devices,ubiquitous_and_mobile_computing,10003120_4
13,mobile_computing,ubiquitous_and_mobile_computing,10003120_4
14,ubiquitous_computing,ubiquitous_and_mobile_computing,10003120_4
15,ambient_intelligence,ubiquitous_computing,10003120_4
16,interactive_whiteboards,ubiquitous_computing,10003120_4
0,control_primitives,program_constructs,10003752_8
1,object_oriented_constructs,program_constructs,10003752_8
2,functional_constructs,program_constructs,10003752_8
3,program_verification,program_reasoning,10003752_8
4,assertions,program_reasoning,10003752_8
5,program_specifications,program_semantics,10003752_8
6,program_constructs,program_semantics,10003752_8
7,program_schemes,program_semantics,10003752_8
8,program_reasoning,program_semantics,10003752_8
9,semantics_and_reasoning,program_semantics,10003752_8
10,type_structures,program_semantics,10003752_8
11,abstraction,program_semantics,10003752_8
12,parsing,program_semantics,10003752_8
13,program_analysis,program_semantics,10003752_8
14,pre-_and_post-conditions,program_specifications,10003752_8
15,invariants,program_specifications,10003752_8
16,operational_semantics,semantics_and_reasoning,10003752_8
17,denotational_semantics,semantics_and_reasoning,10003752_8
18,axiomatic_semantics,semantics_and_reasoning,10003752_8
19,algebraic_semantics,semantics_and_reasoning,10003752_8
20,categorical_semantics,semantics_and_reasoning,10003752_8
21,action_semantics,semantics_and_reasoning,10003752_8
0,human_and_societal_aspects_of_security_and_privacy,usability_in_security_and_privacy,10002978_10
1,privacy_protections,usability_in_security_and_privacy,10002978_10
2,social_aspects_of_security_and_privacy,usability_in_security_and_privacy,10002978_10
