,group,child,parent
0,10002950_1,Graph theory,Discrete mathematics
1,10002950_1,Graphs and surfaces,Graph theory
2,10002950_1,Random graphs,Graph theory
3,10002950_1,Graph algorithms,Graph theory
4,10002950_1,Graph enumeration,Graph theory
5,10002950_1,Graph coloring,Graph theory
6,10002950_1,Matchings and factors,Graph theory
7,10002950_1,Paths and connectivity problems,Graph theory
8,10002950_1,Extremal graph theory,Graph theory
9,10002950_1,Combinatorics,Discrete mathematics
10,10002950_1,Combinatorial optimization,Combinatorics
11,10002950_1,Combinatorial algorithms,Combinatorics
12,10002950_1,Enumeration,Combinatorics
13,10002950_1,Generating functions,Combinatorics
14,10002950_1,Permutations and combinations,Combinatorics
15,10002950_1,Matroids and greedoids,Combinatorics
16,10002950_4,Continuous optimization,Mathematical optimization
17,10002950_4,Ordinary differential equations,Continuous optimization
18,10002950_4,Differential equations,Continuous optimization
19,10002950_4,Differential calculus,Continuous optimization
20,10002950_4,Partial differential equations,Continuous optimization
21,10002950_4,Differential variational inequalities,Continuous optimization
22,10002950_4,Nonlinear equations,Continuous optimization
23,10002950_4,Discrete optimization,Mathematical optimization
24,10002950_4,Integer programming,Discrete optimization
25,10002950_4,Mixed discrete-continuous optimization,Discrete optimization
26,10002950_4,Discrete optimization,Discrete optimization
27,10002950_4,Convex optimization,Mathematical optimization
28,10002950_4,Convex optimization,Convex optimization
29,10002950_4,Semidefinite programming,Convex optimization
30,10002950_4,Quadratic programming,Convex optimization
31,10002950_4,Nonconvex optimization,Convex optimization
32,10002950_4,Numerical analysis,Mathematical optimization
33,10002950_4,Numerical analysis,Numerical analysis
34,10002950_4,Numerical differentiation,Numerical analysis
35,10002950_4,Arbitrary-precision arithmetic,Numerical analysis
36,10002950_4,Interval arithmetic,Numerical analysis
37,10002950_4,Computations on matrices,Numerical analysis
38,10002950_4,Computation techniques,Mathematical optimization
39,10002950_4,Computations on polynomials,Computation techniques
40,10002950_4,Computations in finite fields,Computation techniques
41,10002950_4,Gr???bner bases and other special bases,Computation techniques
42,10002950_4,Computation of transforms,Computation techniques
43,10002950_4,Optimization algorithms,Mathematical optimization
44,10002950_4,Evolutionary algorithms,Optimization algorithms
45,10002950_4,Genetic programming,Optimization algorithms
46,10002950_4,Randomized local search,Optimization algorithms
47,10002950_4,Tabu search,Optimization algorithms
48,10002950_4,Simulated annealing,Optimization algorithms
49,10002950_4,Optimization with randomized search heuristics,Optimization algorithms
50,10002950_4,Specialized optimization,Mathematical optimization
51,10002950_4,Submodular optimization and polymatroids,Specialized optimization
52,10002950_4,Bio-inspired optimization,Specialized optimization
53,10002950_4,Network optimization,Specialized optimization
54,10002950_4,Quasiconvex programming and unimodality,Specialized optimization
55,10002950_4,Mathematical analysis,Mathematical optimization
56,10002950_4,Mathematical analysis,Mathematical analysis
57,10002950_4,Functional analysis,Mathematical analysis
58,10002950_4,Calculus,Mathematical analysis
59,10002950_4,Integral calculus,Calculus
60,10002950_4,Integral equations,Calculus
61,10002950_4,Approximation and interpolation,Mathematical optimization
62,10002950_4,Approximation,Approximation and interpolation
63,10002950_4,Interpolation,Approximation and interpolation
64,10002950_4,Mesh generation,Mathematical optimization
65,10002950_5,Topology,Continuous mathematics
66,10002950_5,Point-set topology,Topology
67,10002950_5,Algebraic topology,Topology
68,10002950_5,Geometric topology,Topology
69,10002950_5,Continuous functions,Continuous mathematics
70,10002951_3,Computing platforms,Information Systems
71,10002951_3,Data Management,Information Systems
72,10002951_3,Social Computing,Information Systems
73,10002951_3,Geographic Information Systems,Information Systems
74,10002951_3,Multimedia Systems,Information Systems
75,10002951_3,Enterprise Applications,Information Systems
76,10002951_3,Expert systems,Information Systems
77,10002951_3,Extranets,Computing platforms
78,10002951_3,Intranets,Computing platforms
79,10002951_3,Data centers,Computing platforms
80,10002951_3,Mobile information processing systems,Computing platforms
81,10002951_3,Open source software,Computing platforms
82,10002951_3,Data mining,Data Management
83,10002951_3,Data warehouses,Data Management
84,10002951_3,Data cleaning,Data Management
85,10002951_3,Data analytics,Data Management
86,10002951_3,Online analytical processing,Data Management
87,10002951_3,Data streaming,Data Management
88,10002951_3,Data stream mining,Data Management
89,10002951_3,Collaborative filtering,Social Computing
90,10002951_3,Social networking sites,Social Computing
91,10002951_3,Blogs,Social Computing
92,10002951_3,Wikis,Social Computing
93,10002951_3,Reputation systems,Social Computing
94,10002951_3,Social tagging systems,Social Computing
95,10002951_3,Collaborative and social computing systems and tools,Social Computing
96,10002951_3,Geographic information systems,Geographic Information Systems
97,10002951_3,Global positioning systems,Geographic Information Systems
98,10002951_3,Location based services,Geographic Information Systems
99,10002951_3,Spatial-temporal systems,Geographic Information Systems
100,10002951_3,Sensor networks,Geographic Information Systems
101,10002951_3,Multimedia content creation,Multimedia Systems
102,10002951_3,Multimedia streaming,Multimedia Systems
103,10002951_3,Multimedia databases,Multimedia Systems
104,10002951_3,Multimedia information systems,Multimedia Systems
105,10002951_3,Decision support systems,Enterprise Applications
106,10002951_3,Enterprise resource planning,Enterprise Applications
107,10002951_3,Process control systems,Enterprise Applications
108,10002951_3,Massively multiplayer online games,Enterprise Applications
109,10002951_3,Clustering,Data Management
110,10002951_3,Nearest-neighbor search,Data Management
111,10002978_1,Mathematical foundations of cryptography,Cryptography
112,10002978_1,Symmetric cryptography and hash functions,Cryptography
113,10002978_1,Public key (asymmetric) techniques,Cryptography
114,10002978_1,Public key encryption,Public key (asymmetric) techniques
115,10002978_1,Digital signatures,Public key (asymmetric) techniques
116,10002978_1,Key management,Cryptography
117,10002978_1,Cryptanalysis and other attacks,Cryptography
118,10002978_1,Information-theoretic techniques,Cryptography
119,10002978_1,Block and stream ciphers,Symmetric cryptography and hash functions
120,10002978_1,Hash functions and message authentication codes,Symmetric cryptography and hash functions
121,10002978_10,Economics of security and privacy,Security and Privacy
122,10002978_10,Human and societal aspects of security and privacy,Security and Privacy
123,10002978_10,Social aspects of security and privacy,Security and Privacy
124,10002978_10,Usability in security and privacy,Security and Privacy
125,10002978_10,Privacy protections,Security and Privacy
126,10002978_2,Trust frameworks,Security requirements
127,10002978_2,Formal methods and theory of security,Security requirements
128,10002978_2,Formal security models,Formal methods and theory of security
129,10002978_2,Logic and verification,Formal methods and theory of security
130,10002978_3,Authentication,Access control
131,10002978_3,Multi-factor authentication,Authentication
132,10002978_3,Authorization,Access control
133,10002978_3,Digital rights management,Access control
134,10002978_3,Privacy-preserving protocols,Access control
135,10002978_3,Biometrics,Authentication
136,10002978_3,"Pseudonymity, anonymity and untraceability",Privacy-preserving protocols
137,10002978_3,Security services,Access control
138,10002978_3,Graphical / visual passwords,Authentication
139,10002978_4,Social engineering attacks,Malware and its mitigation
140,10002978_4,Phishing,Malware and its mitigation
141,10002978_4,Spoofing attacks,Malware and its mitigation
142,10002978_4,Intrusion detection systems,Malware and its mitigation
143,10002978_4,Intrusion/anomaly detection and malware mitigation,Malware and its mitigation
144,10002978_4,Artificial immune systems,Malware and its mitigation
145,10002978_5,Hardware-based security protocols,Security in hardware
146,10002978_5,Tamper-proof and tamper-resistant designs,Security in hardware
147,10002978_5,Malicious design modifications,Security in hardware
148,10002978_5,Hardware attacks and countermeasures,Security in hardware
149,10002978_5,Hardware reverse engineering,Security in hardware
150,10002978_5,Side-channel analysis and countermeasures,Security in hardware
151,10002978_5,Embedded systems security,Security in hardware
152,10002978_5,Hardware security implementation,Security in hardware
153,10002978_6,Operating systems security,Systems security
154,10002978_6,Mobile platform security,Systems security
155,10002978_6,Browser security,Systems security
156,10002978_6,Virtualization and security,Systems security
157,10002978_6,Distributed systems security,Systems security
158,10002978_6,Firewalls,Systems security
159,10002978_6,Denial-of-service attacks,Systems security
160,10002978_6,Penetration testing,Systems security
161,10002978_6,Vulnerability management,Systems security
162,10002978_6,Vulnerability scanners,Vulnerability management
163,10002978_6,Trusted computing,Systems security
164,10002978_6,Information flow control,Systems security
165,10002978_6,File system security,Systems security
166,10002978_8,Database activity monitoring,Database and storage security
167,10002978_8,Information accountability and usage control,Database and storage security
168,10002978_8,Management and querying of encrypted data,Database and storage security
