,group,child,parent
0,10002950_1,Discrete mathematics,Combinatorics
1,10002950_1,Combinatorial algorithms,Combinatorics
2,10002950_1,Combinatorial optimization,Combinatorics
3,10002950_1,Approximation algorithms,Combinatorics
4,10002950_1,Graph theory,Combinatorics
5,10002950_1,Permutations and combinations,Combinatorics
6,10002950_1,Combinatorics on words,Combinatorics
7,10002950_1,Matroids and greedoids,Combinatorics
8,10002950_1,Extremal graph theory,Graph theory
9,10002950_1,Graph algorithms,Graph theory
10,10002950_1,Graph enumeration,Graph theory
11,10002950_1,Graph coloring,Graph theory
12,10002950_1,Trees,Graph theory
13,10002950_1,Hypergraphs,Graph theory
14,10002950_1,Paths and connectivity problems,Graph theory
15,10002950_1,Matchings and factors,Graph theory
16,10002950_1,Spectra of graphs,Graph theory
17,10002950_1,Enumeration,Combinatorics
18,10002950_1,Network flows,Graph theory
19,10002950_1,Random graphs,Graph theory
20,10002950_1,Combinatorial problems,Combinatorics
21,10002950_1,Generating functions,Combinatorics
22,10002950_1,Graphs and surfaces,Graph theory
23,10002950_4,Calculus,Mathematical analysis
24,10002950_4,Numerical analysis,Mathematical analysis
25,10002950_4,Mathematical optimization,Mathematical analysis
26,10002950_4,Equations and inequalities,Mathematical analysis
27,10002950_4,Computational methods,Mathematical analysis
28,10002950_4,Optimization techniques,Mathematical analysis
29,10002950_4,Operations research,Mathematical analysis
30,10002950_4,Functional analysis,Mathematical analysis
31,10002950_4,Convex optimization,Mathematical optimization
32,10002950_4,Nonconvex optimization,Mathematical optimization
33,10002950_5,Point-set topology,Topology
34,10002950_5,Geometric topology,Topology
35,10002950_5,Algebraic topology,Topology
36,10002950_5,Calculus,Continuous mathematics
37,10002950_5,Continuous functions,Calculus
38,10002950_5,Topology,Continuous mathematics
39,10002951_3,Enterprise applications,Information systems applications
40,10002951_3,Multimedia databases,Information systems applications
41,10002951_3,Data warehouses,Information systems applications
42,10002951_3,Decision support systems,Information systems applications
43,10002951_3,Geographic information systems,Information systems applications
44,10002951_3,Process control systems,Information systems applications
45,10002951_3,Expert systems,Information systems applications
46,10002951_3,Multimedia information systems,Multimedia databases
47,10002951_3,Digital libraries and archives,Multimedia databases
48,10002951_3,Enterprise resource planning,Enterprise applications
49,10002951_3,Enterprise information systems,Enterprise applications
50,10002951_3,Data mining,Data warehouses
51,10002951_3,Data stream mining,Data mining
52,10002951_3,Nearest-neighbor search,Data mining
53,10002951_3,Association rules,Data mining
54,10002951_3,Collaborative filtering,Data mining
55,10002951_3,Clustering,Data mining
56,10002951_3,Computing platforms,Information systems applications
57,10002951_3,Mobile information processing systems,Computing platforms
58,10002951_3,Sensor networks,Computing platforms
59,10002951_3,Data centers,Computing platforms
60,10002951_3,Multimedia content creation,Multimedia information systems
61,10002951_3,Multimedia streaming,Multimedia information systems
62,10002951_3,Collaborative and social computing systems and tools,Information systems applications
63,10002951_3,Social networking sites,Collaborative and social computing systems and tools
64,10002951_3,Blogs,Collaborative and social computing systems and tools
65,10002951_3,Wikis,Collaborative and social computing systems and tools
66,10002951_3,Synchronous editors,Collaborative and social computing systems and tools
67,10002951_3,Asynchronous editors,Collaborative and social computing systems and tools
68,10002951_3,Online analytical processing,Data warehouses
69,10002951_3,Extranets,Enterprise information systems
70,10002951_3,Intranets,Enterprise information systems
71,10002951_3,Reputation systems,Information systems applications
72,10002951_3,Social tagging systems,Information systems applications
73,10002951_3,Location based services,Information systems applications
74,10002951_3,Global positioning systems,Information systems applications
75,10002951_3,Spatial-temporal systems,Information systems applications
76,10002951_3,Data analytics,Information systems applications
77,10002951_3,Computational advertising,Information systems applications
78,10002951_3,Open source software,Information systems applications
