,group,child,parent
0,10002950_1,Discrete mathematics,Combinatorics
1,10002950_1,Combinatorial algorithms,Discrete mathematics
2,10002950_1,Combinatorial optimization,Discrete mathematics
3,10002950_1,Graph theory,Combinatorics
4,10002950_1,Graph algorithms,Graph theory
5,10002950_1,Graph coloring,Graph theory
6,10002950_1,Graph enumeration,Graph theory
7,10002950_1,Extremal graph theory,Graph theory
8,10002950_1,Spectra of graphs,Graph theory
9,10002950_1,Trees,Graph theory
10,10002950_1,Matroids and greedoids,Graph theory
11,10002950_1,Hypergraphs,Graph theory
12,10002950_1,Matchings and factors,Graph theory
13,10002950_1,Paths and connectivity problems,Graph theory
14,10002950_1,Graphs and surfaces,Graph theory
15,10002950_1,Network flows,Graph theory
16,10002950_1,Combinatorics on words,Combinatorics
17,10002950_1,Permutations and combinations,Combinatorics
18,10002950_1,Enumeration,Combinatorics
19,10002950_1,Generating functions,Combinatorics
20,10002950_1,Random graphs,Combinatorics
21,10002950_1,Approximation algorithms,Combinatorial optimization
22,10002950_4,Numerical analysis,Mathematical analysis
23,10002950_4,Optimization,Mathematical analysis
24,10002950_4,Calculus,Mathematical analysis
25,10002950_4,Approximation and Computational Methods,Mathematical analysis
26,10002950_4,Heuristics and Metaheuristics,Mathematical analysis
27,10002950_4,Functional Analysis,Mathematical analysis
28,10002950_5,Topology,Continuous mathematics
29,10002950_5,Point-set topology,Topology
30,10002950_5,Geometric topology,Topology
31,10002950_5,Algebraic topology,Topology
32,10002950_5,Continuous functions,Continuous mathematics
33,10002950_5,Calculus,Continuous mathematics
34,10002951_3,Data analytics,Data Management
35,10002951_3,Data mining,Data Management
36,10002951_3,Data cleaning,Data Management
37,10002951_3,Data warehouses,Data Management
38,10002951_3,Data streaming,Data Management
39,10002951_3,Data stream mining,Data Management
40,10002951_3,Collaborative and social computing systems and tools,Collaborative and Social Computing
41,10002951_3,Blogs,Collaborative and Social Computing
42,10002951_3,Wikis,Collaborative and Social Computing
43,10002951_3,Social networking sites,Collaborative and Social Computing
44,10002951_3,Synchronous editors,Collaborative and Social Computing
45,10002951_3,Asynchronous editors,Collaborative and Social Computing
46,10002951_3,Reputation systems,Collaborative and Social Computing
47,10002951_3,Geographic information systems,Geographic and Spatial Systems
48,10002951_3,Location based services,Geographic and Spatial Systems
49,10002951_3,Nearest-neighbor search,Geographic and Spatial Systems
50,10002951_3,Spatial-temporal systems,Geographic and Spatial Systems
51,10002951_3,Global positioning systems,Geographic and Spatial Systems
52,10002951_3,Enterprise applications,Enterprise and Organizational Systems
53,10002951_3,Enterprise resource planning,Enterprise and Organizational Systems
54,10002951_3,Enterprise information systems,Enterprise and Organizational Systems
55,10002951_3,Intranets,Enterprise and Organizational Systems
56,10002951_3,Extranets,Enterprise and Organizational Systems
57,10002951_3,Decision support systems,Enterprise and Organizational Systems
58,10002951_3,Expert systems,Enterprise and Organizational Systems
59,10002951_3,Multimedia databases,Multimedia and Content Management
60,10002951_3,Multimedia information systems,Multimedia and Content Management
61,10002951_3,Multimedia content creation,Multimedia and Content Management
62,10002951_3,Multimedia streaming,Multimedia and Content Management
63,10002951_3,Digital libraries and archives,Multimedia and Content Management
64,10002951_3,Computing platforms,Computing Infrastructure
65,10002951_3,Data centers,Computing Infrastructure
66,10002951_3,Open source software,Computing Infrastructure
67,10002951_3,Process control systems,Computing Infrastructure
68,10002951_3,Sensor networks,Networked Systems
69,10002951_3,Massively multiplayer online games,Networked Systems
70,10002951_3,Online analytical processing,Analysis and Advertising
71,10002951_3,Clustering,Analysis and Advertising
72,10002951_3,Association rules,Analysis and Advertising
73,10002951_3,Collaborative filtering,Analysis and Advertising
74,10002951_3,Computational advertising,Analysis and Advertising
75,10002978_1,Mathematical foundations of cryptography,Cryptography
76,10002978_1,Symmetric cryptography and hash functions,Cryptography
77,10002978_1,Block and stream ciphers,Symmetric cryptography and hash functions
78,10002978_1,Public key (asymmetric) techniques,Cryptography
79,10002978_1,Public key encryption,Public key (asymmetric) techniques
80,10002978_1,Digital signatures,Public key (asymmetric) techniques
81,10002978_1,Key management,Public key (asymmetric) techniques
82,10002978_1,Hash functions and message authentication codes,Cryptography
83,10002978_1,Cryptanalysis and other attacks,Cryptography
84,10002978_1,Information-theoretic techniques,Cryptography
85,10002978_10,Economics of security and privacy,Human and societal aspects of security and privacy
86,10002978_10,Usability in security and privacy,Human and societal aspects of security and privacy
87,10002978_10,Social aspects of security and privacy,Human and societal aspects of security and privacy
88,10002978_10,Privacy protections,Human and societal aspects of security and privacy
89,10002978_2,Logic and verification,Formal methods and theory of security
90,10002978_2,Formal security models,Formal methods and theory of security
91,10002978_2,Trust frameworks,Formal methods and theory of security
92,10002978_2,Security requirements,Formal methods and theory of security
93,10002978_3,Authentication,Security services
94,10002978_3,Multi-factor authentication,Authentication
95,10002978_3,Graphical / visual passwords,Authentication
96,10002978_3,Biometrics,Authentication
97,10002978_3,Authorization,Security services
98,10002978_3,Access control,Authorization
99,10002978_3,"Pseudonymity, anonymity and untraceability",Security services
100,10002978_3,Privacy-preserving protocols,Security services
101,10002978_3,Digital rights management,Security services
102,10002978_4,Intrusion detection systems,Intrusion/anomaly detection and malware mitigation
103,10002978_4,Malware and its mitigation,Intrusion/anomaly detection and malware mitigation
104,10002978_4,Artificial immune systems,Intrusion/anomaly detection and malware mitigation
105,10002978_4,Types of cyber threats,Intrusion/anomaly detection and malware mitigation
106,10002978_4,Spoofing attacks,Types of cyber threats
107,10002978_4,Phishing,Types of cyber threats
108,10002978_4,Social engineering attacks,Types of cyber threats
109,10002978_5,Hardware security implementation,Security in hardware
110,10002978_5,Tamper-proof and tamper-resistant designs,Security in hardware
111,10002978_5,Embedded systems security,Security in hardware
112,10002978_5,Hardware attacks and countermeasures,Security in hardware
113,10002978_5,Malicious design modifications,Security in hardware
114,10002978_5,Hardware reverse engineering,Security in hardware
115,10002978_5,Side-channel analysis and countermeasures,Security in hardware
116,10002978_5,Hardware-based security protocols,Security in hardware
117,10002978_6,Distributed systems security,Systems security
118,10002978_6,Operating systems security,Systems security
119,10002978_6,File system security,Operating systems security
120,10002978_6,Vulnerability management,Systems security
121,10002978_6,Vulnerability scanners,Vulnerability management
122,10002978_6,Penetration testing,Vulnerability management
123,10002978_6,Browser security,Systems security
124,10002978_6,Mobile platform security,Systems security
125,10002978_6,Trusted computing,Systems security
126,10002978_6,Virtualization and security,Systems security
127,10002978_6,Information flow control,Systems security
128,10002978_6,Firewalls,Systems security
129,10002978_6,Denial-of-service attacks,Systems security
130,10002978_8,Database activity monitoring,Database and storage security
131,10002978_8,Management and querying of encrypted data,Database and storage security
132,10002978_8,Information accountability and usage control,Database and storage security
133,10002978_8,Data anonymization and sanitization,Database and storage security
134,10002978_9,Software security engineering,Software and application security
135,10002978_9,Web application security,Software and application security
136,10002978_9,Software reverse engineering,Software and application security
137,10002978_9,Social network security and privacy,Software and application security
138,10002978_9,Domain-specific security and privacy architectures,Software and application security
139,10003033_1,Network architectures,Network design principles
140,10003033_1,Layering,Network architectures
141,10003033_1,Naming and addressing,Network design principles
142,10003033_1,Programming interfaces,Network design principles
143,10003033_2,Protocol testing and verification,Network protocols
144,10003033_2,Formal specifications,Network protocols
145,10003033_2,Protocol correctness,Network protocols
146,10003033_2,Network protocol design,Network protocols
147,10003033_2,Link-layer protocols,Network protocols
148,10003033_2,Network layer protocols,Network protocols
149,10003033_2,Transport protocols,Network protocols
