,group,child,parent
0,10,manipulation,influence
1,10,seduction,manipulation
2,10,ingratiation,manipulation
3,10,solicitation,manipulation
4,10,enticement,manipulation
5,10,hypnotism,influence
6,10,exposure,influence
7,10,overexposure,exposure
8,10,underexposure,exposure
9,10,mind game,manipulation
10,10,leading astray,manipulation
11,10,blandishment,manipulation
12,10,impingement,influence
13,10,cross-pollination,influence
14,101,canvas tent,shelter
15,101,mountain tent,shelter
16,101,bell tent,shelter
17,101,two-man tent,shelter
18,101,backpacking tent,shelter
19,101,pavilion,shelter
20,101,circus tent,shelter
21,101,fly tent,shelter
22,101,Sibley tent,shelter
23,101,pop tent,shelter
24,101,lean-to tent,shelter
25,101,field tent,shelter
26,101,pyramidal tent,shelter
27,101,tepee,shelter
28,101,pup tent,shelter
29,101,dugout,shelter
30,101,hovel,shelter
31,101,mudhif,shelter
32,101,cottage tent,shelter
33,101,hut,shelter
34,101,Nissen hut,shelter
35,101,sconce,shelter
36,101,praetorium,shelter
37,101,cookhouse,shelter
38,101,harbor,shelter
39,101,refuge,shelter
40,101,safehold,shelter
41,101,safe house,shelter
42,101,storm cellar,shelter
43,101,fallout shelter,shelter
44,105,percussion instrument,musical instrument
45,105,piano,musical instrument
46,105,drum,musical instrument
47,105,chime,musical instrument
48,105,bongo,percussion instrument
49,105,cymbal,percussion instrument
50,105,bass drum,percussion instrument
51,105,triangle,percussion instrument
52,105,high-hat cymbal,percussion instrument
53,105,handbell,percussion instrument
54,105,tambour,percussion instrument
55,105,steel drum,percussion instrument
56,105,tambourine,percussion instrument
57,105,rain stick,percussion instrument
58,105,lagerphone,percussion instrument
59,105,bones,percussion instrument
60,105,vibraphone,percussion instrument
61,105,maraca,percussion instrument
62,105,timbrel,percussion instrument
63,105,glockenspiel,percussion instrument
64,105,snare drum,percussion instrument
65,105,tabor,percussion instrument
66,105,gong,percussion instrument
67,105,marimba,percussion instrument
68,105,baby grand,piano
69,105,concert grand,piano
70,105,spinet,piano
71,105,upright,piano
72,105,tenor drum,drum
73,105,kettle,drum
74,105,drum,drum
75,13,coefficient,root
76,13,coefficient of elasticity,coefficient
77,13,bulk modulus,coefficient
78,13,modulus,coefficient
79,13,modulus of rigidity,modulus
80,13,Young's modulus,modulus
81,13,coefficient of friction,coefficient
82,13,drag coefficient,coefficient
83,13,transmittance,coefficient
84,13,absorption coefficient,coefficient
85,13,coefficient of reflection,coefficient
86,13,coefficient of expansion,coefficient
87,13,coefficient of self induction,coefficient
88,13,coefficient of mutual induction,coefficient
89,137,iron deficiency anemia,anemia
90,137,sideroblastic anemia,anemia
91,137,hemolytic anemia,anemia
92,137,thalassemia,anemia
93,137,pernicious anemia,anemia
94,137,aplastic anemia,anemia
95,137,sickle-cell anemia,anemia
96,137,Fanconi's anemia,anemia
97,137,refractory anemia,anemia
98,137,chlorosis,anemia
99,137,metaplastic anemia,anemia
100,137,macrocytic anemia,anemia
101,137,microcytic anemia,anemia
102,137,hypochromic anemia,anemia
103,137,hyperchromic anemia,anemia
104,137,megaloblastic anemia,anemia
105,137,ischemia,anemia
106,137,ischemic stroke,ischemia
107,137,transient ischemic attack,ischemia
108,137,erythroblastosis fetalis,anemia
109,138,marriage,marital status
110,138,bachelorhood,marital status
111,138,spinsterhood,marital status
112,138,widowhood,marital status
113,138,civil union,marital status
114,138,monogamy,marriage
115,138,bigamy,marriage
116,138,polygamy,marriage
117,138,open marriage,marriage
118,138,marriage of convenience,marriage
119,138,monogyny,monogamy
120,138,monandry,monogamy
121,138,polygyny,polygamy
122,138,polyandry,polygamy
123,138,serial monogamy,monogamy
124,138,exogamy,marriage
125,138,endogamy,marriage
