,child,parent,group
0,milliliter,metric_capacity_unit,514
1,centiliter,metric_capacity_unit,514
2,deciliter,metric_capacity_unit,514
3,liter,metric_capacity_unit,514
4,dekaliter,metric_capacity_unit,514
5,hectoliter,metric_capacity_unit,514
6,kiloliter,metric_capacity_unit,514
7,cubic_millimeter,metric_capacity_unit,514
8,cubic_kilometer,metric_capacity_unit,514
9,nanometer,metric_linear_unit,514
10,angstrom,metric_linear_unit,514
11,micron,metric_linear_unit,514
12,millimeter,metric_linear_unit,514
13,centimeter,metric_linear_unit,514
14,decimeter,metric_linear_unit,514
15,meter,metric_linear_unit,514
16,hectometer,metric_linear_unit,514
17,kilometer,metric_linear_unit,514
18,myriameter,metric_linear_unit,514
19,picometer,metric_linear_unit,514
20,femtometer,metric_linear_unit,514
21,decameter,metric_linear_unit,514
22,metric_linear_unit,metric_unit,514
23,metric_weight_unit,metric_unit,514
24,metric_capacity_unit,metric_unit,514
25,key,metric_unit,514
26,gram,metric_weight_unit,514
27,microgram,metric_weight_unit,514
28,milligram,metric_weight_unit,514
29,decigram,metric_weight_unit,514
30,dekagram,metric_weight_unit,514
31,hectogram,metric_weight_unit,514
32,kilogram,metric_weight_unit,514
33,metric_ton,metric_weight_unit,514
34,quintal,metric_weight_unit,514
35,centner,metric_weight_unit,514
36,grain,metric_weight_unit,514
37,carat,metric_weight_unit,514
38,hundredweight,metric_weight_unit,514
39,gram_atom,metric_weight_unit,514
40,gram_molecule,metric_weight_unit,514
41,nanogram,metric_weight_unit,514
42,myriagram,metric_weight_unit,514
0,dalai_lama,lama,515
1,panchen_lama,lama,515
0,median,average,5
1,mode,average,5
2,harmonic_mean,average,5
3,geometric_mean,average,5
4,mean_deviation,average,5
5,variance,average,5
6,rank-order_correlation_coefficient,correlation_coefficient,5
7,biserial_correlation_coefficient,correlation_coefficient,5
8,product-moment_correlation_coefficient,correlation_coefficient,5
9,tetrachoric_correlation_coefficient,correlation_coefficient,5
10,phi_coefficient,correlation_coefficient,5
11,tau_coefficient_of_correlation,correlation_coefficient,5
12,multiple_correlation_coefficient,correlation_coefficient,5
13,kendall_partial_rank_correlation,correlation_coefficient,5
14,split-half_correlation,correlation_coefficient,5
15,age_norm,demographic,5
16,coefficient_of_concordance,demographic,5
17,arithmetic_mean,mean,5
18,second_moment,moment,5
19,kendall_test,nonparametric_statistic,5
20,regression_coefficient,parametric_statistic,5
21,time_series,statistic,5
22,correlation_coefficient,statistic,5
23,outlier,statistic,5
24,average,statistic,5
25,vital_statistics,statistic,5
26,demographic,statistic,5
27,nonparametric_statistic,statistic,5
28,parametric_statistic,statistic,5
29,mean,statistic,5
30,covariance,statistic,5
31,deviation,statistic,5
32,moment,statistic,5
33,standard_deviation,variance,5
0,virginia_reel,country-dance,8
1,eightsome,country-dance,8
2,landler,country-dance,8
3,longways,country-dance,8
4,highland_fling,country-dance,8
5,quadrille,country-dance,8
6,lancers,country-dance,8
7,square_dance,country-dance,8
8,reel,country-dance,8
9,swing,country-dance,8
10,promenade,country-dance,8
11,do-si-do,square_dance,8
12,sashay,square_dance,8
0,drug_user,addict,9
1,drug_addict,addict,9
2,withdrawer,addict,9
3,caffeine_addict,drug_addict,9
4,heroin_addict,drug_addict,9
5,cocaine_addict,drug_addict,9
6,opium_addict,drug_addict,9
7,pill_head,drug_addict,9
8,pothead,drug_addict,9
9,speed_freak,drug_addict,9
10,hash_head,drug_addict,9
11,acid_head,drug_addict,9
12,crack_addict,drug_addict,9
13,tripper,drug_user,9
14,head,drug_user,9
0,underexposure,exposure,10
1,overexposure,exposure,10
2,manipulation,influence,10
3,enticement,influence,10
4,seduction,influence,10
5,blandishment,influence,10
6,hypnotism,influence,10
7,exposure,influence,10
8,solicitation,influence,10
9,cross-pollination,influence,10
10,mind_game,influence,10
11,leading_astray,influence,10
12,impingement,influence,10
13,ingratiation,influence,10
0,coefficient_of_expansion,coefficient,13
1,coefficient_of_friction,coefficient,13
2,coefficient_of_elasticity,coefficient,13
3,coefficient_of_mutual_induction,coefficient,13
4,coefficient_of_self_induction,coefficient,13
5,absorption_coefficient,coefficient,13
6,coefficient_of_reflection,coefficient,13
7,transmittance,coefficient,13
8,drag_coefficient,coefficient,13
9,coefficient_of_viscosity,coefficient,13
10,modulus,coefficient,13
11,weight,coefficient,13
12,young's_modulus,modulus,13
13,bulk_modulus,modulus,13
14,modulus_of_rigidity,modulus,13
0,fast,abstinence,525
1,teetotaling,abstinence,525
2,mortification,asceticism,525
3,sawm,fast,525
4,hunger_strike,fast,525
5,ramadan,fast,525
6,chastity,self-denial,525
7,sobriety,self-denial,525
8,diet,self-denial,525
9,inhibition,self-denial,525
10,abstinence,self-denial,525
11,asceticism,self-denial,525
0,sortie,flight,15
1,overflight,flight,15
2,ballooning,flight,15
3,hang_gliding,flight,15
4,parasailing,flight,15
5,glide,flight,15
6,acrobatics,flight,15
7,blind_flying,flight,15
8,terrain_flight,flight,15
9,maiden_flight,flight,15
10,solo,flight,15
11,flyover,flight,15
12,pass,flight,15
13,air_travel,flight,15
14,tailspin,flight,15
0,home_study,adult_education,17
1,childbirth-preparation_class,adult_education,17
2,work-study_program,adult_education,17
3,elective_course,course,17
4,required_course,course,17
5,directed_study,course,17
6,correspondence_course,course,17
7,extension_course,course,17
8,art_class,course,17
9,shop_class,course,17
10,orientation_course,course,17
11,propaedeutic,course,17
12,workshop,course,17
13,refresher_course,course,17
14,life_class,course,17
15,higher_education,education,17
16,secondary_education,education,17
17,elementary_education,education,17
18,adult_education,education,17
19,continuing_education,education,17
20,extracurricular_activity,education,17
21,course,education,17
22,team_teaching,education,17
23,industrial_arts,education,17
24,extension,education,17
25,coeducation,elementary_education,17
26,athletics,extracurricular_activity,17
