,group,child,parent
0,10,seduction,influence
1,10,ingratiation,influence
2,10,enticement,influence
3,10,manipulation,influence
4,10,hypnotism,manipulation
5,10,exposure,influence
6,10,overexposure,exposure
7,10,underexposure,exposure
8,10,mind game,influence
9,10,leading astray,mind game
10,10,cross-pollination,influence
11,10,blandishment,ingratiation
12,10,impingement,influence
13,10,solicitation,influence
14,101,tent,shelter
15,101,hut,shelter
16,101,cottage tent,hut
17,101,dugout,hut
18,101,mudhif,hut
19,101,igloo,hut
20,101,Nissen hut,hut
21,101,praetorium,hut
22,101,harbor,shelter
23,101,safehold,shelter
24,101,haven,shelter
25,101,safe house,shelter
26,101,storm cellar,shelter
27,101,fallout shelter,shelter
28,101,pavilion,tent
29,101,circus tent,tent
30,101,bell tent,tent
31,101,pup tent,tent
32,101,two-man tent,tent
33,101,mountain tent,tent
34,101,backpacking tent,tent
35,101,canvas tent,tent
36,101,Sibley tent,tent
37,101,pyramidal tent,tent
38,101,fly tent,tent
39,101,lean-to tent,tent
40,101,umbrella tent,tent
41,101,field tent,tent
42,101,refuge,shelter
43,101,tupik,refuge
44,101,mantelet,refuge
45,101,sconce,refuge
46,105,drum,percussion instrument
47,105,snare drum,drum
48,105,bass drum,drum
49,105,tenor drum,drum
50,105,bongo,drum
51,105,cymbal,percussion instrument
52,105,high-hat cymbal,cymbal
53,105,gong,cymbal
54,105,melodic percussion instrument,percussion instrument
55,105,glockenspiel,melodic percussion instrument
56,105,marimba,melodic percussion instrument
57,105,vibraphone,melodic percussion instrument
58,105,steel drum,melodic percussion instrument
59,105,handheld percussion instrument,percussion instrument
60,105,tambourine,handheld percussion instrument
61,105,maraca,handheld percussion instrument
62,105,rain stick,handheld percussion instrument
63,105,lagerphone,handheld percussion instrument
64,105,tabor,handheld percussion instrument
65,105,zill,handheld percussion instrument
66,105,piano,percussion instrument
67,105,grand piano,piano
68,105,baby grand,piano
69,105,concert grand,piano
70,105,upright,piano
71,105,spinet,piano
72,105,carillon,percussion instrument
73,105,chime,percussion instrument
74,105,handbell,percussion instrument
75,105,tambour,percussion instrument
76,105,timbrel,percussion instrument
77,13,modulus,physical properties
78,13,coefficient,physical properties
79,13,weight,physical properties
80,13,modulus of rigidity,modulus
81,13,bulk modulus,modulus
82,13,coefficient of elasticity,modulus
83,13,Young's modulus,modulus
84,13,coefficient of self induction,coefficient
85,13,coefficient of mutual induction,coefficient
86,13,coefficient of expansion,coefficient
87,13,drag coefficient,coefficient
88,13,coefficient of friction,coefficient
89,13,coefficient of viscosity,coefficient
90,13,coefficient of reflection,coefficient
91,13,absorption coefficient,coefficient
92,13,transmittance,coefficient
93,137,iron deficiency anemia,anemia
94,137,hypoplastic anemia,anemia
95,137,pernicious anemia,anemia
96,137,sickle-cell anemia,anemia
97,137,thalassemia,anemia
98,137,aplastic anemia,anemia
99,137,microcytic anemia,anemia
100,137,macrocytic anemia,anemia
101,137,megaloblastic anemia,macrocytic anemia
102,137,hemolytic anemia,anemia
103,137,sideroblastic anemia,anemia
104,137,hyperchromic anemia,anemia
105,137,hypochromic anemia,anemia
106,137,refractory anemia,anemia
107,137,Cooley's anemia,thalassemia
108,137,Fanconi's anemia,aplastic anemia
109,137,ischemia,anemia
110,137,ischemic stroke,ischemia
111,137,transient ischemic attack,ischemia
112,137,favism,anemia
113,137,chlorosis,anemia
114,137,erythroblastosis fetalis,anemia
115,138,monogamy,marriage
116,138,polygamy,marriage
117,138,bigamy,marriage
118,138,open marriage,marriage
119,138,marriage of convenience,marriage
120,138,mesalliance,marriage
121,138,cuckoldom,marriage
122,138,monogyny,monogamy
123,138,monandry,monogamy
124,138,serial monogamy,monogamy
125,138,polygyny,polygamy
126,138,polyandry,polygamy
127,138,bachelorhood,marital status
128,138,widowhood,marital status
129,138,spinsterhood,marital status
130,138,civil union,marital status
131,138,common-law marriage,marital status
132,138,exogamy,marriage
133,138,endogamy,marriage
134,138,sigeh,marriage
135,138,misalliance,marriage
136,15,air travel,flight
137,15,ballooning,flight
138,15,hang gliding,flight
139,15,sortie,flight
140,15,solo,flight
141,15,maiden flight,flight
142,15,acrobatics,flight
143,15,tailspin,flight
144,15,blind flying,flight
145,15,overflight,flight
146,15,flyover,flight
147,15,glide,flight
148,15,terrain flight,flight
149,150,joke,humor
150,150,fun,humor
151,150,wit,humor
152,150,pun,joke
153,150,dirty joke,joke
154,150,sick joke,joke
155,150,one-liner,joke
156,150,comic strip,humor
157,150,cartoon,humor
158,150,parody,humor
159,150,caricature,humor
160,150,sarcasm,humor
161,150,persiflage,humor
162,150,banter,humor
163,150,repartee,humor
164,150,shaggy dog story,joke
165,150,funny story,joke
166,150,topper,joke
167,150,belly laugh,humor
168,150,ribaldry,humor
169,150,drollery,humor
170,150,waggery,humor
171,150,in-joke,joke
172,150,jeu d'esprit,humor
173,150,badinage,humor
174,150,jocosity,humor
175,150,bon mot,humor
176,17,formal education,education
177,17,continuing education,education
178,17,extracurricular activity,education
179,17,courses,education
180,17,secondary education,formal education
181,17,higher education,formal education
182,17,elementary education,formal education
183,17,required course,courses
184,17,elective course,courses
185,17,workshop,courses
186,17,seminar,courses
187,17,directed study,courses
188,17,extension,continuing education
189,17,adult education,continuing education
190,17,refresher course,continuing education
191,17,extension course,continuing education
192,17,art class,courses
193,17,shop class,courses
194,17,childbirth-preparation class,courses
195,17,course of lectures,courses
196,17,home study,continuing education
197,17,athletics,extracurricular activity
198,17,dramatics,extracurricular activity
199,17,team teaching,extracurricular activity
200,17,work-study program,continuing education
201,17,propaedeutic,formal education
202,17,correspondence course,continuing education
203,171,woodpecker,piciform bird
204,171,sapsucker,woodpecker
205,171,flicker,woodpecker
206,171,jacamar,piciform bird
207,171,wryneck,piciform bird
208,171,barbet,piciform bird
209,171,toucan,piciform bird
210,171,toucanet,piciform bird
211,171,honey guide,piciform bird
212,171,puffbird,piciform bird
213,171,redheaded woodpecker,woodpecker
214,171,downy woodpecker,woodpecker
215,171,yellow-bellied sapsucker,sapsucker
216,171,red-breasted sapsucker,sapsucker
217,171,red-shafted flicker,flicker
218,171,yellow-shafted flicker,flicker
219,171,gilded flicker,flicker
220,171,ivorybill,woodpecker
221,171,piculet,woodpecker
222,177,auk,auk
223,177,murre,auk
