,group,child,parent
0,10,manipulation,influence
1,10,enticement,influence
2,10,exposure,influence
3,10,mind game,influence
4,10,hypnotism,manipulation
5,10,seduction,manipulation
6,10,ingratiation,enticement
7,10,blandishment,enticement
8,10,overexposure,exposure
9,10,underexposure,exposure
10,10,leading astray,mind game
11,10,solicitation,influence
12,10,cross-pollination,influence
13,101,tent,shelter
14,101,hut,shelter
15,101,hovel,shelter
16,101,cottage,shelter
17,101,igloo,shelter
18,101,dugout,shelter
19,101,fallout shelter,shelter
20,101,safe house,shelter
21,101,refuge,shelter
22,101,haven,shelter
23,101,harbor,shelter
24,101,safehold,shelter
25,101,bell tent,tent
26,101,umbrella tent,tent
27,101,pyramidal tent,tent
28,101,lean-to tent,tent
29,101,backpacking tent,tent
30,101,two-man tent,tent
31,101,wall tent,tent
32,101,field tent,tent
33,101,canvas tent,tent
34,101,pop tent,tent
35,101,pup tent,tent
36,101,Sibley tent,tent
37,101,fly tent,tent
38,101,cabana,hut
39,101,mudhif,hut
40,101,Nissen hut,hut
41,101,cookhouse,hut
42,101,loft,shelter
43,101,circus tent,tent
44,101,tupik,tent
45,101,praetorium,shelter
46,101,mantelet,shelter
47,101,pavilion,shelter
48,101,sconce,shelter
49,101,storm cellar,shelter
50,101,mountain tent,tent
51,101,cottage tent,tent
52,105,drum,percussion instrument
53,105,piano,percussion instrument
54,105,glockenspiel,percussion instrument
55,105,triangle,percussion instrument
56,105,timbrel,percussion instrument
57,105,marimba,percussion instrument
58,105,tambourine,percussion instrument
59,105,maraca,percussion instrument
60,105,bones,percussion instrument
61,105,lagerphone,percussion instrument
62,105,gong,percussion instrument
63,105,handbell,percussion instrument
64,105,chime,percussion instrument
65,105,carillon,percussion instrument
66,105,cymbal,percussion instrument
67,105,bass drum,drum
68,105,snare drum,drum
69,105,tenor drum,drum
70,105,bongo,drum
71,105,steel drum,drum
72,105,concert grand,grand piano
73,105,baby grand,grand piano
74,105,upright,piano
75,105,spinet,piano
76,105,mechanical piano,piano
77,105,high-hat cymbal,cymbal
78,105,tabor,drum
79,105,kettle,drum
80,105,zill,percussion instrument
81,105,rain stick,percussion instrument
82,105,vibraphone,percussion instrument
83,105,tambour,percussion instrument
84,13,modulus,coefficient
85,13,coefficient of elasticity,coefficient
86,13,coefficient of viscosity,coefficient
87,13,coefficient of mutual induction,coefficient
88,13,coefficient of self induction,coefficient
89,13,coefficient of expansion,coefficient
90,13,coefficient of reflection,coefficient
91,13,coefficient of friction,coefficient
92,13,drag coefficient,coefficient
93,13,absorption coefficient,coefficient
94,13,Young's modulus,modulus
95,13,bulk modulus,modulus
96,13,modulus of rigidity,modulus
97,13,weight,coefficient
98,13,transmittance,coefficient
99,137,microcytic anemia,anemia
100,137,macrocytic anemia,anemia
101,137,hemolytic anemia,anemia
102,137,aplastic anemia,anemia
103,137,sickle-cell anemia,anemia
104,137,iron deficiency anemia,microcytic anemia
105,137,hypochromic anemia,microcytic anemia
106,137,thalassemia,microcytic anemia
107,137,sideroblastic anemia,microcytic anemia
108,137,Cooley's anemia,thalassemia
109,137,chlorosis,hypochromic anemia
110,137,megaloblastic anemia,macrocytic anemia
111,137,pernicious anemia,megaloblastic anemia
112,137,hypoplastic anemia,aplastic anemia
113,137,refractory anemia,aplastic anemia
114,137,favism,hemolytic anemia
115,137,metaplastic anemia,anemia
116,137,erythroblastosis fetalis,anemia
117,137,Fanconi's anemia,anemia
118,137,ischemic stroke,ischemia
119,137,transient ischemic attack,ischemia
120,138,marriage,marital status
121,138,bachelorhood,marital status
122,138,spinsterhood,marital status
123,138,monogamy,marriage
124,138,polygamy,marriage
125,138,civil union,marriage
126,138,common-law marriage,marriage
127,138,open marriage,marriage
128,138,marriage of convenience,marriage
129,138,mesalliance,marriage
130,138,cuckoldom,marriage
131,138,widowhood,marriage
132,138,sigeh,marriage
133,138,bigamy,marriage
134,138,monandry,monogamy
135,138,monogyny,monogamy
136,138,serial monogamy,monogamy
137,138,polygyny,polygamy
138,138,polyandry,polygamy
139,138,endogamy,marriage
140,138,exogamy,marriage
141,15,air travel,flight
142,15,glide,flight
143,15,ballooning,flight
144,15,hang gliding,flight
145,15,parasailing,flight
146,15,acrobatics,flight
147,15,terrain flight,glide
148,15,solo,air travel
149,15,blind flying,air travel
150,15,tailspin,acrobatics
151,15,flyover,acrobatics
152,15,sortie,flight
153,15,maiden flight,flight
154,15,overflight,flight
155,15,pass,flight
156,150,joke,wit
157,150,cartoon,wit
158,150,banter,wit
159,150,sarcasm,wit
160,150,mock-heroic,wit
161,150,parody,wit
162,150,one-liner,joke
163,150,dirty joke,joke
164,150,ribaldry,joke
165,150,sick joke,joke
166,150,ethnic joke,joke
167,150,in-joke,joke
168,150,esprit de l'escalier,joke
169,150,comic strip,cartoon
170,150,caricature,cartoon
171,150,badinage,banter
172,150,repartee,banter
173,150,persiflage,sarcasm
174,150,drollery,sarcasm
175,150,bon mot,wit
176,150,topper,wit
177,150,jeu d'esprit,wit
178,150,pungency,wit
179,150,waggery,wit
180,150,jocosity,wit
181,150,funny story,wit
182,150,shaggy dog story,funny story
183,150,belly laugh,joke
184,150,sight gag,joke
185,150,mock-heroic,joke
186,17,elementary education,education
187,17,secondary education,education
188,17,higher education,education
189,17,adult education,education
190,17,continuing education,education
191,17,coeducation,education
192,17,course,education
193,17,required course,course
194,17,elective course,course
195,17,extension course,course
196,17,correspondence course,course
197,17,home study,course
198,17,refresher course,course
199,17,course of lectures,course
200,17,seminar,course
201,17,workshop,course
202,17,industrial arts,course
203,17,shop class,industrial arts
204,17,art class,extracurricular activity
205,17,dramatics,extracurricular activity
206,17,life class,extracurricular activity
207,17,extracurricular activity,education
208,17,orientation course,course
209,17,propaedeutic,course
210,17,directed study,course
211,17,team teaching,course
212,17,childbirth-preparation class,course
213,17,extension,education
214,17,athletics,education
215,17,work-study program,education
216,171,woodpecker,piciform bird
217,171,barbet,piciform bird
218,171,jacamar,piciform bird
219,171,toucan,piciform bird
220,171,puffbird,piciform bird
221,171,wryneck,woodpecker
222,171,downy woodpecker,woodpecker
223,171,redheaded woodpecker,woodpecker
224,171,green woodpecker,woodpecker
225,171,flicker,woodpecker
226,171,ivorybill,woodpecker
227,171,yellow-shafted flicker,flicker
228,171,red-shafted flicker,flicker
229,171,gilded flicker,flicker
230,171,sapsucker,woodpecker
231,171,yellow-bellied sapsucker,sapsucker
232,171,red-breasted sapsucker,sapsucker
233,171,toucanet,toucan
234,171,honey guide,piciform bird
235,171,piculet,piciform bird
236,177,great auk,auk
237,177,guillemot,auk
238,177,murre,auk
239,177,auklet,auk
240,177,little auk,auk
241,177,black guillemot,guillemot
242,177,pigeon guillemot,guillemot
243,177,razorbill,guillemot
244,177,thick-billed murre,murre
245,177,common murre,murre
246,180,apple tree,apple
247,180,wild apple,apple
248,180,crab apple,wild apple
249,180,Siberian crab,wild apple
250,180,American crab apple,crab apple
251,180,Oregon crab apple,American crab apple
252,180,Southern crab apple,crab apple
253,180,Bechtel crab,crab apple
254,180,Iowa crab,crab apple
255,184,initiation,beginning
256,184,introduction,beginning
257,184,inauguration,beginning
258,184,activation,beginning
259,184,induction,initiation
260,184,naturalization,initiation
261,184,unionization,initiation
262,184,hypnogenesis,induction
263,184,induction of labor,initiation
264,184,product introduction,introduction
265,184,authorship,introduction
266,184,icebreaker,introduction
267,184,curtain raiser,introduction
268,184,usherin in,introduction
269,184,springboard,activation
270,184,installation,inauguration
271,184,groundbreaking,inauguration
272,184,constitution,inauguration
273,184,kickoff,beginning
274,184,tip-off,beginning
275,184,face-off,beginning
276,184,scrum,beginning
277,184,jump ball,beginning
278,184,startup,beginning
279,184,housing start,beginning
280,184,creation,beginning
281,184,attack,beginning
282,184,first step,beginning
283,184,first base,beginning
284,184,population,beginning
285,184,collectivization,beginning
286,184,colonization,beginning
287,184,federation,beginning
288,184,resumption,beginning
289,184,communization,beginning
290,184,peace initiative,beginning
291,193,cycad,gymnosperm
292,193,progymnosperm,gymnosperm
293,193,welwitschia,gymnosperm
294,193,zamia,cycad
295,193,dioon,cycad
296,193,macrozamia,cycad
297,193,ceratozamia,cycad
298,193,encephalartos,cycad
299,193,sago palm,cycad
300,193,seed fern,progymnosperm
301,193,kaffir bread,encephalartos
302,193,false sago,cycad
303,193,coontie,zamia
304,193,burrawong,cycad
305,198,terror,terrorism
306,198,international terrorism,terrorism
307,198,domestic terrorism,terrorism
308,198,state-sponsored terrorism,international terrorism
309,198,narcoterrorism,international terrorism
310,198,ecoterrorism,international terrorism
311,198,theoterrorism,international terrorism
312,198,terrorist attack,terrorism
313,198,9/11,terrorist attack
314,198,chemical terrorism,terrorism
315,198,bioterrorism,terrorism
316,198,nuclear terrorism,terrorism
317,198,cyber-terrorism,terrorism
318,198,Red Hand Defenders,terrorism
319,200,pocket,pouch
320,200,mailbag,pouch
321,200,diplomatic pouch,pouch
322,200,fanny pack,pouch
323,200,waist pack,pouch
324,200,sporran,pouch
325,200,tobacco pouch,pouch
326,200,fob,pouch
327,200,vest pocket,pocket
328,200,breast pocket,pocket
329,200,hip pocket,pocket
330,200,slash pocket,pocket
331,200,patch pocket,pocket
332,212,ceratopsian,ornithischian
333,212,ornithopod,ornithischian
334,212,armored dinosaur,ornithischian
335,212,bone-headed dinosaur,ornithischian
336,212,psittacosaur,ceratopsian
337,212,protoceratops,ceratopsian
338,212,triceratops,ceratopsian
339,212,styracosaur,ceratopsian
340,212,hadrosaur,ornithopod
341,212,anatotitan,hadrosaur
342,212,corythosaur,hadrosaur
343,212,edmontosaurus,hadrosaur
344,212,trachodon,hadrosaur
345,212,pisanosaur,ornithopod
346,212,staurikosaur,ornithopod
347,212,ankylosaur,armored dinosaur
348,212,edmontonia,armored dinosaur
349,212,stegosaur,armored dinosaur
350,212,pachycephalosaur,bone-headed dinosaur
351,215,microphone,electro-acoustic transducer
352,215,loudspeaker,electro-acoustic transducer
353,215,crystal microphone,microphone
354,215,condenser microphone,microphone
355,215,cardioid microphone,microphone
356,215,directional microphone,microphone
357,215,crystal pickup,crystal microphone
358,215,spike mike,crystal microphone
359,215,woofer,loudspeaker
360,215,tweeter,loudspeaker
361,215,subwoofer,loudspeaker
362,215,bullhorn,loudspeaker
363,215,telephone receiver,loudspeaker
364,215,earphone,loudspeaker
365,215,headset,loudspeaker
366,215,earplug,loudspeaker
367,215,tannoy,loudspeaker
368,215,squawk box,loudspeaker
369,215,bug,microphone
370,215,cartridge,microphone
371,236,vertex,point
372,236,component,point
373,236,attractor,point
374,236,intersection,vertex
375,236,plot element,component
376,236,McGuffin,plot element
377,236,be-all and end-all,plot element
378,236,strange attractor,attractor
379,236,metacenter,attractor
380,236,intercept,vertex
381,24,capuchin,New World monkey
382,24,saki,New World monkey
383,24,titi,New World monkey
384,24,uakari,New World monkey
385,24,howler monkey,New World monkey
386,24,spider monkey,New World monkey
387,24,tamarin,New World monkey
388,24,marmoset,New World monkey
389,24,pygmy marmoset,marmoset
390,24,true marmoset,marmoset
391,24,douroucouli,marmoset
392,24,squirrel monkey,tamarin
393,24,silky tamarin,tamarin
394,24,pinche,tamarin
395,242,evasion,deception
396,242,misrepresentation,deception
397,242,pretense,deception
398,242,trickery,deception
399,242,facade,deception
400,242,half-truth,deception
401,242,exaggeration,deception
402,242,circumlocution,evasion
403,242,quibble,evasion
404,242,fraudulence,misrepresentation
405,242,bill of goods,misrepresentation
406,242,snow job,misrepresentation
407,242,bluff,pretense
408,242,doublespeak,pretense
409,242,pretext,pretense
410,242,subterfuge,trickery
411,242,hedge,trickery
412,242,humbug,trickery
413,242,hypocrisy,facade
414,242,crocodile tears,deception
415,247,pipefitting,fitting
416,247,socket,fitting
417,247,electric socket,fitting
418,247,receptacle,socket
419,247,wall socket,receptacle
420,247,outlet box,receptacle
421,247,reducer,pipefitting
422,247,point,pipefitting
423,247,gas fitting,pipefitting
424,247,slot,receptacle
425,251,emotional state,state
426,251,quality of life,state
427,251,happiness,emotional state
428,251,unhappiness,emotional state
429,251,gratification,happiness
430,251,ecstasy,happiness
431,251,blessedness,happiness
432,251,nirvana,happiness
433,251,radiance,happiness
434,251,comfort,happiness
435,251,sadness,unhappiness
436,251,embarrassment,unhappiness
437,251,embitterment,unhappiness
438,251,mourning,sadness
439,251,poignance,sadness
440,262,farming,culture
441,262,gardening,culture
442,262,animal husbandry,culture
443,262,mixed farming,farming
444,262,monoculture,farming
445,262,subsistence farming,farming
446,262,truck farming,farming
447,262,cranberry culture,farming
448,262,tillage,farming
449,262,plowing,tillage
450,262,tilling,tillage
451,262,drip culture,farming
452,262,hydroponics,farming
453,262,viticulture,farming
454,262,arboriculture,farming
455,262,flower gardening,gardening
456,262,market gardening,gardening
457,262,landscaping,gardening
458,262,ranching,animal husbandry
459,262,dairying,animal husbandry
460,262,beekeeping,animal husbandry
461,262,insemination,animal husbandry
462,262,aquaculture,farming
463,262,strip cropping,farming
464,262,cultivation,farming
465,262,roundup,farming
466,262,planting,farming
467,265,West African,Niger-Congo
468,265,Bantu,Niger-Congo
469,265,Kwa,Niger-Congo
470,265,Swahili,Bantu
471,265,Kongo,Bantu
472,265,Ewe,Kwa
473,265,Zulu,Nguni
474,265,Nguni,Bantu
475,265,Sotho,Bantu
476,265,Shona,Bantu
477,265,Tswana,Sotho
478,265,Luba,Bantu
479,265,Luyia,Bantu
480,265,Akan,West African
481,265,Fula,West African
482,265,Wolof,West African
483,265,Gikuyu,West African
484,265,Kinyarwanda,West African
485,265,Gur,West African
486,265,Sango,West African
487,265,Sesotho,Sotho
488,265,Ndebele,Nguni
489,265,Swazi,Nguni
490,265,Xhosa,Nguni
491,265,Chishona,Shona
492,265,ChiMwini,Shona
493,265,Chichewa,Bantu
494,265,Mashi,Bantu
495,265,Mande,West African
496,265,Yoruba,West African
497,265,Herero,Bantu
498,265,Kiswahili,Bantu
499,265,Kichaga,Bantu
500,265,Tonga,Bantu
501,265,Umbundu,Bantu
502,265,Mwera,Bantu
503,265,Pokomo,Bantu
504,265,Giriama,Bantu
505,265,Fang,Kwa
506,265,Serer,West African
507,265,Nyamwezi,Bantu
508,265,Kamba,Bantu
509,265,LuGanda,Bantu
510,265,Mwini,Bantu
511,268,disk file,computer file
512,268,text file,computer file
513,268,binary file,computer file
514,268,ASCII text file,text file
515,268,source code,text file
516,268,master file,disk file
517,268,transaction file,disk file
518,268,backup file,binary file
519,268,read-only file,binary file
520,268,input file,computer file
521,268,output file,computer file
522,268,web page,computer file
523,268,home page,web page
524,28,clot,agglomeration
525,28,knot,agglomeration
526,28,tuft,agglomeration
527,28,coma,agglomeration
528,28,gob,agglomeration
529,28,bunch,agglomeration
530,28,wisp,agglomeration
531,28,ball,agglomeration
532,28,clew,agglomeration
533,28,thrombus,clot
534,28,embolus,clot
535,28,swad,bunch
536,28,witches' broom,agglomeration
537,28,Omega Centauri,agglomeration
538,28,Northern Cross,agglomeration
539,28,Pleiades,agglomeration
540,292,low explosive,firework
541,292,sparkler,firework
542,292,roman candle,firework
543,292,skyrocket,firework
544,292,catherine wheel,firework
545,292,serpent,firework
546,292,whizbang,firework
547,292,fizgig,firework
548,292,maroon,firework
549,292,torpedo,firework
550,292,cherry bomb,firework
551,292,firecracker,firework
552,292,squib,low explosive
553,292,cannon cracker,low explosive
554,312,instrument,means
555,312,expedient,means
556,312,road,means
557,312,implementation,means
558,312,escape,means
559,312,salvation,means
560,312,voice,instrument
561,312,tooth,instrument
562,312,dint,instrument
563,312,makeshift,expedient
564,312,crutch,expedient
565,312,pis aller,expedient
566,312,desperate measure,expedient
567,312,stepping stone,road
568,312,fast track,road
569,312,motorization,road
570,312,royal road,road
571,312,instrumentation,implementation
572,312,invocation,implementation
573,312,practice,implementation
574,312,open sesame,means
575,312,wings,means
576,320,flower garden,garden
577,320,orchard,garden
578,320,grove,garden
579,320,landscaping,garden
580,320,formal garden,garden
581,320,topiary,garden
582,320,rose garden,flower garden
583,320,tulip bed,flower garden
584,320,asparagus bed,flower garden
585,320,herb garden,flower garden
586,320,turnip bed,flower garden
587,320,apple orchard,orchard
588,320,peach orchard,orchard
589,320,lemon grove,grove
590,320,orange grove,grove
591,320,parterre,formal garden
592,320,bed,formal garden
593,320,rose bed,bed
594,320,rock garden,landscaping
595,320,hanging garden,landscaping
596,320,sunken garden,landscaping
597,320,plot,garden
598,320,seedbed,garden
599,320,hotbed,seedbed
600,320,victory garden,garden
601,320,kitchen garden,garden
602,320,market garden,garden
603,320,pot farm,garden
604,320,Tuileries,formal garden
605,320,Hanging Gardens of Babylon,hanging garden
606,320,tea garden,garden
607,327,sister,kinswoman
608,327,aunt,kinswoman
609,327,niece,kinswoman
610,327,big sister,sister
611,327,little sister,sister
612,327,female sibling,sister
613,327,half sister,sister
614,327,great-aunt,aunt
615,327,maiden aunt,aunt
616,327,great-niece,niece
617,33,flight feather,feather
618,33,contour feather,feather
619,33,down,feather
620,33,hackle,feather
621,33,tail feather,feather
622,33,sickle feather,flight feather
623,33,primary,flight feather
624,33,bastard wing,contour feather
625,33,saddle hackle,contour feather
626,33,goose down,down
627,33,swan's down,down
628,33,eiderdown,down
629,33,duck down,down
630,33,marabou,down
631,33,plumule,feather
632,33,aftershaft,feather
633,33,scapular,feather
634,335,surgical instrument,medical instrument
635,335,scalpel,surgical instrument
636,335,lancet,surgical instrument
637,335,surgical knife,surgical instrument
638,335,retractor,surgical instrument
639,335,dilator,surgical instrument
640,335,hemostat,surgical instrument
641,335,speculum,surgical instrument
642,335,snare,surgical instrument
643,335,curette,surgical instrument
644,335,trepan,surgical instrument
645,335,endoscope,medical instrument
646,335,arthroscope,endoscope
647,335,bronchoscope,endoscope
648,335,laparoscope,endoscope
649,335,gastroscope,endoscope
650,335,sigmoidoscope,endoscope
651,335,colonoscope,endoscope
652,335,proctoscope,endoscope
653,335,culdoscope,endoscope
654,335,fiberscope,endoscope
655,335,stethoscope,medical instrument
656,335,electroencephalograph,medical instrument
657,335,electromyograph,medical instrument
658,335,cardiograph,medical instrument
659,335,ballistocardiograph,medical instrument
660,335,thermograph,medical instrument
661,335,ophthalmoscope,medical instrument
662,335,keratoscope,medical instrument
663,335,otoscope,medical instrument
664,335,rhinoscope,medical instrument
665,335,laryngoscope,medical instrument
666,335,fetoscope,medical instrument
667,335,dialyzer,medical instrument
668,335,artificial kidney,medical instrument
669,335,photocoagulator,medical instrument
670,335,diathermy machine,medical instrument
671,335,microwave diathermy machine,diathermy machine
672,335,shortwave diathermy machine,diathermy machine
673,335,autoinjector,medical instrument
674,335,hypodermic syringe,medical instrument
675,335,syringe,hypodermic syringe
676,335,douche,medical instrument
677,335,polygraph,medical instrument
678,335,lie detector,polygraph
679,350,binder,adhesive material
680,350,cement,adhesive material
681,350,glue,adhesive material
682,350,paste,adhesive material
683,350,putty,adhesive material
684,350,wafer,adhesive material
685,350,birdlime,adhesive material
686,350,animal glue,glue
687,350,fish glue,animal glue
