,group,child,parent
0,10,manipulation,influence
1,10,exposure,influence
2,10,mind game,influence
3,10,seduction,manipulation
4,10,ingratiation,manipulation
5,10,blandishment,manipulation
6,10,enticement,manipulation
7,10,solicitation,seduction
8,10,leading astray,ingratiation
9,10,overexposure,exposure
10,10,underexposure,exposure
11,10,cross-pollination,exposure
12,10,hypnotism,mind game
13,101,tent,shelter
14,101,hut,shelter
15,101,refuge,shelter
16,101,safehold,shelter
17,101,haven,shelter
18,101,harbor,shelter
19,101,fallout shelter,shelter
20,101,bell tent,tent
21,101,wall tent,tent
22,101,fly tent,tent
23,101,backpacking tent,tent
24,101,pyramidal tent,tent
25,101,Sibley tent,tent
26,101,pup tent,tent
27,101,pop tent,tent
28,101,cottage tent,tent
29,101,mountain tent,tent
30,101,two-man tent,tent
31,101,circus tent,tent
32,101,lean-to tent,tent
33,101,tepee,tent
34,101,igloo,shelter
35,101,Nissen hut,hut
36,101,mudhif,hut
37,101,cabana,hut
38,101,safe house,safehold
39,101,storm cellar,safehold
40,101,pavilion,shelter
41,101,loft,shelter
42,101,cookhouse,shelter
43,101,praetorium,shelter
44,101,field tent,tent
45,101,umbrella tent,tent
46,101,mantelet,shelter
47,101,tupik,shelter
48,101,hovel,shelter
49,101,dugout,shelter
50,101,sconce,shelter
51,101,canvas tent,tent
52,105,drum,percussion instrument
53,105,piano,percussion instrument
54,105,gong,percussion instrument
55,105,chime,percussion instrument
56,105,glockenspiel,percussion instrument
57,105,marimba,percussion instrument
58,105,vibraphone,percussion instrument
59,105,bass drum,drum
60,105,snare drum,drum
61,105,tenor drum,drum
62,105,bongo,drum
63,105,steel drum,drum
64,105,tabor,drum
65,105,concert grand,piano
66,105,baby grand,piano
67,105,upright,piano
68,105,spinet,piano
69,105,mechanical piano,piano
70,105,timbrel,percussion instrument
71,105,tambourine,percussion instrument
72,105,triangle,percussion instrument
73,105,cymbal,percussion instrument
74,105,high-hat cymbal,cymbal
75,105,maraca,percussion instrument
76,105,bones,percussion instrument
77,105,rain stick,percussion instrument
78,105,lagerphone,percussion instrument
79,105,handbell,percussion instrument
80,105,zill,percussion instrument
81,105,carillon,percussion instrument
82,13,coefficient of reflection,coefficient
83,13,coefficient of expansion,coefficient
84,13,coefficient of friction,coefficient
85,13,drag coefficient,coefficient
86,13,coefficient of viscosity,coefficient
87,13,coefficient of mutual induction,coefficient
88,13,coefficient of self induction,coefficient
89,13,coefficient of elasticity,coefficient
90,13,Young's modulus,modulus
91,13,modulus of rigidity,modulus
92,13,bulk modulus,modulus
93,13,absorption coefficient,coefficient
94,13,transmittance,coefficient
95,137,microcytic anemia,anemia
96,137,macrocytic anemia,anemia
97,137,hemolytic anemia,anemia
98,137,aplastic anemia,anemia
99,137,iron deficiency anemia,microcytic anemia
100,137,thalassemia,microcytic anemia
101,137,Cooley's anemia,thalassemia
102,137,sideroblastic anemia,microcytic anemia
103,137,hypochromic anemia,microcytic anemia
104,137,megaloblastic anemia,macrocytic anemia
105,137,pernicious anemia,macrocytic anemia
106,137,erythroblastosis fetalis,hemolytic anemia
107,137,sickle-cell anemia,hemolytic anemia
108,137,favism,hemolytic anemia
109,137,Fanconi's anemia,aplastic anemia
110,137,refractory anemia,aplastic anemia
111,137,hypoplastic anemia,anemia
112,137,metaplastic anemia,anemia
113,137,chlorosis,anemia
114,137,ischemia,anemia
115,137,transient ischemic attack,ischemia
116,137,ischemic stroke,ischemia
117,138,marriage,marital status
118,138,bachelorhood,marital status
119,138,spinsterhood,marital status
120,138,widowhood,marital status
121,138,cuckoldom,marital status
122,138,monogamy,marriage
123,138,polygamy,marriage
124,138,common-law marriage,marriage
125,138,civil union,marriage
126,138,open marriage,marriage
127,138,sigeh,marriage
128,138,marriage of convenience,marriage
129,138,mesalliance,marriage
130,138,misalliance,marriage
131,138,endogamy,marriage
132,138,exogamy,marriage
133,138,monandry,monogamy
134,138,monogyny,monogamy
135,138,serial monogamy,monogamy
136,138,polygyny,polygamy
137,138,polyandry,polygamy
138,138,bigamy,polygamy
139,15,air travel,flight
140,15,glide,flight
141,15,sortie,flight
142,15,flyover,flight
143,15,solo,air travel
144,15,blind flying,air travel
145,15,hang gliding,glide
146,15,parasailing,glide
147,15,acrobatics,flight
148,15,tailspin,acrobatics
149,15,overflight,flight
150,15,terrain flight,flight
151,15,maiden flight,flight
152,15,ballooning,flight
153,15,pass,flight
154,150,joke,wit
155,150,fun,wit
156,150,sarcasm,wit
157,150,parody,wit
158,150,banter,wit
159,150,cartoon,wit
160,150,one-liner,joke
161,150,shaggy dog story,joke
162,150,dirty joke,joke
163,150,ethnic joke,joke
164,150,sick joke,joke
165,150,in-joke,joke
166,150,drollery,fun
167,150,ribaldry,fun
168,150,waggery,fun
169,150,jocosity,fun
170,150,persiflage,sarcasm
171,150,badinage,sarcasm
172,150,mock-heroic,parody
173,150,pungency,parody
174,150,repartee,banter
175,150,esprit de l'escalier,banter
176,150,comic strip,cartoon
177,150,sight gag,cartoon
178,150,bon mot,wit
179,150,belly laugh,fun
180,150,jeu d'esprit,wit
181,150,topper,joke
182,150,caricature,parody
183,150,pun,joke
184,17,elementary education,education
185,17,secondary education,education
186,17,higher education,education
187,17,continuing education,education
188,17,coeducation,education
189,17,adult education,education
190,17,course,education
191,17,required course,course
192,17,elective course,course
193,17,orientation course,course
194,17,course of lectures,course
195,17,extension,continuing education
196,17,extension course,extension
197,17,refresher course,continuing education
198,17,art class,education
199,17,shop class,education
200,17,dramatics,education
201,17,industrial arts,education
202,17,work-study program,education
203,17,home study,education
204,17,correspondence course,education
205,17,directed study,education
206,17,seminar,education
207,17,workshop,education
208,17,team teaching,education
209,17,propaedeutic,education
210,17,life class,education
211,17,extracurricular activity,education
212,17,athletics,extracurricular activity
213,17,childbirth-preparation class,education
214,171,barbet,piciform bird
215,171,toucan,piciform bird
216,171,woodpecker,piciform bird
217,171,jacamar,piciform bird
218,171,flicker,woodpecker
219,171,sapsucker,woodpecker
220,171,downy woodpecker,woodpecker
221,171,redheaded woodpecker,woodpecker
222,171,green woodpecker,woodpecker
223,171,wryneck,woodpecker
224,171,yellow-shafted flicker,flicker
225,171,red-shafted flicker,flicker
226,171,gilded flicker,flicker
227,171,red-breasted sapsucker,sapsucker
228,171,yellow-bellied sapsucker,sapsucker
229,171,toucanet,toucan
230,171,piculet,piciform bird
231,171,honey guide,piciform bird
232,171,ivorybill,piciform bird
233,171,puffbird,piciform bird
234,177,guillemot,auk
235,177,murre,auk
236,177,auklet,auk
237,177,great auk,auk
238,177,little auk,auk
239,177,razorbill,auk
240,177,black guillemot,guillemot
241,177,pigeon guillemot,guillemot
242,177,common murre,murre
243,177,thick-billed murre,murre
244,180,apple tree,apple
245,180,crab apple,apple
246,180,wild apple,apple
247,180,American crab apple,crab apple
248,180,Southern crab apple,crab apple
249,180,Oregon crab apple,crab apple
250,180,Iowa crab,American crab apple
251,180,Bechtel crab,crab apple
252,180,Siberian crab,crab apple
253,180,wild crab,crab apple
254,184,initiation,beginning
255,184,creation,beginning
256,184,introduction,beginning
257,184,installation,beginning
258,184,activation,beginning
259,184,attack,beginning
260,184,tip-off,beginning
261,184,kickoff,beginning
262,184,jump ball,beginning
263,184,face-off,beginning
264,184,scrum,beginning
265,184,communization,beginning
266,184,colonization,beginning
267,184,collectivization,beginning
268,184,unionization,beginning
269,184,federation,beginning
270,184,first step,beginning
271,184,first base,beginning
272,184,springboard,beginning
273,184,curtain raiser,beginning
274,184,usher in,beginning
275,184,inauguration,beginning
276,184,population,beginning
277,184,naturalization,beginning
278,184,peace initiative,beginning
279,184,hypnogenesis,beginning
280,184,groundbreaking,beginning
281,184,resumption,beginning
282,184,induction,initiation
283,184,induction of labor,induction
284,184,product introduction,introduction
285,184,icebreaker,introduction
286,184,housing start,installation
287,184,startup,activation
288,184,authorship,creation
289,193,progymnosperm,gymnosperm
290,193,cycad,gymnosperm
291,193,welwitschia,gymnosperm
292,193,seed fern,gymnosperm
293,193,zamia,cycad
294,193,dioon,cycad
295,193,macrozamia,cycad
