,0
0,"
graph LR
    1[""scene""] --> 2[""filter_color_gray""]
    2 --> 3[""unique""]
    3 --> 4[""same_shape""]
    1 --> 5[""filter_material_matte""]
    5 --> 6[""exist""]
    1 --> 7[""relate""]
    6 --> 8[""And""]
    7 --> 8
    4 --> 8
    8 --> 9[""filter_material_matte""]
    9 --> 10[""subset""]
    3 --> 10
    10 --> 11[""count""]
"
1,"
graph LR
    1[""scene""] --> 2[""filter_color_cyan""]
    2 --> 3[""filter_size_large""]
    3 --> 4[""unique""]
    1 --> 5[""filter_color_gray""]
    5 --> 6[""unique""]
    4 --> 7[""relate_behind""]
    6 --> 8[""relate_left""]
    7 --> 9[""And""]
    8 --> 9
    9 --> 10[""filter_material_rubber""]
    10 --> 11[""count""]
"
2,"
graph LR
    1[""scene""] --> 2[""filter_size_small""]
    2 --> 3[""filter_material_metal""] 
    3 --> 4[""unique""]
    4 --> 5[""query_color""]
    1 --> 6[""query_size""]
    6 --> 7[""eq""]
    5 --> 7
    7 --> 8[""filter_color""]
    1 --> 9[""filter_sizeSmall""]
    8 --> 10[""filter_shape_sphere""]
    10 --> 11[""same_color""]
    11 --> 12[""same_shape""]
    12 --> 13[""filter_shape_cube""]
    13 --> 14[""same""]
    14 --> 15[""filter""]
"
3,"
graph LR
    1[""scene""] --> 2[""filter_color_green""]
    2 --> 3[""filter_shape_cylinder""]
    3 --> 4[""unique""]
    4 --> 5[""relate_right""]
    1 --> 6[""filter_color_red""]
    6 --> 7[""filter_material_rubber""]
    7 --> 8[""filter_shape_cylinder""]
    1 --> 9[""filter_material_metal""]
    9 --> 10[""filter_shape_cylinder""]
    5 --> 11[""filter_shape_cylinder""]
    11 --> 12[""AND""]
    7 --> 13[""AND""]
    4 --> 13
    12 --> 14[""OR""]
    13 --> 14
    14 --> 15[""count""]
"
4,"
graph LR
    1[""scene""] --> 2[""filter_color_brown""]
    2 --> 3[""unique""]
    4[""scene""] --> 5[""filter_shape_cylinder""]
    3 --> 6[""relate_left""]
    6 --> 5
    5 --> 7[""unique""]
    8[""scene""] --> 9[""filter_size_large""]
    10[""scene""] --> 11[""filter_material_metal""]
    7 --> 12[""relate_in_front""]
    12 --> 9
    9 --> 11
    11 --> 13[""unique""]
    13 --> 14[""relate_right""]
    14 --> 15[""filter_size_large""]
    15 --> 16[""count""]
"
5,"
graph LR
    1[""scene""] --> 2[""filter_color_brown""]
    2 --> 3[""filter_shape_cylinder""]
    3 --> 4[""unique""]
    1 --> 5[""filter_shape_cube""]
    5 --> 6[""unique""]
    6 --> 7[""relate_behind""]
    7 --> 8[""filter_material_rubber""]
    8 --> 9[""equal_size""]
    4 --> 9
"
6,"
graph LR
    1[""scene""] --> 2[""filter_color_blue""]
    2 --> 3[""filter_material_rubber""]
    3 --> 4[""filter_shape_cube""]
    4 --> 5[""unique""]
    5 --> 6[""relate_in_front""]
    1 --> 7[""filter_size_small""]
    7 --> 8[""filter_shape_sphere""]
    6 --> 9[""relate_right""]
    9 --> 10[""filter_shape_sphere""]
    10 --> 11[""same_color""]
"
7,"
graph LR
    1[""scene""] --> 2[""filter_size_large""]
    2 --> 3[""filter_color_blue""]
    3 --> 4[""unique""]
    1 --> 5[""filter_material_metal""]
    5 --> 6[""filter_shape_cylinder""]
    6 --> 7[""unique""]
    7 --> 8[""relate_right""]
    8 --> 9[""same_size""]
    9 --> 10[""filter_size_small""]
    10 --> 11[""equal_shape""]
    4 --> 11
"
8,"
graph LR
    1[""scene""] --> 2[""filter_color_gray""]
    2 --> 3[""unique""]
    3 --> 4[""relate_right""]
    4 --> 5[""filter_size_small""]
    5 --> 6[""filter_material_metal""]
    6 --> 7[""unique""]
    1 --> 8[""filter_material_rubber""]
    8 --> 9[""filter_shape_cube""]
    9 --> 10[""unique""]
    7 --> 11[""equal_color""]
    10 --> 11
"
9,"
graph LR
    1[""scene""] --> 2[""filter_color_cyan""]
    2 --> 13[""And""]
    1 --> 3[""filter_color_yellow""]
    3 --> 13
    1 --> 4[""filter_color_green""]
    4 --> 13
    1 --> 5[""filter_size_small""]
    1 --> 6[""filter_color_brown""]
    6 --> 7[""filter_material_metal""]
    7 --> 8[""count""]
    13 --> 9[""OR""]
    9 --> 10[""count""]
    8 --> 11[""less_than""]
    10 --> 11
"
10,"
graph LR
    1[""scene""] --> 2[""filter_size_large""]
    2 --> 3[""filter_material_metal""]
    3 --> 4[""filter_shape_sphere""]
    4 --> 5[""unique""]
    1 --> 6[""filter_size_large""]
    6 --> 7[""filter_material_rubber""]
    7 --> 8[""filter_color_gray""]
    8 --> 9[""filter_shape_cylinder""]
    9 --> 10[""relate_right""]
    10 --> 11[""And""]
    11 --> 5
    11 --> 12[""query_color""]
"
11,"
graph LR
    1[""scene""] --> 2[""filter_size_large""]
    2 --> 3[""filter_material_metal""]
    3 --> 4[""unique""]
    4 --> 5[""relate_behind""]
    1 --> 6[""filter_size_small""]
    6 --> 7[""filter_shape_sphere""]
    7 --> 8[""unique""]
    5 --> 9[""filter_shape_cylinder""]
    9 --> 10[""unique""]
    4 --> 11[""relate_left""]
    11 --> 12[""filter_shape_cylinder""]
    12 --> 13[""unique""]
    13 --> 14[""equal_shape""]
    8 --> 14
    14 --> 15[""equal""]
    15 --> 16[""yes""]
    style 16 fill:#f9f,stroke:#333,stroke-width:2px
    1 sublist true
    subgraph 17
    14
    end
    14 --> 18[""no""]
    18 --> 19[""query_size""]
    19 --> 20[""size""]
"
12,"
graph LR
    1[""scene""] --> 2[""filter_color_purple""]
    2 --> 3[""filter_shape_sphere""]
    3 --> 4[""unique""]
    4 --> 5[""relate_in_front""]
    1 --> 6[""filter_color_brown""]
    6 --> 7[""filter_material_metal""]
    7 --> 8[""filter_shape_cube""]
    8 --> 9[""unique""]
    9 --> 10[""relate_behind""]
    5 --> 11[""And""]
    10 --> 11
    11 --> 12[""unique""]
    12 --> 13[""query_shape""]
"
13,"
graph LR
    1[""scene""] --> 2[""filter_color_red""]
    2 --> 3[""filter_size_small""]
    3 --> 4[""unique""]
    1 --> 5[""filter_color_yellow""]
    4 --> 6[""same_material""]
    5 --> 7[""same_material""]
    6 --> 7
    7 --> 8[""query_shape""]
"
14,"
graph LR
    1[""scene""] --> 2[""filter_color_cyan""]
    2 --> 3[""filter_size_small""]
    3 --> 4[""unique""]
    4 --> 5[""same_shape""]
    5 --> 6[""filter_material_metal""]
    6 --> 7[""And""]
    1 --> 7
    7 --> 8[""exist""]
    8 --> 9[""query_size""]
"
15,"
graph LR
    1[""scene""] --> 2[""filter_color_green""]
    2 --> 3[""filter_size_large""]
    3 --> 4[""filter_material_metal""]
    4 --> 5[""unique""]
    1 --> 6[""filter_color_red""]
    5 --> 7[""same_material""]
    6 --> 8[""same_material""]
    5 --> 9[""unique""]
    6 --> 9[""unique""]
    9 --> 10[""same_material""]
    5 --> 11[""relate_left""]
    7 --> 12[""relate_left""]
    8 --> 12[""relate_left""]
    12 --> 13[""And""]
    11 --> 13
    5 --> 14[""And""]
    7 --> 14
    14 --> 15[""Or""]
    5 --> 15
    13 --> 16[""Not_Satisfied""]
    15 --> 16
    8 --> 17[""Or""]
    5 --> 17
    16 --> 18[""Or""]
    17 --> 18
    18 --> 19[""count""]
"
16,"
graph LR
    1[""scene""] --> 2[""filter_size_large""]
    2 --> 3[""filter_material_rubber""]
    3 --> 4[""filter_color_green""]
    4 --> 5[""filter_shape_cube""]
    1 --> 6[""filter_color_cyan""]
    6 --> 7[""filter_size_small""]
    7 --> 8[""unique""]
    8 --> 9[""relate_behind""]
    9 --> 10[""filter_size_large""]
    5 --> 11[""OR""]
    10 --> 11
    11 --> 12[""count""]
"
17,"
graph LR
    1[""scene""] --> 2[""filter_color_yellow""]
    2 --> 3[""filter_size_large""]
    3 --> 4[""unique""]
    4 --> 5[""relate_in_front""]
    1 --> 6[""filter_material_metal""]
    6 --> 7[""relate_behind""]
    5 --> 7
    7 --> 8[""unique""]
    8 --> 9[""filter_size_large""]
    9 --> 10[""count""]
"
18,"
graph LR
    1[""scene""] --> 2[""filter_shape_sphere""]
    2 --> 3[""filter_material_rubber""]
    3 --> 4[""negate""]
    1 --> 4[""equal_material""]
    4 --> 5[""filter_size_small""]
    5 --> 6[""count""]
"
19,"
graph LR
    1[""scene""] --> 2[""filter_size_small""]
    2 --> 3[""filter_material_metal""]
    3 --> 4[""unique""]
    4 --> 5[""same_color""]
    5 --> 6[""filter_shape_cube""]
    6 --> 7[""count""]
"
