,group,child,parent
0,10,manipulation,influence
1,10,exposure,influence
2,10,enticement,influence
3,10,seduction,enticement
4,10,hypnotism,influence
5,10,leading astray,influence
6,10,ingratiation,manipulation
7,10,blandishment,manipulation
8,10,impingement,manipulation
9,10,overexposure,exposure
10,10,underexposure,exposure
11,10,cross-pollination,enticement
12,10,solicitation,seduction
13,10,mind game,manipulation
14,101,tent,shelter
15,101,hut,shelter
16,101,haven,shelter
17,101,safe house,shelter
18,101,cottage,shelter
19,101,loft,shelter
20,101,field tent,tent
21,101,fly tent,tent
22,101,umbrella tent,tent
23,101,mountain tent,tent
24,101,circus tent,tent
25,101,canvas tent,tent
26,101,pup tent,tent
27,101,wall tent,tent
28,101,pyramidal tent,tent
29,101,Sibley tent,tent
30,101,two-man tent,tent
31,101,bell tent,tent
32,101,cabana,tent
33,101,backpacking tent,tent
34,101,pop tent,tent
35,101,lean-to tent,tent
36,101,tepee,tent
37,101,mudhif,hut
38,101,Nissen hut,hut
39,101,igloo,hut
40,101,dugout,shelter
41,101,storm cellar,shelter
42,101,fallout shelter,shelter
43,101,safehold,shelter
44,101,harbor,haven
45,101,refuge,haven
46,101,pavilion,shelter
47,101,praetorium,shelter
48,101,cookhouse,shelter
49,101,sconce,shelter
50,101,mantelet,shelter
51,105,instrument with membrane,percussion instrument
52,105,idiophone,percussion instrument
53,105,xylophone,idiophone
54,105,tuned instruments,percussion instrument
55,105,chimes,tuned instruments
56,105,piano,tuned instruments
57,105,drum,instrument with membrane
58,105,timbrel,instrument with membrane
59,105,glockenspiel,idiophone
60,105,xylophone,idiophone
61,105,marimba,idiophone
62,105,vibraphone,idiophone
63,105,carillon,chimes
64,105,gong,chimes
65,105,mechanical piano,piano
66,105,upright,piano
67,105,spinet,piano
68,105,grand piano,piano
69,105,bass drum,drum
70,105,snare drum,drum
71,105,tenor drum,drum
72,105,steel drum,drum
73,105,tambourine,timbrel
74,105,tabor,timbrel
75,105,triangle,percussion instrument
76,105,cymbal,percussion instrument
77,105,high-hat cymbal,percussion instrument
78,105,zill,percussion instrument
79,105,bones,percussion instrument
80,105,lagerphone,percussion instrument
81,105,rain stick,percussion instrument
82,105,maraca,percussion instrument
83,105,handbell,percussion instrument
84,105,baby grand,upright
85,105,concert grand,upright
86,13,modulus,coefficient
87,13,Young's modulus,modulus
88,13,bulk modulus,modulus
89,13,modulus of rigidity,modulus
90,13,coefficient of elasticity,modulus
91,13,coefficient of self induction,coefficient
92,13,coefficient of mutual induction,coefficient
93,13,transmittance,coefficient
94,13,coefficient of reflection,coefficient
95,13,coefficient of expansion,coefficient
96,13,coefficient of viscosity,coefficient
97,13,coefficient of friction,coefficient
98,13,weight,coefficient
99,13,drag coefficient,coefficient
100,13,absorption coefficient,coefficient
101,137,microcytic anemia,anemia
102,137,macrocytic anemia,anemia
103,137,hypochromic anemia,anemia
104,137,sickle-cell anemia,anemia
105,137,iron deficiency anemia,microcytic anemia
106,137,thalassemia,microcytic anemia
107,137,sideroblastic anemia,microcytic anemia
108,137,Cooley's anemia,thalassemia
109,137,megaloblastic anemia,macrocytic anemia
110,137,pernicious anemia,macrocytic anemia
111,137,aplastic anemia,anemia
112,137,Fanconi's anemia,aplastic anemia
113,137,hemolytic anemia,anemia
114,137,favism,hemolytic anemia
115,137,erythroblastosis fetalis,anemia
116,137,refractory anemia,anemia
117,137,hypoplastic anemia,anemia
118,137,metaplastic anemia,anemia
119,137,chlorosis,anemia
120,138,marriage,marital status
121,138,bachelorhood,marital status
122,138,spinsterhood,marital status
123,138,widowhood,marital status
124,138,monogamy,marriage
125,138,polygamy,marriage
126,138,polygyny,polygamy
127,138,polyandry,polygamy
128,138,monogyny,monogamy
129,138,monandry,monogamy
130,138,serial monogamy,monogamy
131,138,marriage of convenience,monogamy
132,138,common-law marriage,marriage
133,138,civil union,marriage
134,138,open marriage,marriage
135,138,sigeh,marriage
136,138,endogamy,marriage
137,138,exogamy,marriage
138,138,cuckoldom,polygyny
139,138,bigamy,polygamy
140,138,mesalliance,marriage
141,138,misalliance,marriage
142,15,air travel,flight
143,15,glide,flight
144,15,ballooning,flight
145,15,solo,air travel
146,15,sortie,air travel
147,15,pass,air travel
148,15,flyover,pass
149,15,overflight,pass
150,15,hang gliding,glide
151,15,parasailing,glide
152,15,acrobatics,flight
153,15,terrain flight,flight
154,15,maiden flight,flight
155,150,joke,wit
156,150,banter,wit
157,150,sarcasm,wit
158,150,persiflage,wit
159,150,parody,wit
160,150,caricature,wit
161,150,cartoon,wit
162,150,comic strip,wit
163,150,funny story,wit
164,150,jocosity,wit
165,150,one-liner,joke
166,150,topper,joke
167,150,sick joke,joke
168,150,dirty joke,joke
169,150,ethnic joke,joke
170,150,pun,joke
171,150,in-joke,joke
172,150,shaggy dog story,joke
173,150,badinage,banter
174,150,repartee,banter
175,150,bon mot,banter
176,150,ribaldry,persiflage
177,150,mock-heroic,funny story
178,150,drollery,wit
179,150,waggery,wit
180,150,jeu d'esprit,wit
181,150,esprit de l'escalier,wit
182,150,sight gag,cartoon
183,150,belly laugh,wit
184,150,pungency,wit
185,17,elementary education,education
186,17,secondary education,education
187,17,higher education,education
188,17,coeducation,higher education
189,17,adult education,higher education
190,17,course,education
191,17,required course,course
192,17,elective course,course
193,17,extension course,course
194,17,correspondence course,extension course
195,17,home study,extension course
196,17,workshop,course
197,17,seminar,course
198,17,team teaching,course
199,17,directed study,course
200,17,shop class,workshop
201,17,life class,workshop
202,17,extracurricular activity,education
203,17,art class,extracurricular activity
204,17,dramatics,extracurricular activity
205,17,industrial arts,extracurricular activity
206,17,orientation course,course
207,17,propaedeutic,course
208,17,refresher course,course
209,17,continuing education,education
210,17,extension,continuing education
211,17,childbirth-preparation class,course of lectures
212,17,course of lectures,education
213,17,athletics,extracurricular activity
214,171,barbet,piciform bird
215,171,puffbird,piciform bird
216,171,jacamar,piciform bird
217,171,woodpecker,piciform bird
218,171,red-breasted sapsucker,sapsucker
219,171,yellow-bellied sapsucker,sapsucker
220,171,yellow-shafted flicker,flicker
221,171,red-shafted flicker,flicker
222,171,gilded flicker,flicker
223,171,sapsucker,woodpecker
224,171,flicker,woodpecker
225,171,ivorybill,woodpecker
226,171,downy woodpecker,woodpecker
227,171,redheaded woodpecker,woodpecker
228,171,green woodpecker,woodpecker
229,171,wryneck,woodpecker
230,171,honey guide,woodpecker
231,171,piculet,woodpecker
232,171,toucan,woodpecker
233,171,toucanet,toucan
234,177,guillemot,auk
235,177,murre,auk
236,177,auklet,auk
237,177,great auk,auk
238,177,little auk,auk
239,177,common murre,murre
240,177,thick-billed murre,murre
241,177,black guillemot,guillemot
242,177,pigeon guillemot,guillemot
243,177,razorbill,guillemot
244,180,apple tree,apple
245,180,crab apple,apple
246,180,wild apple,apple
247,180,American crab apple,crab apple
248,180,Siberian crab,crab apple
249,180,Iowa crab,crab apple
250,180,Oregon crab apple,crab apple
251,180,Bechtel crab,crab apple
252,180,Southern crab apple,crab apple
253,180,wild crab,crab apple
254,184,creation,beginning
255,184,activation,beginning
256,184,initiation,beginning
257,184,inauguration,beginning
258,184,kickoff,beginning
259,184,introduction,beginning
260,184,induction,beginning
261,184,authorship,creation
262,184,constitution,creation
263,184,installation,activation
264,184,startup,activation
265,184,induction,initiation
266,184,ushering in,initiation
267,184,curtain raiser,introduction
268,184,icebreaker,introduction
269,184,product introduction,introduction
270,184,groundbreaking,kickoff
271,184,jump ball,kickoff
272,184,tip-off,kickoff
273,184,face-off,kickoff
274,184,scrum,kickoff
275,184,induction of labor,induction
276,184,first base,first step
277,184,springboard,first step
278,184,population,colonization
279,184,unionization,collectivization
280,184,communization,collectivization
281,184,naturalization,collectivization
282,184,peace initiative,federation
283,184,attack,initiative
284,184,first step,initiative
285,184,federation,initiative
286,184,hypnogenesis,initiation
287,184,resumption,beginning
288,184,housing start,beginning
289,193,cycad,gymnosperm
290,193,progymnosperm,gymnosperm
291,193,seed fern,gymnosperm
292,193,welwitschia,gymnosperm
293,193,macrozamia,cycad
294,193,encephalartos,cycad
