,child,parent,group
0,decigram,gram,514
1,grain,kilogram,514
2,key,kilogram,514
3,liter,metric_capacity_unit,514
4,cubic_kilometer,metric_capacity_unit,514
5,kiloliter,metric_capacity_unit,514
6,hectoliter,metric_capacity_unit,514
7,milliliter,metric_capacity_unit,514
8,centiliter,metric_capacity_unit,514
9,deciliter,metric_capacity_unit,514
10,dekaliter,metric_capacity_unit,514
11,cubic_millimeter,metric_capacity_unit,514
12,decameter,metric_capacity_unit,514
13,angstrom,metric_linear_unit,514
14,picometer,metric_linear_unit,514
15,nanometer,metric_linear_unit,514
16,micron,metric_linear_unit,514
17,millimeter,metric_linear_unit,514
18,centimeter,metric_linear_unit,514
19,decimeter,metric_linear_unit,514
20,meter,metric_linear_unit,514
21,hectometer,metric_linear_unit,514
22,metric_weight_unit,metric_unit,514
23,metric_capacity_unit,metric_unit,514
24,metric_linear_unit,metric_unit,514
25,gram,metric_weight_unit,514
26,kilogram,metric_weight_unit,514
27,metric_ton,metric_weight_unit,514
28,myriagram,metric_weight_unit,514
29,milligram,metric_weight_unit,514
30,dekagram,metric_weight_unit,514
31,hectogram,metric_weight_unit,514
32,carat,metric_weight_unit,514
33,quintal,metric_weight_unit,514
34,hundredweight,metric_weight_unit,514
35,centner,metric_weight_unit,514
36,microgram,metric_weight_unit,514
37,nanogram,metric_weight_unit,514
38,gram_molecule,metric_weight_unit,514
39,gram_atom,metric_weight_unit,514
40,femtometer,metric_weight_unit,514
41,kilometer,metric_weight_unit,514
42,myriameter,metric_weight_unit,514
0,bacchante,bacchant,515
1,dalai_lama,lama,515
2,panchen_lama,lama,515
3,rainmaker,medicine_man,515
4,hoodoo,medicine_man,515
5,vestal_virgin,priest,515
6,flamen,priest,515
7,bacchant,priest,515
8,votary,priest,515
9,druid,priest,515
10,rhea_silvia,priest,515
11,lama,priest,515
12,magus,priest,515
13,shaman,priest,515
14,ezra,priest,515
15,medicine_man,shaman,515
0,product-moment_correlation_coefficient,correlation_coefficient,5
1,tau_coefficient_of_correlation,correlation_coefficient,5
2,biserial_correlation_coefficient,correlation_coefficient,5
3,tetrachoric_correlation_coefficient,correlation_coefficient,5
4,kendall_partial_rank_correlation,correlation_coefficient,5
5,rank-order_correlation_coefficient,correlation_coefficient,5
6,phi_coefficient,correlation_coefficient,5
7,age_norm,demographic,5
8,mean_deviation,deviation,5
9,arithmetic_mean,mean,5
10,geometric_mean,mean,5
11,harmonic_mean,mean,5
12,second_moment,moment,5
13,median,nonparametric_statistic,5
14,mode,nonparametric_statistic,5
15,outlier,nonparametric_statistic,5
16,kendall_test,nonparametric_statistic,5
17,coefficient_of_concordance,nonparametric_statistic,5
18,deviation,nonparametric_statistic,5
19,moment,nonparametric_statistic,5
20,regression_coefficient,parametric_statistic,5
21,variance,parametric_statistic,5
22,covariance,parametric_statistic,5
23,mean,parametric_statistic,5
24,correlation_coefficient,statistic,5
25,parametric_statistic,statistic,5
26,time_series,statistic,5
27,demographic,statistic,5
28,vital_statistics,statistic,5
29,nonparametric_statistic,statistic,5
30,multiple_correlation_coefficient,statistic,5
31,split-half_correlation,time_series,5
32,standard_deviation,variance,5
0,reel,country-dance,8
1,square_dance,country-dance,8
2,longways,country-dance,8
3,quadrille,country-dance,8
4,promenade,country-dance,8
5,highland_fling,country-dance,8
6,landler,country-dance,8
7,lancers,country-dance,8
8,sashay,country-dance,8
9,virginia_reel,reel,8
10,eightsome,square_dance,8
11,do-si-do,square_dance,8
12,swing,square_dance,8
0,heroin_addict,addict,9
1,opium_addict,addict,9
2,speed_freak,addict,9
3,caffeine_addict,addict,9
4,crack_addict,addict,9
5,cocaine_addict,addict,9
6,withdrawer,drug_addict,9
7,addict,drug_addict,9
8,head,drug_addict,9
9,drug_user,drug_addict,9
10,pill_head,drug_addict,9
11,pothead,head,9
12,hash_head,head,9
13,acid_head,head,9
14,tripper,head,9
0,overexposure,exposure,10
1,underexposure,exposure,10
2,ingratiation,influence,10
3,exposure,influence,10
4,leading_astray,influence,10
5,manipulation,influence,10
6,enticement,influence,10
7,blandishment,influence,10
8,seduction,influence,10
9,cross-pollination,influence,10
10,impingement,influence,10
11,mind_game,influence,10
12,solicitation,influence,10
13,hypnotism,influence,10
0,transmittance,coefficient,13
1,coefficient_of_reflection,coefficient,13
2,coefficient_of_viscosity,coefficient,13
3,coefficient_of_mutual_induction,coefficient,13
4,coefficient_of_self_induction,coefficient,13
5,coefficient_of_expansion,coefficient,13
6,coefficient_of_friction,coefficient,13
7,coefficient_of_elasticity,coefficient,13
8,drag_coefficient,coefficient,13
9,modulus,coefficient,13
10,absorption_coefficient,coefficient,13
11,weight,coefficient,13
12,young's_modulus,modulus,13
13,bulk_modulus,modulus,13
14,modulus_of_rigidity,modulus,13
0,diet,abstinence,525
1,chastity,abstinence,525
2,sobriety,abstinence,525
3,asceticism,abstinence,525
4,inhibition,abstinence,525
5,self-denial,abstinence,525
6,fast,abstinence,525
7,mortification,abstinence,525
8,teetotaling,abstinence,525
9,ramadan,diet,525
10,sawm,fast,525
11,hunger_strike,fast,525
0,hang_gliding,flight,15
1,ballooning,flight,15
2,parasailing,flight,15
3,acrobatics,flight,15
4,solo,flight,15
5,overflight,flight,15
6,terrain_flight,flight,15
7,glide,flight,15
8,blind_flying,flight,15
9,tailspin,flight,15
10,pass,flight,15
11,sortie,flight,15
12,air_travel,flight,15
13,maiden_flight,flight,15
14,flyover,overflight,15
0,elective_course,course,17
1,required_course,course,17
2,seminar,course,17
3,extension_course,course,17
4,correspondence_course,course,17
5,refresher_course,course,17
6,workshop,course,17
7,course_of_lectures,course,17
8,shop_class,course,17
9,art_class,course,17
10,home_study,course,17
11,directed_study,course,17
12,orientation_course,course,17
13,elementary_education,education,17
14,secondary_education,education,17
15,higher_education,education,17
16,adult_education,education,17
17,course,education,17
18,athletics,education,17
19,extracurricular_activity,education,17
20,work-study_program,education,17
21,industrial_arts,education,17
22,coeducation,education,17
23,team_teaching,education,17
24,dramatics,education,17
25,life_class,education,17
26,childbirth-preparation_class,education,17
27,extension,education,17
28,propaedeutic,education,17
29,continuing_education,education,17
0,petit_larceny,larceny,531
1,grand_larceny,larceny,531
2,shoplifting,larceny,531
3,pilferage,larceny,531
4,breach_of_trust_with_fraudulent_intent,larceny,531
5,plunderage,larceny,531
6,highjacking,larceny,531
7,robbery,larceny,531
8,piracy,larceny,531
9,skimming,larceny,531
10,rustling,larceny,531
11,embezzlement,larceny,531
12,rolling,larceny,531
13,biopiracy,piracy,531
14,highway_robbery,robbery,531
15,armed_robbery,robbery,531
16,caper,robbery,531
17,heist,robbery,531
18,raid,robbery,531
19,dacoity,robbery,531
0,accused,defendant,532
1,codefendant,defendant,532
2,defendant,litigant,532
3,plaintiff,litigant,532
4,respondent,litigant,532
5,corespondent,litigant,532
6,filer,plaintiff,532
7,prevailing_party,plaintiff,532
8,suer,plaintiff,532
9,appellant,plaintiff,532
0,kindheartedness,compassion,535
1,heartstrings,empathy,535
2,softheartedness,empathy,535
3,compatibility,empathy,535
4,solicitude,empathy,535
5,commiseration,empathy,535
6,sympathy,empathy,535
7,compassion,empathy,535
8,forgiveness,empathy,535
9,mellowness,empathy,535
10,tenderness,kindheartedness,535
11,mercifulness,kindheartedness,535
12,concern,sympathy,535
0,woolly_monkey,howler_monkey,24
1,true_marmoset,marmoset,24
2,pygmy_marmoset,marmoset,24
3,howler_monkey,new_world_monkey,24
4,uakari,new_world_monkey,24
5,tamarin,new_world_monkey,24
6,squirrel_monkey,new_world_monkey,24
7,marmoset,new_world_monkey,24
8,capuchin,new_world_monkey,24
9,saki,new_world_monkey,24
10,spider_monkey,new_world_monkey,24
11,titi,new_world_monkey,24
12,pinche,tamarin,24
13,silky_tamarin,tamarin,24
14,douroucouli,titi,24
0,bunch,agglomeration,28
1,ball,agglomeration,28
2,knot,agglomeration,28
3,wisp,agglomeration,28
4,witches'_broom,agglomeration,28
5,clot,agglomeration,28
6,coma,agglomeration,28
7,clew,agglomeration,28
8,omega_centauri,agglomeration,28
9,northern_cross,agglomeration,28
10,pleiades,agglomeration,28
11,gob,ball,28
12,swad,ball,28
13,tuft,bunch,28
14,thrombus,clot,28
15,embolus,clot,28
0,duck_down,down,33
1,goose_down,down,33
2,swan's_down,down,33
3,eiderdown,down,33
4,flight_feather,feather,33
5,bastard_wing,feather,33
6,hackle,feather,33
7,aftershaft,feather,33
8,plumule,feather,33
9,scapular,feather,33
10,marabou,feather,33
11,down,feather,33
12,contour_feather,feather,33
13,primary,flight_feather,33
14,saddle_hackle,flight_feather,33
15,sickle_feather,flight_feather,33
16,tail_feather,flight_feather,33
0,bell_ringer,basket,36
1,coup,conquest,36
2,blockbuster,conquest,36
3,sleeper,conquest,36
4,success,conquest,36
5,sexual_conquest,conquest,36
6,spare,hit,36
7,unearned_run,run,36
8,earned_run,run,36
9,conquest,score,36
10,solution,score,36
11,basket,score,36
12,touchdown,score,36
13,point_after,score,36
14,goal,score,36
15,safety,score,36
16,own_goal,score,36
17,break,score,36
18,hat_trick,score,36
19,run,score,36
20,conversion,score,36
21,field_goal,score,36
22,hit,score,36
23,run_batted_in,score,36
24,winning,score,36
25,passing,score,36
26,open_frame,score,36
27,equalizer,score,36
28,seduction,score,36
29,strike,score,36
30,bull's_eye,score,36
31,overturn,score,36
32,cuckoldry,score,36
33,flying_colors,winning,36
0,trouser_cuff,cuff,42
1,barndoor,flap,42
2,lappet,flap,42
3,tent-fly,flap,42
4,lapel,lap,42
5,earflap,lap,42
6,flap,lap,42
7,cuff,lap,42
8,jag,lap,42
9,tongue,lap,42
10,revers,lap,42
11,pocket_flap,lap,42
12,coattail,lapel,42
13,codpiece,lapel,42
0,pedaler,cyclist,559
1,merckx,cyclist,559
2,hinault,cyclist,559
3,unicyclist,cyclist,559
4,buster,hang_glider,559
5,horsewoman,horseman,559
6,postilion,horseman,559
7,picador,horseman,559
8,fox_hunter,horseman,559
9,roughrider,horseman,559
10,cyclist,rider,559
11,horseman,rider,559
12,jockey,rider,559
13,hang_glider,rider,559
0,broccoli_rabe,broccoli,561
1,head_cabbage,cabbage,561
2,savoy_cabbage,cabbage,561
3,red_cabbage,cabbage,561
4,chinese_cabbage,cabbage,561
5,broccoli,cruciferous_vegetable,561
6,cauliflower,cruciferous_vegetable,561
7,kale,cruciferous_vegetable,561
8,collards,cruciferous_vegetable,561
9,cabbage,cruciferous_vegetable,561
10,mustard,cruciferous_vegetable,561
11,kohlrabi,cruciferous_vegetable,561
12,bok_choy,cruciferous_vegetable,561
13,radish,cruciferous_vegetable,561
14,turnip,cruciferous_vegetable,561
15,brussels_sprouts,cruciferous_vegetable,561
16,white_turnip,turnip,561
17,rutabaga,turnip,561
