,group,child,parent
0,10,manipulation,influence
1,10,seduction,manipulation
2,10,ingratiation,manipulation
3,10,mind game,manipulation
4,10,impingement,manipulation
5,10,enticement,manipulation
6,10,blandishment,manipulation
7,10,overexposure,manipulation
8,10,underexposure,manipulation
9,10,hypnotism,influence
10,10,exposure,influence
11,10,solicitation,exposure
12,10,cross-pollination,exposure
13,10,leading astray,influence
14,101,field tent,tent
15,101,shelter,tent
16,101,hovel,shelter
17,101,haven,shelter
18,101,two-man tent,tent
19,101,pyramidal tent,tent
20,101,bell tent,tent
21,101,fly tent,tent
22,101,canvas tent,tent
23,101,pop tent,tent
24,101,pup tent,tent
25,101,backpacking tent,tent
26,101,cabana,tent
27,101,mudhif,tent
28,101,dugout,shelter
29,101,hut,shelter
30,101,igloo,shelter
31,101,lean-to tent,shelter
32,101,loft,shelter
33,101,mantelet,shelter
34,101,Nissen hut,shelter
35,101,Sibley tent,tent
36,101,storm cellar,shelter
37,101,tepee,tent
38,101,tupik,tent
39,101,harbor,shelter
40,101,circus tent,tent
41,101,cookhouse,shelter
42,101,safehold,shelter
43,105,drum,percussion instrument
44,105,bass drum,drum
45,105,tenor drum,drum
46,105,snare drum,drum
47,105,bongo,drum
48,105,maraca,bongo
49,105,glockenspiel,percussion instrument
50,105,carillon,glockenspiel
51,105,handbell,glockenspiel
52,105,marimba,percussion instrument
53,105,lagerphone,percussion instrument
54,105,rain stick,lagerphone
55,105,zill,lagerphone
56,105,triangle,percussion instrument
57,105,tambourine,percussion instrument
58,105,tambour,tambourine
59,105,cymbal,percussion instrument
60,105,high-hat cymbal,cymbal
61,105,gong,cymbal
62,105,piano,percussion instrument
63,105,grand piano,piano
64,105,concert grand,piano
65,105,upright,piano
66,105,spinet,piano
67,105,mechanical piano,piano
68,105,tabor,percussion instrument
69,105,timbrel,percussion instrument
70,105,steel drum,percussion instrument
71,105,kettle,percussion instrument
72,105,bass drum,drum
73,105,snare drum,drum
74,105,tenor drum,drum
75,13,coefficient,coefficient
76,13,modulus,coefficient
77,13,bulk modulus,modulus
78,13,Young's modulus,modulus
79,13,coefficient of expansion,coefficient
80,13,coefficient of self induction,coefficient of expansion
81,13,coefficient of mutual induction,coefficient of self induction
82,13,coefficient of reflection,coefficient of mutual induction
83,13,coefficient of friction,coefficient
84,13,coefficient of viscosity,coefficient
85,13,modulus of rigidity,modulus
86,13,coefficient of elasticity,modulus
87,13,absorption coefficient,coefficient
88,137,hypochromic anemia,anemia
89,137,microcytic anemia,anemia
90,137,iron deficiency anemia,microcytic anemia
91,137,macrocytic anemia,anemia
92,137,megaloblastic anemia,macrocytic anemia
93,137,pernicious anemia,megaloblastic anemia
94,137,ischemia,anemia
95,137,transient ischemic attack,ischemia
96,137,ischemic stroke,ischemia
97,137,refractory anemia,anemia
98,137,aplastic anemia,refractory anemia
99,137,Fanconi's anemia,refractory anemia
100,137,sickle-cell anemia,refractory anemia
101,137,sickle-cell anemia,hemolytic anemia
102,137,erythroblastosis fetalis,hemolytic anemia
103,137,favism,hemolytic anemia
104,137,hemolytic anemia,anemia
105,137,sideroblastic anemia,hemolytic anemia
106,137,thalassemia,refractory anemia
107,137,sickle-cell anemia,Cooley's anemia
108,137,hypoplastic anemia,refractory anemia
109,137,metaplastic anemia,refractory anemia
110,137,chlorosis,hypochromic anemia
111,138,marital status,marriage
112,138,monogamy,marriage
113,138,polygamy,marriage
114,138,monogyny,monogamy
115,138,monandry,monogamy
116,138,polyandry,polygamy
117,138,polygyny,polygamy
118,138,civil union,marriage
119,138,common-law marriage,marriage
120,138,marriage of convenience,marriage
121,138,open marriage,marriage
122,138,serial monogamy,marriage
