,group,child,parent
0,10002950_1,Combinatorics,Discrete mathematics
1,10002950_1,Graph theory,Discrete mathematics
2,10002950_1,Approximation algorithms,Combinatorics
3,10002950_1,Combinatorial algorithms,Combinatorics
4,10002950_1,Combinatorial optimization,Combinatorics
5,10002950_1,Combinatoric problems,Combinatorics
6,10002950_1,Permutations and combinations,Combinatorics
7,10002950_1,Generating functions,Combinatorics
8,10002950_1,Combinatorics on words,Combinatorics
9,10002950_1,Graphs and surfaces,Graph theory
10,10002950_1,Graph algorithms,Graph theory
11,10002950_1,Graph coloring,Graph theory
12,10002950_1,Paths and connectivity problems,Graph theory
13,10002950_1,Matchings and factors,Graph theory
14,10002950_1,Trees,Graph theory
15,10002950_1,Hypergraphs,Graph theory
16,10002950_1,Extremal graph theory,Graph theory
17,10002950_1,Random graphs,Graph theory
18,10002950_1,Graph enumeration,Graph theory
19,10002950_1,Spectra of graphs,Graph theory
20,10002950_4,Linear programming,Mathematical optimization
21,10002950_4,Nonlinear optimization,Mathematical optimization
22,10002950_4,Nonconvex optimization,Nonlinear optimization
23,10002950_4,Quadratic programming,Nonlinear optimization
24,10002950_4,Integer programming,Nonlinear optimization
25,10002950_4,Mixed discrete-continuous optimization,Nonlinear optimization
26,10002950_4,Numerical analysis,Mathematical optimization
27,10002950_4,Numerical differentiation,Numerical analysis
28,10002950_4,Quadrature,Numerical analysis
29,10002950_4,Interpolation,Numerical analysis
30,10002950_4,Stochastic control and optimization,Mathematical optimization
31,10002950_4,Evolutionary algorithms,Mathematical optimization
32,10002950_4,Genetic programming,Mathematical optimization
33,10002950_4,Bio-inspired optimization,Mathematical optimization
34,10002950_4,Optimization with randomized search heuristics,Mathematical optimization
35,10002950_4,Tabu search,Mathematical optimization
36,10002950_4,Simulated annealing,Mathematical optimization
37,10002950_4,Calculus,Mathematical optimization
38,10002950_4,Differential calculus,Calculus
39,10002950_4,Integral calculus,Calculus
40,10002950_4,Partial differential equations,Calculus
41,10002950_4,Differential equations,Mathematical optimization
42,10002950_4,Differential variational inequalities,Differential equations
43,10002950_4,Computations in finite fields,Mathematical optimization
