,group,child,parent
0,10002950_1,Combinatorics,Discrete mathematics
1,10002950_1,Graph theory,Discrete mathematics
2,10002950_1,Graph algorithms,Graph theory
3,10002950_1,Matchings and factors,Graph theory
4,10002950_1,Graph coloring,Graph theory
5,10002950_1,Paths and connectivity problems,Graph theory
6,10002950_1,Network flows,Graph theory
7,10002950_1,Trees,Graph theory
8,10002950_1,Extremal graph theory,Graph theory
9,10002950_1,Graphs and surfaces,Graph theory
10,10002950_1,Generating functions,Combinatorics
11,10002950_1,Random graphs,Combinatorics
12,10002950_1,Enumeration,Combinatorics
13,10002950_1,Permutations and combinations,Combinatorics
14,10002950_1,Matroids and greedoids,Combinatorics
15,10002950_1,Combinatorics on words,Combinatorics
16,10002950_1,Combinatorial optimization,Combinatorics
17,10002950_1,Combinatorial algorithms,Combinatorics
18,10002950_1,Spectra of graphs,Graph theory
19,10002950_1,Graph enumeration,Graph theory
20,10002950_4,Continuous optimization,Mathematical optimization
21,10002950_4,Convex optimization,Continuous optimization
22,10002950_4,Nonconvex optimization,Continuous optimization
23,10002950_4,Quadratic programming,Continuous optimization
24,10002950_4,Semidefinite programming,Continuous optimization
25,10002950_4,Approximation,Continuous optimization
26,10002950_4,Interpolation,Continuous optimization
27,10002950_4,Numerical differentiation,Continuous optimization
28,10002950_4,Automatic differentiation,Continuous optimization
29,10002950_4,Discrete optimization,Mathematical optimization
30,10002950_4,Integer programming,Discrete optimization
31,10002950_4,Mixed discrete-continuous optimization,Discrete optimization
32,10002950_4,Genetic programming,Discrete optimization
33,10002950_4,Evolutionary algorithms,Discrete optimization
34,10002950_4,Tabu search,Discrete optimization
35,10002950_4,Optimization with randomized search heuristics,Discrete optimization
36,10002950_4,Mathematical analysis,Mathematical optimization
37,10002950_4,Differential calculus,Mathematical analysis
38,10002950_4,Integral calculus,Mathematical analysis
39,10002950_4,Functional analysis,Mathematical analysis
40,10002950_4,Numerical analysis,Mathematical analysis
41,10002950_4,Computation of transforms,Numerical analysis
42,10002950_4,Discretization,Numerical analysis
43,10002950_4,Numerical methods for Differential equations,Numerical analysis
