,group,child,parent
0,10002950_1,Combinatorics,Discrete mathematics
1,10002950_1,Combinatorial optimization,Combinatorics
2,10002950_1,Paths and connectivity problems,Combinatorial optimization
3,10002950_1,Graph algorithms,Combinatorial optimization
4,10002950_1,Graph theory,Combinatorics
5,10002950_1,Network flows,Graph algorithms
6,10002950_1,Matchings and factors,Graph algorithms
7,10002950_1,Random graphs,Graph theory
8,10002950_1,Extremal graph theory,Graph theory
9,10002950_1,Spectra of graphs,Graph theory
10,10002950_1,Trees,Graph theory
11,10002950_1,Graphs and surfaces,Graph theory
12,10002950_1,Combinatorial algorithms,Combinatorics
13,10002950_1,Approximation algorithms,Combinatorial algorithms
14,10002950_1,Graph enumeration,Combinatorial algorithms
15,10002950_1,Matroids and greedoids,Combinatorics
16,10002950_1,Generating functions,Combinatorics
17,10002950_1,Permutations and combinations,Combinatorics
18,10002950_1,Combinatorics on words,Combinatorics
19,10002950_1,Hypergraphs,Combinatorics
20,10002950_1,Combinatoric problems,Combinatorics
21,10002950_4,Calculus,Mathematical analysis
22,10002950_4,Ordinary differential equations,Calculus
23,10002950_4,Partial differential equations,Calculus
24,10002950_4,Integral calculus,Calculus
25,10002950_4,Differential calculus,Calculus
26,10002950_4,Differential variational inequalities,Differential equations
27,10002950_4,Differential algebraic equations,Differential equations
28,10002950_4,Nonlinear equations,Differential equations
29,10002950_4,Numerical analysis,Mathematical analysis
30,10002950_4,Numerical differentiation,Numerical analysis
31,10002950_4,Quadrature,Numerical analysis
32,10002950_4,Interpolation,Numerical analysis
33,10002950_4,Automatic differentiation,Numerical analysis
34,10002950_4,Computations on matrices,Numerical analysis
35,10002950_4,Mathematical optimization,Numerical analysis
36,10002950_4,Linear programming,Mathematical optimization
37,10002950_4,Quadratic programming,Mathematical optimization
38,10002950_4,Integer programming,Mathematical optimization
39,10002950_4,Mixed discrete-continuous optimization,Mathematical optimization
40,10002950_4,Evolutionary algorithms,Mathematical optimization
41,10002950_4,Tabu search,Mathematical optimization
42,10002950_4,Simulated annealing,Mathematical optimization
43,10002950_4,Randomized local search,Mathematical optimization
44,10002950_4,Bio-inspired optimization,Mathematical optimization
45,10002950_4,Stochastic control and optimization,Mathematical optimization
46,10002950_4,Submodular optimization and polymatroids,Mathematical optimization
47,10002950_4,Developmental representations,Mathematical analysis
48,10002950_4,Computations on polynomials,Developmental representations
49,10002950_4,Computations in finite fields,Developmental representations
50,10002950_4,Number-theoretic computations,Developmental representations
51,10002950_4,Functional analysis,Mathematical analysis
52,10002950_4,Gröbner bases and other special bases,Functional analysis
53,10002950_5,Geometric topology,Topology
54,10002950_5,Algebraic topology,Topology
55,10002950_5,Continuous mathematics,Topology
56,10002950_5,Continuous functions,Continuous mathematics
57,10002950_5,Point-set topology,Topology
58,10002978_1,Mathematical foundations of cryptography,Cryptography
59,10002978_1,Symmetric cryptography and hash functions,Cryptography
60,10002978_1,Public key encryption,Cryptography
61,10002978_1,Public key (asymmetric) techniques,Cryptography
62,10002978_1,Digital signatures,Public key encryption
63,10002978_1,Block and stream ciphers,Symmetric cryptography and hash functions
64,10002978_1,Hash functions and message authentication codes,Symmetric cryptography and hash functions
65,10002978_1,Key management,Cryptography
66,10002978_1,Cryptanalysis and other attacks,Cryptography
67,10002978_10,Social aspects of security and privacy,Human and societal aspects of security and privacy
68,10002978_10,Economics of security and privacy,Human and societal aspects of security and privacy
69,10002978_10,Privacy protections,Human and societal aspects of security and privacy
70,10002978_10,Usability in security and privacy,Human and societal aspects of security and privacy
71,10002978_2,Formal methods and theory of security,Logic and verification
72,10002978_2,Formal security models,Formal methods and theory of security
73,10002978_2,Trust frameworks,Logic and verification
74,10002978_2,Security requirements,Trust frameworks
75,10002978_3,Authorization,Authentication
76,10002978_3,Access control,Authorization
77,10002978_3,Security services,Authentication
78,10002978_3,"Pseudonymity, anonymity, and untraceability",Security services
79,10002978_3,Privacy-preserving protocols,Security services
80,10002978_3,Biometrics,Authentication
81,10002978_3,Graphical / visual passwords,Biometrics
82,10002978_3,Multi-factor authentication,Authentication
83,10002978_3,Digital rights management,Security services
84,10002978_4,Intrusion detection systems,Malware and its mitigation
85,10002978_4,Intrusion/anomaly detection and malware mitigation,Malware and its mitigation
86,10002978_4,Phishing,Malware and its mitigation
87,10002978_4,Social engineering attacks,Malware and its mitigation
88,10002978_4,Spoofing attacks,Malware and its mitigation
89,10002978_4,Artificial immune systems,Intrusion detection systems
90,10002978_5,Hardware security implementation,Security in hardware
91,10002978_5,Embedded systems security,Security in hardware
92,10002978_5,Hardware-based security protocols,Security in hardware
93,10002978_5,Hardware attacks and countermeasures,Security in hardware
94,10002978_5,Side-channel analysis and countermeasures,Security in hardware
95,10002978_5,Malicious design modifications,Security in hardware
96,10002978_5,Tamper-proof and tamper-resistant designs,Security in hardware
97,10002978_5,Hardware reverse engineering,Security in hardware
98,10002978_6,Operating systems security,Systems security
99,10002978_6,Browser security,Systems security
100,10002978_6,File system security,Systems security
101,10002978_6,Mobile platform security,Systems security
102,10002978_6,Firewalls,Systems security
103,10002978_6,Vulnerability management,Systems security
104,10002978_6,Vulnerability scanners,Vulnerability management
105,10002978_6,Penetration testing,Vulnerability management
106,10002978_6,Information flow control,Systems security
107,10002978_6,Trusted computing,Systems security
108,10002978_6,Virtualization and security,Systems security
