,group,child,parent
0,10002950_1,Combinatorics,Discrete mathematics
1,10002950_1,Graph theory,Discrete mathematics
2,10002950_1,Combinatorial algorithms,Combinatorics
3,10002950_1,Enumeration,Combinatorics
4,10002950_1,Permutations and combinations,Combinatorics
5,10002950_1,Combinatorial optimization,Combinatorics
6,10002950_1,Combinatoric problems,Combinatorics
7,10002950_1,Combinatorics on words,Combinatorics
8,10002950_1,Graph algorithms,Graph theory
9,10002950_1,Network flows,Graph algorithms
10,10002950_1,Paths and connectivity problems,Graph algorithms
11,10002950_1,Random graphs,Graph theory
12,10002950_1,Graph coloring,Graph theory
13,10002950_1,Matchings and factors,Graph theory
14,10002950_1,Extremal graph theory,Graph theory
15,10002950_1,Hypergraphs,Graph theory
16,10002950_1,Graphs and surfaces,Graph theory
17,10002950_1,Spectra of graphs,Graph theory
18,10002950_1,Graph enumeration,Graph theory
19,10002950_1,Approximation algorithms,both Combinatorial optimization and Graph algorithms
20,10002950_1,Matroids and greedoids,Combinatorics
21,10002950_4,Numerical analysis,Mathematical analysis
22,10002950_4,Calculus,Mathematical analysis
23,10002950_4,Differential equations,Mathematical analysis
24,10002950_4,Ordinary differential equations,Differential equations
25,10002950_4,Partial differential equations,Differential equations
26,10002950_4,Differential calculus,Calculus
27,10002950_4,Integral calculus,Calculus
28,10002950_4,Interpolation,Numerical analysis
29,10002950_4,Numerical differentiation,Numerical analysis
30,10002950_4,Quadrature,Numerical analysis
31,10002950_4,Optimization with randomized search heuristics,Numerical analysis
32,10002950_4,Continuous optimization,Numerical analysis
33,10002950_4,Nonlinear equations,Continuous optimization
34,10002950_4,Convex optimization,Continuous optimization
35,10002950_4,Nonconvex optimization,Continuous optimization
36,10002950_4,Linear programming,Numerical analysis
37,10002950_4,Integer programming,Numerical analysis
38,10002950_4,Quadratic programming,Numerical analysis
39,10002950_4,Semidefinite programming,Numerical analysis
40,10002950_4,Mixed discrete-continuous optimization,Numerical analysis
41,10002950_4,Discrete optimization,Numerical analysis
42,10002950_4,Stochastic control and optimization,Numerical analysis
43,10002950_4,Bio-inspired optimization,Numerical analysis
