,group,child,parent
0,10002950_1,Combinatorics,Discrete mathematics
1,10002950_1,Permutations and combinations,Combinatorics
2,10002950_1,Combinatorial optimization,Combinatorics
3,10002950_1,Combinatorial algorithms,Combinatorics
4,10002950_1,Enumeration,Combinatorics
5,10002950_1,Combinatorics on words,Combinatorics
6,10002950_1,Generating functions,Combinatorics
7,10002950_1,Graph theory,Discrete mathematics
8,10002950_1,Graphs and surfaces,Graph theory
9,10002950_1,Graph algorithms,Graph theory
10,10002950_1,Graph enumeration,Graph theory
11,10002950_1,Extremal graph theory,Graph theory
12,10002950_1,Graph coloring,Graph theory
13,10002950_1,Spectra of graphs,Graph theory
14,10002950_1,Paths and connectivity problems,Graph theory
15,10002950_1,Trees,Graph theory
16,10002950_1,Network flows,Graph theory
17,10002950_1,Random graphs,Graph theory
18,10002950_1,Matchings and factors,Graph theory
19,10002950_1,Hypergraphs,Graph theory
20,10002950_1,Matroids and greedoids,Combinatorics
21,10002950_1,Approximation algorithms,Combinatorial optimization
22,10002950_4,Mathematical optimization,Mathematical analysis
23,10002950_4,Convex optimization,Mathematical optimization
24,10002950_4,Nonconvex optimization,Mathematical optimization
25,10002950_4,Discrete optimization,Mathematical optimization
26,10002950_4,Continuous optimization,Mathematical optimization
27,10002950_4,Bio-inspired optimization,Mathematical optimization
28,10002950_4,Optimization with randomized search heuristics,Mathematical optimization
29,10002950_4,Network optimization,Mathematical optimization
30,10002950_4,Stochastic control and optimization,Mathematical optimization
31,10002950_4,Integer programming,Discrete optimization
32,10002950_4,Mixed discrete-continuous optimization,Mathematical optimization
33,10002950_4,Quadratic programming,Mathematical optimization
34,10002950_4,Semidefinite programming,Mathematical optimization
35,10002950_4,Non-parametric optimization,Mathematical optimization
36,10002950_4,Quasiconvex programming and unimodality,Mathematical optimization
37,10002950_4,Submodular optimization and polymatroids,Mathematical optimization
38,10002950_4,Numerical analysis,Mathematical analysis
39,10002950_4,Interval arithmetic,Numerical analysis
40,10002950_4,Quadrature,Numerical analysis
41,10002950_4,Interpolation,Numerical analysis
42,10002950_4,Numerical differentiation,Numerical analysis
43,10002950_4,Automatic differentiation,Numerical analysis
44,10002950_4,Computation of transforms,Numerical analysis
45,10002950_4,Computations on polynomials,Numerical analysis
46,10002950_4,Computations on matrices,Numerical analysis
47,10002950_4,Computation of transforms,Numerical analysis
48,10002950_4,Arbitrary-precision arithmetic,Numerical analysis
49,10002950_4,Calculus,Mathematical analysis
50,10002950_4,Differential calculus,Calculus
51,10002950_4,Integral calculus,Calculus
52,10002950_4,Differential equations,Calculus
53,10002950_4,Ordinary differential equations,Differential equations
54,10002950_4,Partial differential equations,Differential equations
55,10002950_4,Differential algebraic equations,Differential equations
56,10002950_4,Differential variational inequalities,Differential equations
57,10002950_4,Mesh generation,Numerical analysis
58,10002950_4,Evolutionary algorithms,Optimization with randomized search heuristics
59,10002950_4,Genetic programming,Evolutionary algorithms
60,10002950_4,Simulated annealing,Optimization with randomized search heuristics
61,10002950_4,Tabu search,Optimization with randomized search heuristics
62,10002950_4,Randomized local search,Optimization with randomized search heuristics
63,10002950_4,Developmental representations,Bio-inspired optimization
64,10002950_4,Lambda calculus,Functional analysis
65,10002950_4,Functional analysis,Mathematical analysis
66,10002950_4,Number-theoretic computations,Numerical analysis
67,10002950_4,Discretization,Numerical analysis
68,10002950_4,Gröbner bases and other special bases,Computations on polynomials
69,10002950_5,Calculus,Continuous mathematics
70,10002950_5,Topology,Continuous mathematics
71,10002950_5,Continuous functions,Calculus
72,10002950_5,Continuous functions,Topology
73,10002950_5,Geometric topology,Topology
74,10002950_5,Point-set topology,Topology
75,10002950_5,Algebraic topology,Topology
76,10002951_3,Enterprise Information Systems,Information Systems Applications
77,10002951_3,Enterprise Applications,Enterprise Information Systems
78,10002951_3,Enterprise Resource Planning,Enterprise Information Systems
79,10002951_3,Decision Support Systems,Enterprise Information Systems
80,10002951_3,Extranets,Enterprise Information Systems
81,10002951_3,Intranets,Enterprise Information Systems
82,10002951_3,Multimedia Information Systems,Information Systems Applications
83,10002951_3,Multimedia Streaming,Multimedia Information Systems
84,10002951_3,Multimedia Databases,Multimedia Information Systems
85,10002951_3,Multimedia Content Creation,Multimedia Information Systems
86,10002951_3,Collaborative and Social Computing Systems and Tools,Information Systems Applications
87,10002951_3,Wikis,Collaborative and Social Computing Systems and Tools
88,10002951_3,Blogs,Collaborative and Social Computing Systems and Tools
89,10002951_3,Social Networking Sites,Collaborative and Social Computing Systems and Tools
90,10002951_3,Synchronous Editors,Collaborative and Social Computing Systems and Tools
91,10002951_3,Asynchronous Editors,Collaborative and Social Computing Systems and Tools
92,10002951_3,Reputation Systems,Collaborative and Social Computing Systems and Tools
93,10002951_3,Social Tagging Systems,Collaborative and Social Computing Systems and Tools
