,group,child,parent
0,10002950_1,Combinatorics,Discrete mathematics
1,10002950_1,Graph theory,Discrete mathematics
2,10002950_1,Graph theory,Combinatorics
3,10002950_1,Graph coloring,Graph theory
4,10002950_1,Extremal graph theory,Graph theory
5,10002950_1,Graph algorithms,Graph theory
6,10002950_1,Graphs and surfaces,Graph theory
7,10002950_1,Graph enumeration,Graph theory
8,10002950_1,Graph enumeration,Enumeration
9,10002950_1,Trees,Graph theory
10,10002950_1,Paths and connectivity problems,Graph theory
11,10002950_1,Random graphs,Graph theory
12,10002950_1,Spectra of graphs,Graph theory
13,10002950_1,Network flows,Graph theory
14,10002950_1,Matchings and factors,Graph theory
15,10002950_1,Combinatorial optimization,Combinatorics
16,10002950_1,Combinatorial algorithms,Combinatorics
17,10002950_1,Matroids and greedoids,Combinatorics
18,10002950_1,Hypergraphs,Combinatorics
19,10002950_1,Permutations and combinations,Combinatorics
20,10002950_1,Generating functions,Combinatorics
21,10002950_1,Enumeration,Combinatorics
22,10002950_1,Combinatorics on words,Combinatorics
23,10002950_1,Approximation algorithms,Combinatorial optimization
24,10002950_5,Calculus,Continuous mathematics
25,10002950_5,Topology,Continuous mathematics
26,10002950_5,Continuous functions,Calculus
27,10002950_5,Point-set topology,Topology
28,10002950_5,Geometric topology,Topology
29,10002950_5,Algebraic topology,Topology
30,10002951_3,Information systems applications,Computing platforms
31,10002951_3,Enterprise information systems,Information systems applications
32,10002951_3,Enterprise applications,Enterprise information systems
33,10002951_3,Enterprise resource planning,Enterprise information systems
34,10002951_3,Intranets,Enterprise information systems
35,10002951_3,Data centers,Computing platforms
36,10002951_3,Data warehouses,Data centers
37,10002951_3,Data streaming,Data centers
38,10002951_3,Data mining,Data centers
39,10002951_3,Clustering,Data mining
40,10002951_3,Association rules,Data mining
41,10002951_3,Data stream mining,Data mining
42,10002951_3,Data analytics,Data centers
43,10002951_3,Data cleaning,Data centers
44,10002951_3,Collaborative and social computing systems and tools,Computing platforms
45,10002951_3,Social networking sites,Collaborative and social computing systems and tools
46,10002951_3,Wikis,Collaborative and social computing systems and tools
