,0
0,"
graph LR
0[""StartNode""] --> 1[""Interview Patients""]
0 --> 2[""File results and expertise""]
1 --> 3[""Create report""]
2 --> 3
3 --> 4{""Is answer 'No'?""}
4 --> |""Yes""|5[""Ask for external expertise""]
4 --> |""No""|6[""Forward report to referee""]
5 --> 7{""Does expert respond in time?""}
7 --> |""Yes""|6
7 --> |""No""|5
6 --> 8[""Fill out check to pay for expenses""]
8 --> 9[""EndNode""]
"
1,"
graph LR
0[""StartNode""] --> 1[""Register participation""]
1 --> 2{""Fees not required?""}
2 --> |""Yes""|3[""Register post-seminar results""]
2 --> |""No""|4[""Create purchase request""]
4 --> 5{""Purchase approved?""}
5 --> |""No""|6[""Notify rejection""]
5 --> |""Yes""|7[""Send approval notification""]
6 --> 8[""EndNode""]
7 --> 3
3 --> 9[""EndNode""]
"
2,"
graph LR
0[""StartNode""] --> 1[""Accept item""]
1 --> 2[""Dairy""]
1 --> 3[""Other""]
1 --> 4[""Vegetable""]
2 --> 5[""Fruits""]
2 --> 6[""Fruit Categorization""]
4 --> 6
4 --> 7[""Vegetable Categorization""]
4 --> 8[""Milk""]
4 --> 9[""Cheese""]
3 --> 10[""Non-perishable""]
3 --> 11[""Perishable""]
5 --> 12[""Temperature Weight and Date Center""]
6 --> 12
7 --> 12
8 --> 12
9 --> 12
10 --> 12
11 --> 12
12 --> 13[""Store item""]
13 --> 14[""EndNode""]
"
3,"
graph LR
0[""StartNode""] --> 1[""Detect incident""]
1 --> 2{""Financial impact?""}
2 --> |""NO""|3[""EndNode""]
2 --> |""YES""|4[""Open EMS""]
4 --> 5[""Contact Application Team""]
4 --> 6[""Contact SA Team""]
4 --> 7[""Contact DBA Team""]
5 --> 8[""Open conference line""]
6 --> 8
7 --> 8
8 --> 9[""Troubleshoot issue""]
9 --> |""noop""|10[""Check resolution known""]
10 --> |""YES""|11[""Fix issue""]
10 --> |""NO""|12{""Vendor has fix?""}
12 --> |""NO""|13[""Failover to COB""]
12 --> |""YES""|11
11 --> 14[""Resolve and close EMS""]
14 --> 15[""EndNode""]
"
4,"
graph LR
0[""StartNode""] --> 1[""Open event creation page""]
1 --> 2[""Populate name form""]
2 --> 3[""Populate time forms""]
3 --> 4[""Populate location forms""]
4 --> 5[""Populate additional information""]
5 --> 6[""Configure privacy settings""]
6 --> 7[""Confirm event creation""]
7 --> 8{""Name form populated?""}
8 --> |""No""|2
8 --> |""Yes""|9{""End time occurs after start time?""}
9 --> |""No""|10[""Display incorrect time notification""]
9 --> |""Yes""|11[""Save event information""]
10 --> 12[""Go back to populate time forms""]
12 --> 3
11 --> 13[""Save event information on Facebook""]
13 --> 14[""EndNode""]
"
5,"
graph LR
0[""StartNode""] --> 1[""Weekly, in time for discounts""]
1 --> 2[""Pay invoices""]
2 --> 3[""Generate a payment report""]
3 --> 4[""Send payment report to Accounts Receivable Department""]
4 --> 5[""Send payment report to the registry""]
4 --> 6[""Generate monthly invoices""]
5 --> 7[""Send out the invoices""]
6 --> 7
"
6,"
graph LR
0[""StartNode""] --> 1[""Submit Purchase Order""]
1 --> 2[""Select Warehouse""]
2 --> 3[""Reserve Inventory""]
3 --> 4{""Intention?""}
4 --> |""Replenish Inventory""|5[""Replenish Inventory""]
4 --> |""Confirm Order for Delivery""|6[""EndNode""]
"
7,"
graph LR
0[""StartNode""] --> 1{""RFQ verified?""}
1 --> |""No""|2[""Ask for more information""]
1 --> |""Yes""|3[""Analyze RFQ""]
2 --> 1
3 --> 4[""Provide L&M cost estimates""]
4 --> 1
1 --> |""No""|5[""Provide clarification""]
5 --> 1
1 --> |""Yes""|6[""Add overhead costs""]
6 --> 7[""Generate pricing options""]
7 --> 8[""Generate sales quote""]
8 --> 9[""EndNode""]
"
8,"
graph LR
0[""StartNode""] --> 1[""Receive negotiated conditions""]
1 --> 2{""Data complete?""}
2 --> |""No""|3[""Send failure notice""]
2 --> |""Yes""|4[""Perform risk assessment""]
4 --> 2
2 --> |""Yes after second check""|5[""Check reinsurance option""]
5 --> 6[""Finish contract""]
6 --> 7[""EndNode""]
3 --> 7
"
9,"
graph LR
0[""Hungry feeling""] --> 1[""Deciding to cook""]
1 --> 2[""Choose recipes""]
2 --> 3[""Prepare ingredients""]
3 --> 4[""Prepare water for pasta""]
3 --> 5[""Prepare salad for washing""]
4 --> 6[""Put pasta into water""]
6 --> 7[""Prepare ingredients to make sauce""]
7 --> 8[""Make sauce""]
5 --> 9[""Wash salad""]
9 --> 10[""Prepare ingredients to make dressing""]
10 --> 11[""Make dressing""]
8 --> 12[""Bring dishes to table""]
11 --> 12
12 --> 13[""Prepare dishes""]
13 --> 14[""Bring meal to table""]
14 --> 15[""Finish lunch""]
"
