,0
0,"
graph LR
0[""StartNode""] --> 1[""Interview Patients""]
0 --> 2[""File Results and Expertise""]
1 --> 3[""Create Report""]
2 --> 3
3 --> 4{""External Expertise Needed?""}
4 --> |""No""|5[""Check Expert Response Time""]
4 --> |""Yes""|6[""Ask for External Expertise""]
5 --> 7{""Expert Responds in Time?""}
6 --> 7
7 --> |""Yes""|8[""Forward Report to Referee""]
7 --> |""No""|6
8 --> 9[""Fill out Check for Expenses""]
9 --> 10[""Process Ends""]
"
1,"
graph LR
0[""StartNode""] --> 1[""Register participation""]
1 --> 2{""Are fees required?""}
2 --> |""No""|3[""Register post-seminar results""]
2 --> |""Yes""|4[""Create purchase request""]
4 --> 5[""Check purchase approval""]
5 --> |""Denied""|6[""Notify rejection""]
5 --> |""Approved""|7[""Send approval notification""]
3 --> 8[""EndNode""]
6 --> 8
7 --> 3
"
2,"
flowchart LR
0[""Accept Item""] --> 1[""Dairy""]
0 --> 2[""Other""]
0 --> 3[""Vegetable""]
1 --> 4[""Fruits""]
1 --> 5[""Fruit Categorization""]
3 --> 6[""Vegetable Categorization""]
3 --> 7[""Milk""]
3 --> 8[""Cheese""]
3 --> 9[""Non-perishable""]
3 --> 10[""Perishable""]
4 --> 11[""Temperature Weight and Date Center""]
5 --> 11
6 --> 11
7 --> 11
8 --> 11
9 --> 11
10 --> 11
11 --> 12[""Store Items Based on Item Policy""]
12 --> 13[""EndNode""]
"
3,"
graph LR
0[""Start Node""] --> 1[""Detect Incident""]
1 --> 2[""Check Financial Impact""]
2 --> 3{""Financial Impact?""}
3 --> |""YES""|4[""Open EMS""]
3 --> |""NO""|5[""End Process""]
4 --> 6[""Contact Application Team""]
4 --> 7[""Contact SA Team""]
4 --> 8[""Contact DBA Team""]
4 --> 9[""Open Conference Line""]
9 --> 10[""Troubleshoot Issue""]
10 --> 11[""Check Resolution Known (DBA Team)""]
11 --> 12{""Resolution Known?""}
12 --> |""YES""|13[""Fix Issue (DBA Team)""]
12 --> |""NO""|14[""Check with Vendor""]
14 --> 15[""Check Resolution Known (Vendor)""]
15 --> 16{""Resolution Known?""}
16 --> |""YES""|17[""Fix Issue (Vendor)""]
16 --> |""NO""|18[""Failover to COB""]
17 --> 19[""Resolve and Close EMS""]
19 --> 5
"
4,"
graph LR
0[""StartNode""] --> 1[""Open event creation page""]
1 --> 2[""Populate name form""]
2 --> 3[""Populate time forms""]
3 --> 4[""Populate location forms""]
4 --> 5[""Populate additional information""]
5 --> 6[""Configure privacy settings""]
6 --> 7{""Is name form populated?""}
7 --> |""No""|8[""Populate name form""]
7 --> |""Yes""|9{""Does end time occur after start time?""}
9 --> |""No""|10[""Display incorrect time notification""]
9 --> |""Yes""|11[""Save event information""]
10 --> 3
11 --> 12[""EndNode""]
"
5,"
graph LR
0[""Weekly""] --> 1[""Pay Invoices""]
1 --> 2[""Generate Payment Report""]
2 --> 3[""Send Payment Report to Accounts Receivable Department""]
2 --> 4[""Send Payment Report to Registry""]
2 --> 5[""Generate Monthly Invoices""]
5 --> 6[""Charge Client $35 per Paid Invoice""]
5 --> 7[""Send Out Invoices""]
7 --> 8[""End Process""]
"
6,"
graph LR
0[""StartNode""] --> 1[""Submit Purchase Order""]
1 --> 2[""Select Warehouse""]
2 --> 3{""Purpose of Order?""}
3 --> |""Replenish Inventory""|4[""Reserve Inventory""]
3 --> |""Confirm Order for Delivery""|5[""End Process""]
"
7,"
graph LR
0[""StartNode""] --> 1[""Verify RFQ""]
1 --> 2{""Is RFQ verified?""}
2 --> |""No""|3[""Ask for more information""]
2 --> |""Yes""|4[""Analyze RFQ and provide L&M cost estimates""]
4 --> 5{""Is RFQ verified?""}
5 --> |""No""|3
5 --> |""Yes""|4
3 --> 6[""Provide clarification""]
6 --> 4
4 --> 7[""Add overhead costs""]
7 --> 8[""Generate pricing options""]
8 --> 9[""Generate sales quote""]
9 --> 10[""EndNode""]
"
8,"
graph LR
0[""StartNode""] --> 1[""Receive negotiated conditions""]
1 --> 2[""Check for completeness""]
2 --> 3{""Data complete?""}
3 --> |""Yes""|4[""Perform risk assessment""]
3 --> |""No""|5[""Send failure notice""]
5 --> 6[""EndNode""]
4 --> 7[""Check for completeness""]
7 --> 8[""Perform risk assessment""]
8 --> 9[""Check reinsurance option""]
9 --> 10[""Finish contract""]
10 --> 6
"
9,"
flowchart LR
0[""Feel Hungry""] --> 1[""Decide to Cook""]
1 --> 2[""Choose Recipes""]
2 --> 3[""Prepare Ingredients""]
3 --> 4[""Prepare Water for Pasta""]
3 --> 5[""Prepare Salad for Washing""]
4 --> 6[""Put Pasta into Water""]
5 --> 7[""Wash Salad""]
6 --> 8[""Prepare Ingredients for Sauce""]
7 --> 9[""Prepare Ingredients for Dressing""]
8 --> 10[""Make Sauce""]
9 --> 11[""Make Dressing""]
10 --> 12[""Bring Dishes to Table""]
11 --> 12
12 --> 13[""Prepare Dishes""]
13 --> 14[""Bring Meal to Table""]
14 --> 15[""Finish Lunch""]
"
10,"
graph LR
0[""Customer encounters a problem""] --> 1[""Obtain detailed description of the problem""]
1 --> 2{""Can handle the problem?""}
2 --> |""Yes""|3[""Explain the solution""]
2 --> |""No""|4[""Send email to support system""]
4 --> 5{""Can handle the problem?""}
5 --> |""Yes""|3
5 --> |""No""|6[""Send email to support system""]
4 --> 7[""Wait for answer to be received""]
7 --> 3
"
11,"
flowchart LR
0[""StartNode""] --> 1[""Complete Purchase Order""]
1 --> 2[""Send Invoice""]
1 --> 3[""Send Goods""]
2 --> 4[""Process Concludes""]
3 --> 4
"
12,"
graph LR
0[""StartNode""] --> 1[""Prepare Shipment Order""]
1 --> 2[""Send Shipment Order""]
2 --> 3{""Carrier Response""}
3 --> |""No""|4[""End Process""]
3 --> |""Yes""|5[""Accept Shipment Order""]
5 --> 6{""Acceptance Response""}
6 --> |""No""|4
6 --> |""Yes""|7[""Realize Ordered Shipment""]
7 --> 8[""End Process""]
4 --> 9[""Link A (3. Acquisition of carriers)""]
"
13,"
flowchart LR
0[""Order received""] --> 1[""Create invoice""]
0 --> 2[""Prepare shipping""]
1 --> 3[""Send invoice""]
2 --> 4[""Ship item""]
3 --> 5[""Confirm payment""]
4 --> 5
5 --> 6[""End process""]
"
14,"
graph LR
0{""Can fulfill the order?""} --> |""Yes""| 1[""Confirm the order""]
0 --> |""No""| 2[""Reject the order""]
1 --> 3{""Can fulfill the order?""}
2 --> 4[""Notify order rejected""]
3 --> |""Yes""| 5[""Deliver the order""]
3 --> |""No""| 2
5 --> 6[""Notify order delivered""]
6 --> 7[""EndNode""]
"
15,"
graph LR
0[""StartNode""] --> 1[""Verify RFQ""]
1 --> 2{""Verification successful?""}
2 --> |""No""|3[""Ask for more information""]
2 --> |""Yes""|4[""Analyze RFQ and provide L&M cost estimates""]
3 --> 1
4 --> 5[""Verify RFQ""]
5 --> 6{""Verification successful?""}
6 --> |""No""|3
6 --> |""Yes""|4
4 --> 7[""Add overhead cost""]
7 --> 8[""Generate pricing options""]
8 --> 9[""Generate sales quote""]
9 --> 10[""EndNode""]
"
16,"
flowchart LR
0[""Check Customer's Credit History""] --> 1[""Conduct Property Survey""]
0 --> 2[""Search the Property Title""]
1 --> 2
2 --> 3[""End Process""]
"
17,"
graph LR
0[""StartNode""] --> 1[""Change Status""]
1 --> 2{""Is Product On Sale?""}
2 --> |""Yes""|3[""Mark Product as On Sale""]
2 --> |""No""|4[""Mark Product as Not On Sale""]
3 --> 5[""EndNode""]
4 --> 5
5 --> 6[""Check Product Status""]
"
18,"
flowchart LR
0[""Identify Invoice Errors""] --> 1[""Highlight Errors on Entry Form""]
0 --> 2[""Update Record of Mistakes""]
1 --> 3[""Send Invoice Back""]
2 --> 3
3 --> 4[""Conclude Process""]
"
19,"
graph LR
0[""StartNode""] --> 1[""Run invoice payment process for SSP""]
1 --> 2[""Pay attention to SAP system""]
1 --> 3[""Send payment report to Accounts Receivable""]
1 --> 4[""Run invoice payment process""]
1 --> 5[""Generate invoice payment report""]
2 --> 6[""Send payment report to Client""]
2 --> 7[""Send payment report to Registry""]
3 --> 8[""Generate monthly invoices for clients""]
8 --> 9[""Charge clients""]
6 --> 10[""EndNode""]
7 --> 10
9 --> 10
"
20,"
graph LR
0[""StartNode""] --> 1[""Check Completeness""]
1 --> 2[""Verify Credit History""]
2 --> 3[""Examine Loan Request""]
3 --> 4{""Check Result?""}
4 --> |""Rejection""|5[""Reject Customer Request""]
4 --> |""Acceptance""|6[""Approve Customer Request""]
5 --> 7[""EndNode""]
6 --> 8[""EndNode""]
"
21,"
flowchart LR
0[""Extract Work Orders""] --> 1[""Extract Notifications""]
0 --> 2[""Load Work Orders""]
1 --> 3[""Load Inspection Orders""]
1 --> 4[""Load Notifications""]
2 --> 5[""Pull Together Work Order Report""]
3 --> 6[""Pull Together Inspection Order Report""]
4 --> 7[""Pull Together Notification Report""]
5 --> 8[""Link Reports from PPT""]
6 --> 8
7 --> 8
8 --> 9[""Create and Send Email""]
9 --> 10[""End with WHISKY""]
"
22,"
flowchart LR
0[""Plan the menu""] --> 1[""Prepare the chicken""]
0 --> 2[""Make the salad""]
1 --> 3[""Refine the chicken""]
2 --> 4[""Prepare the salad""]
3 --> 5[""Serve the menu""]
4 --> 5
"
23,"
graph LR
0[""StartNode""] --> 1[""Write a letter""]
1 --> 2[""Obtain the letter""]
2 --> 3{""Are they a member?""}
3 --> |""Yes""|4[""Obtain a second letter""]
3 --> |""No""|5[""EndNode""]
4 --> 6[""Pay the fee""]
6 --> 7[""Receive a card""]
7 --> 8[""EndNode""]
"
24,"
flowchart LR
0[""Feel hungry""] --> 1[""Have dinner (three dishes)""]
1 --> 2[""Have a salad""]
1 --> 3[""Enjoy some ice-cream""]
1 --> 4[""Savor a plate of pasta""]
2 --> 5[""Feel satisfied""]
3 --> 5
4 --> 5
"
25,"
flowchart LR
0[""Start SSP process (at 11am and 3am on weekdays)""] --> 1[""Empty SAP Master Record Outbox""]
1 --> 2[""Deliver requests to Master Data Entry Department""]
1 --> 3[""Empty Master Data Entry Outbox""]
2 --> 4[""Receive Vendor Master Record Requests Form""]
4 --> 5[""Process Vendor Master Record Requests""]
5 --> 6[""Place completed requests in Data Entry Officer Inbox""]
6 --> 7[""Completed requests received""]
"
26,"
graph LR
0[""StartNode""] --> 1[""Register event participation""]
1 --> 2[""Register process seminar results""]
1 --> 3[""Create purchase request""]
2 --> 4{""Purchase request approved?""}
4 --> |""Rejected""|5[""Notify rejection""]
4 --> |""Approved""|6[""Send approved notification""]
6 --> 7{""Purchase request approved?""}
7 --> |""Rejected""|5
7 --> |""Approved""|6
5 --> 8[""EndNode""]
2 --> 8
"
27,"
graph LR
0[""StartNode""] --> 1[""Place an order""]
1 --> 2[""Verify the customer""]
2 --> 3{""Customer okay?""}
3 --> |""Yes""|4[""Check availability""]
3 --> |""No""|5[""Create a new customer""]
5 --> 6[""Conclude the process""]
4 --> 7{""Product available?""}
7 --> |""No""|8[""Produce the goods""]
7 --> |""Yes""|9[""Ship the goods""]
8 --> 6
9 --> 6
"
28,"
graph LR
0[""Move to square (2,5)""] --> 1[""Wait for a message""]
1 --> 2{""Response from all players received?""}
2 --> |""No""|1
2 --> |""Yes""|3[""End process""]
3 --> 4[""Check response again""]
4 --> 5{""Response from all players received?""}
5 --> |""No""|4
5 --> |""Yes""|3
"
29,"
flowchart LR
0[""Obtain the credit score""] --> 1[""Get the credit score""]
0 --> 2[""Check the credit score""]
1 --> 3[""Check the income to payment ratio""]
2 --> 3
3 --> 4[""Assess the credit risk""]
4 --> 5[""End Process""]
"
30,"
graph LR
0[""StartNode""] --> 1[""Receive payment from the previous week""]
1 --> 2{""Payment received?""}
2 --> |""No""|3[""Document bad credit against accounts receivable and member's file""]
2 --> |""Yes""|4[""Update members and accounts receivable file""]
4 --> 5[""Process the order""]
5 --> 6{""Payment received?""}
6 --> |""No""|3
6 --> |""Yes""|4
4 --> 7[""Inform members about their bad credit status""]
7 --> 8[""Suspend future order processing""]
8 --> 9[""Complete the credit check""]
9 --> 10[""EndNode""]
"
31,"
graph LR
0[""StartNode""] --> 1[""Verify RFQ""]
1 --> 2{""Is RFQ verified?""}
2 --> |""No""|3[""Ask for more information""]
2 --> |""Yes""|4[""Analyze RFQ""]
4 --> 5[""Provide L&M cost estimates""]
5 --> 6[""Verify RFQ""]
6 --> 7{""Is RFQ verified?""}
7 --> |""No""|3
7 --> |""Yes""|8[""Provide verification""]
8 --> 9[""Add overhead costs""]
9 --> 10[""Generate pricing options""]
10 --> 11[""Generate sales quote""]
11 --> 12[""EndNode""]
"
32,"
graph LR
0[""StartNode""] --> 1[""Bring computer to ACM""]
1 --> 2[""Describe the computer problem""]
2 --> 3[""Receive estimate""]
3 --> 4{""Is the estimate acceptable?""}
4 --> |""Yes""|5[""Authorize repair""]
4 --> |""No""|6[""Take computer back""]
5 --> 7[""Receive repair notice""]
7 --> 8{""Is the problem fixed?""}
8 --> |""Yes""|9[""Receive invoice and P/S document""]
8 --> |""No""|10[""EndNode""]
9 --> 11[""Send payment""]
11 --> 12[""EndNode""]
6 --> 10
"
33,"
graph LR
0[""StartNode""] --> 1[""Analyze and check consistency""]
1 --> 2[""Analyze Goal Model""]
2 --> 3[""Analyze Business Process Models""]
3 --> 4{""Are all goals satisfied?""}
4 --> |""No""|5[""Update""]
4 --> |""Yes""|6[""Process ends""]
5 --> 7[""Check if each activity corresponds to at least one goal""]
7 --> 8{""Does each activity correspond to at least one goal?""}
8 --> |""No""|5
8 --> |""Yes""|6
5 --> 9[""Update""]
9 --> 10[""Analyze again""]
10 --> 6
"
