,group,child,parent
0,10002950_1,Combinatorics,Discrete mathematics
1,10002950_1,Graph theory,Combinatorics
2,10002950_1,Graph algorithms,Graph theory
3,10002950_1,Paths and connectivity problems,Graph theory
4,10002950_1,Graph enumeration,Graph theory
5,10002950_1,Graph coloring,Graph theory
6,10002950_1,Extremal graph theory,Graph theory
7,10002950_1,Network flows,Graph theory
8,10002950_1,Random graphs,Graph theory
9,10002950_1,Spectra of graphs,Graph theory
10,10002950_1,Hypergraphs,Graph theory
11,10002950_1,Combinatorial algorithms,Combinatorics
12,10002950_1,Approximation algorithms,Combinatorial algorithms
13,10002950_1,Combinatorial optimization,Combinatorial algorithms
14,10002950_1,Matroids and greedoids,Combinatorics
15,10002950_1,Combinatorics on words,Combinatorics
16,10002950_1,Generating functions,Combinatorics
17,10002950_1,Permutations and combinations,Combinatorics
18,10002950_1,Enumeration,Combinatorics
19,10002950_1,Trees,Graph theory
20,10002950_1,Matchings and factors,Graph theory
21,10002950_1,Graphs and surfaces,Graph theory
22,10002950_4,Continuous optimization,Mathematical optimization
23,10002950_4,Discrete optimization,Mathematical optimization
24,10002950_4,Numerical analysis,Mathematical optimization
25,10002950_4,Computational techniques,Mathematical optimization
26,10002950_4,Optimization methods,Mathematical optimization
27,10002950_4,Mathematical foundations,Mathematical optimization
28,10002950_4,Specialized optimization,Mathematical optimization
29,10002950_4,Computational algebra,Mathematical optimization
30,10002950_5,Continuous mathematics,Topology
31,10002950_5,Calculus,Continuous mathematics
32,10002950_5,Algebraic topology,Topology
33,10002950_5,Geometric topology,Topology
34,10002950_5,Point-set topology,Topology
35,10002950_5,Continuous functions,Continuous mathematics
36,10002951_3,Data mining,Data Management
37,10002951_3,Data warehouses,Data Management
38,10002951_3,Data analytics,Data Management
39,10002951_3,Data cleaning,Data Management
40,10002951_3,Data streaming,Data Management
41,10002951_3,Data stream mining,Data Management
42,10002951_3,Multimedia databases,Database Systems
43,10002951_3,Online analytical processing,Database Systems
44,10002951_3,Nearest-neighbor search,Database Systems
45,10002951_3,Geographic information systems,Geographic Information Systems
46,10002951_3,Global positioning systems,Geographic Information Systems
47,10002951_3,Collaborative and social computing systems and tools,Collaborative Systems
48,10002951_3,Wikis,Collaborative Systems
49,10002951_3,Blogs,Collaborative Systems
50,10002951_3,Social networking sites,Collaborative Systems
51,10002951_3,Social tagging systems,Collaborative Systems
52,10002951_3,Reputation systems,Collaborative Systems
53,10002951_3,Enterprise information systems,Enterprise Systems
54,10002951_3,Enterprise resource planning,Enterprise Systems
55,10002951_3,Enterprise applications,Enterprise Systems
56,10002951_3,Multimedia information systems,Multimedia Systems
57,10002951_3,Multimedia content creation,Multimedia Systems
58,10002951_3,Multimedia streaming,Multimedia Systems
59,10002951_3,Sensor networks,Networking and Communication
